N	2gram	Propp_Isto_1	Formalny
1	и в	28	38
2	в этом	8	27
3	т е	10	26
4	может быть	25	23
5	и пр	4	21
6	и его	3	21
7	таким образом	8	20
8	и не	9	20
9	прежде всего	10	15
10	не в	9	15
11	и т	25	14
12	не может	15	14
13	в нем	2	13
14	но и	10	13
15	связи с	4	13
16	в пределах	4	12
17	с тем	4	11
18	в том	9	11
19	вовсе не	2	11
20	в его	5	10
21	в связи	4	10
22	и с	4	9
23	как и	4	9
24	при этом	3	9
25	не только	12	9
26	что и	6	8
27	все же	10	8
28	так и	9	8
29	тем что	3	8
30	что в	12	7
31	не могут	2	7
32	по себе	3	7
33	для него	2	7
34	по существу	5	7
35	как мы	3	7
36	уже не	3	7
37	то что	9	6
38	в ней	7	6
39	в этой	6	6
40	было бы	7	6
41	вместе с	6	6
42	в их	3	6
43	то же	12	6
44	все эти	4	6
45	а не	15	6
46	как раз	2	6
47	могут быть	4	6
48	он не	2	6
49	только в	11	6
50	а в	7	6
51	хотя бы	4	6
52	должна быть	5	5
53	если бы	8	5
54	что он	10	5
55	именно в	3	5
56	говорит в	2	5
57	во всех	2	5
58	если мы	3	5
59	что же	3	5
60	с этим	4	5
61	и только	2	5
62	т д	22	5
63	и для	4	5
64	в основе	4	5
65	в то	3	5
66	бы в	2	5
67	и должно	3	5
68	материала и	2	4
69	как о	2	4
70	не как	3	4
71	раз и	3	4
72	к этому	2	4
73	к тому	6	4
74	мы видели	2	4
75	в дальнейшем	5	4
76	что они	5	4
77	в большинстве	4	4
78	как бы	2	4
79	из них	3	4
80	в некоторых	2	4
81	как в	2	4
82	другой стороны	5	4
83	в особенности	2	4
84	что не	2	4
85	и даже	4	4
86	одним словом	4	4
87	там где	4	4
88	здесь не	4	4
89	они не	4	4
90	ничего не	2	4
91	так как	6	4
92	но в	8	4
93	всех этих	2	3
94	же как	2	3
95	была бы	2	3
96	и др	7	3
97	не видели	2	3
98	в какой	3	3
99	с другой	6	3
100	мы знаем	4	3
101	и здесь	7	3
102	это приводит	2	3
103	и как	2	3
104	но все	4	3
105	зависимости от	2	3
106	например в	5	3
107	в зависимости	2	3
108	однако не	2	3
109	то это	3	3
110	не есть	2	3
111	в целом	2	3
112	и их	3	3
113	значение и	2	3
114	все это	4	3
115	так в	4	3
116	то и	2	3
117	большинстве случаев	4	3
118	именно на	2	3
119	того что	4	3
120	мы не	10	3
121	или в	5	3
122	и на	4	3
123	его в	6	3
124	что это	8	3
125	в области	2	3
126	не то	4	3
127	это было	2	3
128	от этого	2	3
129	борьбы с	2	2
130	от этих	2	2
131	самого начала	2	2
132	и другие	4	2
133	никогда не	14	2
134	по этому	2	2
135	в этих	7	2
136	в качестве	5	2
137	для этого	3	2
138	перед нами	3	2
139	столь же	2	2
140	или даже	3	2
141	это не	7	2
142	в такой	2	2
143	не просто	3	2
144	между ними	2	2
145	как таковая	2	2
146	это время	2	2
147	в тех	2	2
148	а только	2	2
149	на котором	3	2
150	его как	2	2
151	в ее	2	2
152	с самого	2	2
153	том что	7	2
154	но это	4	2
155	поставить вопрос	2	2
156	но не	5	2
157	еще одну	2	2
158	и другое	2	2
159	мы в	2	2
160	в целях	3	2
161	на первый	2	2
162	в котором	3	2
163	даже в	4	2
164	не так	2	2
165	один из	4	2
166	и тем	2	2
167	есть только	3	2
168	лучше всего	2	2
169	не по	2	2
170	ее в	5	2
171	всего в	2	2
172	со стороны	2	2
173	а именно	4	2
174	даже не	2	2
175	приводит к	2	2
176	во всей	2	2
177	на этом	3	2
178	то ни	2	2
179	должны были	2	2
180	находится в	4	2
181	превращается в	4	2
182	в эпоху	2	2
183	и по	3	2
184	должно быть	2	2
185	это положение	2	2
186	отличие от	2	2
187	этот вопрос	7	2
188	их в	5	2
189	сказать что	5	2
190	между тем	2	2
191	он в	2	2
192	и от	2	2
193	в отличие	2	2
194	при помощи	2	2
195	из этого	2	2
196	к сожалению	3	2
197	и этим	2	2
198	должен был	3	2
199	потому что	4	2
200	как это	3	2
201	с ним	2	2
