N	2gram	Trubetskoy_1	FransuaR
1	и в	14	40
2	прежде всего	8	16
3	в этом	17	15
4	мы уже	2	13
5	не только	9	13
6	и не	19	13
7	в его	4	13
8	что в	4	12
9	как и	4	11
10	но и	10	11
11	таким образом	11	10
12	может быть	9	9
13	он не	5	9
14	во время	2	8
15	в том	17	8
16	у него	2	8
17	все эти	2	8
18	и с	7	8
19	и на	5	8
20	но в	2	8
21	в своем	6	7
22	то же	11	7
23	культуры и	2	7
24	в этих	2	6
25	же время	10	6
26	в самом	3	6
27	во всех	5	6
28	в своей	5	6
29	связи с	3	6
30	в то	10	6
31	в нем	5	5
32	то что	13	5
33	не было	3	5
34	а не	2	5
35	и для	6	5
36	в своих	6	5
37	для него	6	5
38	и во	3	4
39	том что	9	4
40	до сих	5	4
41	было бы	5	4
42	в ней	2	4
43	из них	3	4
44	и потому	3	4
45	ни в	2	4
46	в мире	4	4
47	жизни и	4	4
48	сих пор	5	4
49	в их	4	4
50	все это	6	4
51	только на	2	4
52	о том	7	4
53	и о	2	4
54	в данном	7	4
55	того чтобы	8	4
56	и даже	2	4
57	из всех	2	4
58	так как	4	4
59	в области	2	4
60	только для	2	3
61	всех этих	3	3
62	если бы	6	3
63	в частности	2	3
64	не подлежит	2	3
65	и от	2	3
66	и к	6	3
67	но это	2	3
68	в начале	2	3
69	в этой	4	3
70	для этого	3	3
71	одна из	3	3
72	еще не	3	3
73	и есть	2	3
74	как бы	4	3
75	в таких	2	3
76	и наконец	2	3
77	что и	3	3
78	вместе с	4	3
79	по отношению	2	3
80	не может	22	3
81	а в	5	3
82	на самом	6	3
83	самом деле	7	3
84	в значительной	3	3
85	для того	6	3
86	ко всем	3	3
87	к этой	4	3
88	и как	3	3
89	не так	2	3
90	можно было	4	3
91	между тем	5	3
92	тем что	3	3
93	при этом	5	3
94	в себе	9	3
95	в другом	3	3
96	во всем	4	3
97	только в	5	3
98	в конце	3	3
99	их в	2	3
100	в других	2	3
101	есть и	2	2
102	и этот	3	2
103	на такой	2	2
104	хотя бы	5	2
105	в течение	2	2
106	из этих	3	2
107	больше чем	2	2
108	с нею	3	2
109	это в	2	2
110	что он	6	2
111	и вот	2	2
112	или иной	5	2
113	все же	4	2
114	следовательно и	2	2
115	это есть	2	2
116	но не	4	2
117	все что	4	2
118	конечно не	5	2
119	и если	7	2
120	к нему	2	2
121	из этого	3	2
122	том же	2	2
123	той или	3	2
124	в котором	2	2
125	не к	2	2
126	в корне	4	2
127	данном случае	3	2
128	всем этим	2	2
129	именно в	3	2
130	лишь в	3	2
131	что для	3	2
132	потому что	5	2
133	одной из	3	2
134	с этим	2	2
135	даже и	2	2
136	точки зрения	11	2
137	культурной жизни	2	2
138	ни от	2	2
