N	2gram	Propp_Isto_1	Myslijsy
1	потому что	4	52
2	и в	28	39
3	может быть	25	27
4	в том	9	26
5	только в	11	25
6	что в	12	22
7	не может	15	22
8	а не	15	21
9	так как	6	21
10	не только	12	21
11	в нем	2	20
12	но и	10	20
13	и не	9	18
14	том что	7	16
15	так что	4	16
16	не в	9	15
17	в этом	8	15
18	если бы	8	14
19	отношению к	3	13
20	так и	9	13
21	по отношению	3	13
22	в себе	2	13
23	таким образом	8	13
24	было бы	7	12
25	точно так	3	11
26	есть только	3	11
27	мы не	10	10
28	по себе	3	10
29	что не	2	10
30	не есть	2	10
31	то что	9	10
32	как в	2	10
33	и что	10	10
34	могут быть	4	9
35	для нас	13	9
36	как и	4	9
37	там же	2	9
38	тем что	3	9
39	тогда когда	2	9
40	но в	8	9
41	в одном	5	8
42	но не	5	8
43	вместе с	6	8
44	со стороны	2	8
45	того что	4	8
46	с другой	6	7
47	должно быть	2	7
48	в ней	7	7
49	с этим	4	7
50	должны быть	4	7
51	по его	2	7
52	это не	7	7
53	то и	2	7
54	в этих	7	7
55	не менее	6	6
56	по мере	2	6
57	тем не	6	6
58	и как	2	6
59	еще не	7	6
60	как бы	2	6
61	что и	6	6
62	все же	10	6
63	и т	25	6
64	то же	12	6
65	при этом	3	6
66	и по	3	6
67	того как	3	6
68	зависит от	2	5
69	с тем	4	5
70	для всех	2	5
71	вовсе не	2	5
72	но это	4	5
73	и потому	2	5
74	в его	5	5
75	то это	3	5
76	другой стороны	5	5
77	во всех	2	5
78	так же	7	5
79	а в	7	5
80	и для	4	5
81	и его	3	5
82	между тем	2	5
83	не могут	2	4
84	никогда не	14	4
85	однако в	2	4
86	в стороне	3	4
87	вопрос о	5	4
88	прежде всего	10	4
89	не более	2	4
90	а только	2	4
91	мы видели	2	4
92	мы видим	11	4
93	для него	2	4
94	в действительности	2	4
95	к тому	6	4
96	увидим что	5	4
97	не по	2	4
98	бы быть	3	4
99	т д	22	4
100	и даже	4	4
101	само по	2	4
102	во всем	3	4
103	в то	3	4
104	что мы	7	4
105	там где	4	4
106	бы в	2	4
107	только для	2	3
108	что это	8	3
109	столь же	2	3
110	и от	2	3
111	показывает что	3	3
112	самого начала	2	3
113	так например	6	3
114	мере того	2	3
115	с самого	2	3
116	в этой	6	3
117	в своем	5	3
118	только из	2	3
119	если мы	3	3
120	мы увидим	10	3
121	одной стороны	4	3
122	и их	3	3
123	но оно	4	3
124	что если	2	3
125	относится к	2	3
126	никто не	2	3
127	и тем	2	3
128	связи с	4	3
129	были бы	2	3
130	на него	4	3
131	что например	3	3
132	то ни	2	3
133	с одной	4	3
134	не так	2	3
135	или даже	3	3
136	с ним	2	3
137	должна быть	5	3
138	сказать что	5	3
139	он не	2	3
140	мы должны	13	3
141	и другое	2	3
142	к которому	5	3
143	том как	2	3
144	и с	4	3
145	не существует	2	2
146	мы будем	5	2
147	нисколько не	2	2
148	заключить что	2	2
149	по этому	2	2
150	явлений в	2	2
151	он должен	2	2
152	эти формы	3	2
153	ключ к	3	2
154	бы то	2	2
155	была бы	2	2
156	связь с	4	2
157	значение и	2	2
158	не можем	3	2
159	на то	4	2
160	в некотором	2	2
161	но если	2	2
162	как мы	3	2
163	ни было	2	2
164	уже не	3	2
165	но все	4	2
166	мысль о	2	2
167	мы в	2	2
168	могли бы	3	2
169	и если	2	2
170	одним из	2	2
171	чтобы не	3	2
172	не все	4	2
173	но уже	2	2
174	в целом	2	2
175	из этого	2	2
176	что же	3	2
177	в их	3	2
178	для этого	3	2
179	связь между	3	2
180	и только	2	2
181	предположение что	2	2
182	этот вопрос	7	2
183	на этот	2	2
184	или в	5	2
185	хотя бы	4	2
186	во многих	2	2
187	и должно	3	2
188	в таких	2	2
189	к ним	4	2
190	мы постараемся	2	2
191	то он	2	2
192	в начале	3	2
193	видно что	6	2
194	как будто	4	2
195	одним словом	4	2
196	о том	9	2
197	при помощи	2	2
198	дело в	3	2
199	эта мысль	3	2
200	когда мы	2	2
201	то мы	4	2
