N	2gram	Vygotskiy__5	Komedia
1	и в	30	22
2	том что	21	12
3	в том	27	11
4	но и	6	11
5	не только	16	10
6	из них	2	10
7	в то	2	10
8	как и	6	9
9	и т	7	9
10	может быть	11	9
11	в одном	2	8
12	таким образом	20	8
13	и не	6	8
14	и его	6	8
15	о том	10	8
16	едва ли	2	7
17	в этой	5	7
18	что в	24	6
19	в отношении	2	6
20	в конце	4	6
21	что он	17	6
22	к тому	8	6
23	ни в	3	6
24	то же	7	6
25	не в	8	6
26	а в	4	6
27	в которой	3	6
28	уже в	6	5
29	с другой	9	5
30	прежде всего	4	5
31	о которых	2	5
32	при этом	8	5
33	со своим	2	5
34	в его	4	5
35	еще в	2	5
36	один из	5	5
37	на его	3	5
38	так и	3	5
39	как в	3	5
40	все это	2	5
41	другой стороны	5	5
42	и даже	2	5
43	потому что	23	5
44	т п	3	5
45	именно в	6	4
46	в их	3	4
47	к этому	3	4
48	по поводу	3	4
49	ясно что	6	4
50	несмотря на	5	4
51	как мы	5	4
52	же в	2	4
53	в другом	3	4
54	что они	5	4
55	в качестве	2	4
56	в котором	2	4
57	в нем	7	4
58	что и	3	4
59	так в	3	4
60	т д	3	4
61	тем что	6	4
62	и вот	2	4
63	время как	2	4
64	в результате	4	4
65	действующих лиц	7	4
66	точки зрения	7	4
67	ли не	2	4
68	конце концов	2	4
69	так как	9	4
70	но в	5	4
71	мы можем	7	4
72	же как	2	3
73	казалось бы	4	3
74	на сцене	2	3
75	в них	4	3
76	вопрос о	3	3
77	на то	17	3
78	как из	3	3
79	у нас	4	3
80	и как	7	3
81	тот же	3	3
82	одной стороны	12	3
83	в частности	4	3
84	и о	3	3
85	у него	3	3
86	он не	3	3
87	все же	7	3
88	в целом	5	3
89	к этим	2	3
90	так же	13	3
91	по отношению	2	3
92	того как	2	3
93	этом отношении	3	3
94	с одной	12	3
95	в последних	2	3
96	в течение	2	3
97	мы не	3	3
98	как раз	13	3
99	и на	3	3
100	в этом	14	3
101	и с	2	3
102	могут быть	8	3
103	только в	5	3
104	и все	4	3
105	как это	7	3
106	ничего не	2	3
107	времени и	3	2
108	в противоположность	2	2
109	и здесь	6	2
110	в состоянии	3	2
111	именно потому	3	2
112	трагедии в	3	2
113	для ее	3	2
114	вовсе не	3	2
115	указывает на	4	2
116	в свою	3	2
117	мы знаем	2	2
118	и можно	2	2
119	мы найдем	4	2
120	он был	2	2
121	одна из	3	2
122	на этом	6	2
123	но не	7	2
124	совсем не	2	2
125	именно на	5	2
126	того же	2	2
127	в себя	2	2
128	до конца	2	2
129	до сих	5	2
130	еще не	5	2
131	было бы	5	2
132	мог бы	2	2
133	в самом	14	2
134	в стихе	4	2
135	указывает что	5	2
136	и тем	6	2
137	то что	37	2
138	вместе с	12	2
139	со стороны	3	2
140	находится в	2	2
141	только что	4	2
142	для этого	9	2
143	в сущности	12	2
144	не может	9	2
145	и таким	2	2
146	которых мы	4	2
147	что у	3	2
148	в форме	2	2
149	и хотя	2	2
150	из которых	4	2
151	в силу	3	2
152	или в	6	2
153	почти не	2	2
154	в трагедии	15	2
155	но он	3	2
156	что касается	2	2
157	в своих	5	2
158	в себе	5	2
159	ту же	2	2
160	как будто	6	2
161	же самое	5	2
162	которые он	2	2
163	отличие от	2	2
164	что по	2	2
165	сих пор	5	2
