N	3gram	Losev_Prob_3	Dialekti
1	и т д	13	19
2	с точки зрения	2	12
3	это значит что	2	9
4	ни в каком	4	8
5	сама по себе	8	8
6	в том что	9	7
7	сам по себе	6	6
8	не есть ни	3	6
9	само по себе	3	5
10	по крайней мере	5	4
11	той или другой	4	4
12	в то же	4	4
13	в каком случае	2	4
14	одно и то	3	4
15	можно было бы	3	4
16	с другой стороны	5	4
17	и то же	4	4
18	не значит что	2	3
19	той или иной	8	3
20	не имеет ничего	3	3
21	потому что он	4	3
22	только потому что	2	3
23	имеет ничего общего	3	3
24	может быть и	3	3
25	и в этом	6	3
26	ничего общего с	2	3
27	можно сказать что	2	3
28	в конце концов	3	3
29	не имеет никакого	3	3
30	только то что	2	3
31	содержит в себе	3	3
32	да и то	2	3
33	не может быть	5	3
34	та или иная	3	3
35	ровно ничего не	2	3
36	не было бы	3	2
37	с той или	5	2
38	и ни в	2	2
39	по сравнению с	2	2
40	т д и	4	2
41	ни в чем	2	2
42	о том что	3	2
43	несет на себе	2	2
44	точно так же	3	2
45	то это значит	2	2
46	не просто как	2	2
47	и в частности	2	2
48	до сих пор	2	2
49	во всяком случае	6	2
50	д и т	4	2
51	ничто не мешает	2	2
52	мы находим в	2	2
53	на самом деле	2	2
54	по себе а	3	2
55	или по крайней	4	2
56	то или иное	2	2
