N	2gram	Vygotskiy__4	Komedia
1	и в	20	22
2	и не	8	21
3	том что	35	13
4	в том	42	12
5	таким образом	25	12
6	со стороны	3	11
7	так как	10	11
8	ни в	3	10
9	потому что	12	10
10	в самом	6	9
11	вместе с	8	9
12	если бы	5	8
13	в своем	4	8
14	что он	6	8
15	в его	11	8
16	что и	9	8
17	в этом	24	8
18	о том	5	8
19	его в	6	8
20	при этом	12	7
21	в свою	2	7
22	то же	16	7
23	не по	2	7
24	только что	4	7
25	едва ли	2	7
26	а в	2	7
27	к этому	4	6
28	ясно что	2	6
29	тому же	6	6
30	свою очередь	2	6
31	того же	9	6
32	еще не	2	6
33	для того	5	6
34	к тому	6	6
35	может быть	12	6
36	самом деле	7	6
37	и что	8	6
38	того чтобы	7	6
39	так что	3	6
40	и его	5	6
41	не менее	3	5
42	связи с	3	5
43	что в	19	5
44	прежде всего	2	5
45	как это	9	5
46	не только	15	5
47	речь идет	5	5
48	в своей	7	5
49	из них	4	5
50	тем что	7	5
51	к нему	2	5
52	но в	3	5
53	с тем	6	4
54	у него	2	4
55	отнюдь не	3	4
56	между собой	5	4
57	с другой	12	4
58	и здесь	2	4
59	все же	5	4
60	не в	4	4
61	в ней	2	4
62	то что	15	4
63	когда он	3	4
64	но и	9	4
65	и речи	2	4
66	в отношении	10	4
67	с помощью	31	4
68	а не	7	4
69	и для	4	4
70	друг друга	4	4
71	так же	11	4
72	точки зрения	24	4
73	в себе	10	4
74	в связи	3	4
75	бы в	3	4
76	так и	5	4
77	не является	5	4
78	и поэтому	3	4
79	и с	4	4
80	в частности	5	3
81	никогда не	5	3
82	в какой	3	3
83	с этой	4	3
84	с этим	5	3
85	если не	2	3
86	в нем	2	3
87	далеко не	2	3
88	идет о	3	3
89	на то	5	3
90	нисколько не	2	3
91	и к	5	3
92	как и	9	3
93	в начале	2	3
94	в этой	3	3
95	чем в	3	3
96	по своему	4	3
97	одной стороны	9	3
98	было бы	8	3
99	и тот	7	3
100	на этот	3	3
101	как бы	7	3
102	один из	3	3
103	в целом	11	3
104	с полным	2	3
105	приводит к	3	3
106	не может	6	3
107	с одной	9	3
108	с точки	11	3
109	столь же	3	3
110	тем же	4	3
111	не имеет	2	3
112	их в	2	3
113	одной из	3	3
114	мы можем	5	3
115	во всяком	4	3
116	представляет собой	3	3
117	не знает	2	3
118	же самое	7	3
119	как он	4	3
120	в которой	3	3
121	всяком случае	3	3
122	в основе	17	2
123	под влиянием	2	2
124	уже в	6	2
125	все время	4	2
126	состоит в	4	2
127	в качестве	21	2
128	сравнению с	3	2
129	как в	5	2
130	это не	5	2
131	это в	2	2
132	не могут	3	2
133	стороны и	2	2
134	если мы	10	2
135	как из	2	2
136	этом случае	3	2
137	а затем	2	2
138	отличие от	2	2
139	по существу	3	2
140	в силу	6	2
141	что они	14	2
142	что с	4	2
143	тот же	9	2
144	совершенно не	3	2
145	на его	3	2
146	в сущности	4	2
147	он говорит	2	2
148	одним из	2	2
149	от того	3	2
150	не совсем	2	2
151	которую он	2	2
152	в свое	2	2
153	а также	2	2
154	и он	2	2
155	между ними	4	2
156	в развитии	25	2
157	раз в	2	2
158	по сравнению	4	2
159	наряду с	3	2
160	в их	12	2
161	как мы	13	2
162	другой стороны	9	2
163	целый ряд	5	2
164	по мнению	2	2
165	то обстоятельство	3	2
166	этом отношении	7	2
167	роль в	4	2
168	в таком	2	2
169	можно было	6	2
170	и на	6	2
171	ли не	2	2
172	в результате	8	2
173	тому что	4	2
174	между тем	9	2
175	и во	3	2
176	полным основанием	2	2
177	обстоятельство что	3	2
178	к одной	3	2
179	что мы	7	2
180	и это	2	2
181	что эта	3	2
182	здесь не	2	2
183	который по	2	2
184	в области	4	2
185	в виду	3	2
