N	2gram	Bakhtin_Pr_1	Dialekti
1	и не	34	30
2	по себе	7	25
3	и в	23	18
4	ничего не	6	17
5	может быть	21	17
6	точки зрения	21	17
7	в нем	20	16
8	и есть	5	16
9	ни в	3	15
10	а не	20	14
11	потому что	12	14
12	что в	8	13
13	то что	18	13
14	не только	13	13
15	и даже	3	13
16	если бы	10	12
17	было бы	6	12
18	с точки	15	12
19	в этом	25	12
20	не может	11	12
21	что он	10	11
22	как бы	28	11
23	все это	7	11
24	в себе	5	11
25	так как	7	11
26	прежде всего	7	10
27	несмотря на	6	10
28	то же	10	10
29	сказать что	5	10
30	никогда не	5	9
31	это не	10	9
32	в том	11	9
33	так и	10	9
34	том что	9	9
35	но это	5	8
36	к нему	3	8
37	вовсе не	8	7
38	и как	8	7
39	но и	11	7
40	что она	2	7
41	с другой	2	6
42	можно сказать	2	6
43	да и	2	6
44	хотя бы	2	6
45	она не	5	6
46	никак не	2	6
47	не было	3	6
48	и вот	2	6
49	не в	6	6
50	в то	10	6
51	ни на	2	6
52	с ним	6	6
53	но в	4	6
54	я не	3	5
55	он сам	3	5
56	в этих	2	5
57	в своем	8	5
58	в противоположность	3	5
59	как же	3	5
60	все же	5	5
61	в отношении	2	5
62	а в	7	5
63	само по	2	5
64	можно было	3	5
65	и с	4	5
66	говорить о	2	5
67	мы должны	2	5
68	нисколько не	2	4
69	по крайней	2	4
70	в конце	5	4
71	во всяком	4	4
72	крайней мере	2	4
73	это и	9	4
74	мы видим	3	4
75	но не	8	4
76	же время	7	4
77	в котором	2	4
78	только то	3	4
79	так же	6	4
80	другой стороны	2	4
81	как раз	4	4
82	смысл и	2	4
83	и притом	2	4
84	как мы	5	4
85	он есть	3	4
86	о том	2	4
87	как он	2	4
88	всех этих	3	3
89	сознания и	3	3
90	тому что	2	3
91	в них	3	3
92	точку зрения	4	3
93	все равно	2	3
94	этом смысле	9	3
95	должна быть	2	3
96	есть не	2	3
97	но эта	4	3
98	что и	5	3
99	точек зрения	3	3
100	на себе	2	3
101	отношении к	2	3
102	и о	3	3
103	он не	4	3
104	только с	2	3
105	в его	24	3
106	не значит	2	3
107	и потому	3	3
108	даже в	2	3
109	один из	2	3
110	друг другу	2	3
111	жизни и	6	3
112	отношения к	2	3
113	мысли и	2	3
114	в их	3	3
115	в самом	8	3
116	но все	4	3
117	на самом	4	3
118	самом деле	5	3
119	была бы	2	3
120	что для	2	3
121	конце концов	4	3
122	в данном	2	3
123	в основе	5	3
124	только в	8	3
125	и все	3	3
126	бы в	3	3
127	в сознании	2	3
128	как у	2	2
129	поэтому и	2	2
130	но они	4	2
131	того что	2	2
132	бы и	4	2
133	именно в	6	2
134	были бы	4	2
135	как в	6	2
136	не как	12	2
137	точка зрения	7	2
138	из этих	2	2
139	для своего	2	2
140	точно так	2	2
141	раз и	3	2
142	с другими	7	2
143	в каждом	8	2
144	к этому	2	2
145	вопрос о	4	2
146	себе самом	6	2
147	но конечно	2	2
148	в мире	7	2
149	ни было	4	2
150	как и	8	2
151	лишь как	5	2
152	что именно	2	2
153	является не	3	2
154	для него	15	2
155	до сих	2	2
156	еще не	5	2
157	для того	2	2
158	себе и	3	2
159	всяком случае	3	2
160	как можно	2	2
161	как не	4	2
162	из них	2	2
163	в своей	11	2
164	и их	2	2
165	сих пор	2	2
166	со стороны	2	2
167	идея же	2	2
168	как например	2	2
169	тут и	2	2
170	этом отношении	5	2
171	все эти	8	2
172	уже не	8	2
173	можно говорить	2	2
174	и у	4	2
175	и для	3	2
176	отличается от	2	2
177	мысли в	2	2
178	то он	3	2
179	то и	2	2
180	он и	5	2
181	в которых	2	2
182	но как	3	2
183	и это	5	2
184	самый факт	2	2
185	заметить что	2	2
186	нет ни	2	2
