N	2gram	Bakhtin_sl_1	Narrotol
1	не только	16	31
2	но и	16	27
3	и не	16	23
4	при этом	6	19
5	может быть	14	15
6	в частности	2	14
7	в качестве	3	14
8	как и	4	13
9	а не	15	13
10	а в	6	13
11	только в	6	12
12	в этом	12	12
13	и в	41	11
14	в данном	3	11
15	такого рода	2	10
16	и его	14	10
17	то есть	26	9
18	то же	14	8
19	в том	3	8
20	данном случае	3	8
21	не может	14	8
22	уже не	2	8
23	у него	3	7
24	том что	2	7
25	на протяжении	2	7
26	но в	8	7
27	одного из	2	6
28	к тому	3	6
29	а также	2	6
30	не в	7	6
31	в самом	5	6
32	как бы	12	6
33	один из	4	6
34	как раз	2	6
35	или в	8	6
36	в себе	3	6
37	в его	13	6
38	перед нами	4	5
39	можно сказать	2	5
40	той или	9	5
41	точка зрения	8	5
42	в своей	7	5
43	так и	11	5
44	столь же	2	5
45	и на	14	5
46	потому что	2	5
47	точки зрения	16	5
48	слова в	8	4
49	с его	4	4
50	никогда не	3	4
51	из этих	3	4
52	или иной	9	4
53	все же	7	4
54	для него	3	4
55	то в	2	4
56	но не	2	4
57	же время	12	4
58	прежде всего	8	4
59	еще не	4	4
60	к нему	5	4
61	в ней	4	4
62	и тем	2	4
63	в нем	30	4
64	в первом	3	4
65	из них	3	4
66	как в	8	4
67	так в	2	4
68	того что	3	4
69	чужого слова	2	4
70	хотя и	2	4
71	в то	14	4
72	о том	3	4
73	одна из	2	4
74	в одном	2	4
75	в сознании	2	4
76	в своем	3	3
77	первом случае	2	3
78	это не	6	3
79	у нас	2	3
80	в целом	2	3
81	но именно	4	3
82	для того	2	3
83	и о	2	3
84	он не	3	3
85	о нем	4	3
86	не является	2	3
87	или напротив	2	3
88	не было	3	3
89	именно в	3	3
90	лишь в	4	3
91	в слове	7	3
92	мы не	2	3
93	и то	2	3
94	также и	3	3
95	и с	4	3
96	и ее	3	3
97	и все	4	3
98	между тем	2	3
99	в известном	2	2
100	для них	2	2
101	в зависимости	3	2
102	в этих	2	2
103	его и	3	2
104	между собой	2	2
105	большей или	4	2
106	национального языка	5	2
107	а на	2	2
108	них как	2	2
109	не могло	3	2
110	язык как	3	2
111	в сущности	13	2
112	в свою	3	2
113	по своим	6	2
114	как мы	8	2
115	известном смысле	2	2
116	в романе	21	2
117	с ее	4	2
118	зависимости от	3	2
119	свою очередь	2	2
120	по своему	2	2
121	своего и	2	2
122	чем он	2	2
123	между ними	2	2
124	всех его	7	2
125	одно и	2	2
126	до конца	12	2
127	до сих	2	2
128	в пределах	14	2
129	она не	3	2
130	ни о	2	2
131	меньшей степени	4	2
132	у тургенева	7	2
133	они могут	7	2
134	всяком случае	5	2
135	точек зрения	5	2
136	оно не	6	2
137	хотя бы	3	2
138	себя в	9	2
139	быть и	4	2
140	дело не	2	2
141	сих пор	2	2
142	только на	2	2
143	где они	2	2
144	другой стороны	4	2
145	входит в	4	2
146	не могла	2	2
147	в особенности	8	2
148	и чужого	2	2
149	в той	10	2
150	именно эта	2	2
151	и даже	6	2
152	с другой	5	2
153	и для	4	2
154	и иных	2	2
155	друг друга	3	2
156	роль в	2	2
157	ничего не	4	2
158	с ними	3	2
159	нас в	2	2
160	в результате	3	2
161	сказать что	2	2
162	во всяком	7	2
163	и от	4	2
164	с языком	2	2
165	связи с	2	2
166	жизни но	2	2
167	здесь не	2	2
168	так сказать	5	2
169	с ним	7	2
170	за пределами	2	2
