N	2gram	Losev_Prob_3	Komedia
1	и в	44	22
2	и не	35	21
3	том что	12	13
4	в том	21	12
5	таким образом	9	12
6	так как	9	11
7	ни в	8	10
8	потому что	25	10
9	до сих	2	9
10	в самом	3	9
11	вместе с	2	9
12	сих пор	2	9
13	если бы	3	8
14	в своем	5	8
15	что он	9	8
16	в его	9	8
17	что и	9	8
18	в этом	17	8
19	о том	6	8
20	его в	3	8
21	о чем	2	7
22	об этом	3	7
23	при этом	4	7
24	то же	13	7
25	только что	2	7
26	едва ли	5	7
27	а в	5	7
28	в конце	5	7
29	ясно что	6	6
30	того же	2	6
31	еще не	5	6
32	к тому	3	6
33	может быть	28	6
34	как раз	8	6
35	самом деле	3	6
36	и что	7	6
37	так что	12	6
38	и его	5	6
39	в то	9	6
40	не менее	10	5
41	связи с	8	5
42	что в	8	5
43	прежде всего	3	5
44	то это	10	5
45	как это	2	5
46	и сам	5	5
47	хотя и	5	5
48	не только	14	5
49	в своей	5	5
50	из них	2	5
51	все это	5	5
52	он не	8	5
53	тем что	4	5
54	в которых	3	5
55	с ним	7	5
56	но в	12	5
57	с тем	5	4
58	но все	3	4
59	отнюдь не	10	4
60	однако в	2	4
61	с другой	7	4
62	сразу же	2	4
63	вовсе не	37	4
64	и здесь	5	4
65	все же	6	4
66	не в	13	4
67	в ней	5	4
68	тем более	3	4
69	и т	13	4
70	то что	23	4
71	когда он	2	4
72	но и	10	4
73	в отношении	2	4
74	а не	18	4
75	и для	2	4
76	друг друга	2	4
77	так же	5	4
78	тут же	4	4
79	точки зрения	5	4
80	само собой	2	4
81	в себе	8	4
82	в связи	7	4
83	бы в	2	4
84	так и	10	4
85	не является	11	4
86	хотя бы	3	4
87	и с	9	4
88	ничем не	2	4
89	в частности	2	3
90	никогда не	6	3
91	на ее	2	3
92	то ни	6	3
93	с этой	3	3
94	с этим	2	3
95	если не	3	3
96	в нем	9	3
97	на то	3	3
98	нисколько не	2	3
99	и к	6	3
100	тем не	10	3
101	в ее	4	3
102	как и	10	3
103	в начале	2	3
104	в этой	3	3
105	по своему	2	3
106	который в	2	3
107	было бы	8	3
108	на этот	4	3
109	как бы	9	3
110	из себя	3	3
111	в целом	6	3
112	с полным	4	3
113	даже не	2	3
114	не может	7	3
115	с одной	2	3
116	все равно	3	3
117	из того	3	3
118	с точки	2	3
119	тем же	2	3
120	и даже	14	3
121	не имеет	9	3
122	не так	3	3
123	мы можем	6	3
124	во всяком	9	3
125	но если	6	3
126	говорить о	3	3
127	же самое	9	3
128	в которой	2	3
129	ничего не	3	3
130	всяком случае	6	3
131	том как	2	3
132	в основе	2	2
133	уже в	3	2
134	что их	2	2
135	ни было	3	2
136	не мешает	3	2
137	в качестве	3	2
138	и без	4	2
139	сравнению с	2	2
140	хотя это	2	2
141	как в	5	2
142	это не	9	2
143	и особенно	2	2
144	и все	3	2
145	именно потому	3	2
146	это в	2	2
147	а как	2	2
148	если мы	16	2
149	о его	2	2
150	этом случае	5	2
151	без всякого	3	2
152	отличие от	3	2
153	по существу	2	2
154	что они	5	2
155	она не	3	2
156	бы то	4	2
157	то время	4	2
158	и если	6	2
159	совершенно не	4	2
160	за пределы	5	2
161	и о	5	2
162	плавта и	2	2
163	от того	2	2
164	конце концов	3	2
165	а также	4	2
166	в котором	2	2
167	если же	3	2
168	по сравнению	2	2
169	во всех	2	2
170	дело не	2	2
171	на основании	2	2
172	в их	2	2
173	как мы	8	2
174	другой стороны	5	2
175	его не	2	2
176	в известной	2	2
177	по мнению	2	2
178	даже если	2	2
179	отношения к	3	2
180	не было	5	2
181	время как	4	2
182	мы не	7	2
183	из которых	2	2
184	что для	3	2
185	с другими	3	2
186	в таком	5	2
187	можно было	4	2
188	здесь и	3	2
189	в результате	2	2
190	тому что	4	2
191	и во	2	2
192	он и	2	2
193	и ее	3	2
194	к одной	2	2
195	в другом	2	2
196	и после	2	2
197	что мы	8	2
198	и это	9	2
199	нет ничего	6	2
200	из этого	3	2
201	здесь не	8	2
202	этот раз	3	2
203	в виду	10	2
