N	2gram	Losev_Prob_1	FransuaR
1	и в	32	29
2	то есть	33	21
3	таким образом	6	20
4	и не	31	16
5	и все	7	13
6	в этой	10	13
7	как и	3	12
8	но в	14	12
9	так и	12	11
10	и на	8	11
11	в этом	19	11
12	то же	10	10
13	как мы	7	10
14	мы уже	5	10
15	в то	6	10
16	не только	17	10
17	вовсе не	35	9
18	в конце	6	9
19	но и	9	9
20	все эти	8	9
21	и с	2	9
22	его в	6	9
23	прежде всего	10	8
24	в его	6	8
25	и его	3	8
26	как бы	14	8
27	в них	7	7
28	еще и	5	7
29	так же	9	7
30	в том	9	7
31	так как	11	7
32	из них	3	6
33	здесь в	3	6
34	в сущности	2	6
35	но он	3	6
36	поэтому и	2	5
37	что это	3	5
38	это не	6	5
39	того же	3	5
40	и о	8	5
41	далеко не	5	5
42	в нем	13	5
43	в своей	8	5
44	и до	2	5
45	сказать что	13	5
46	он и	8	5
47	перед нами	5	4
48	только для	3	4
49	с его	2	4
50	в литературе	4	4
51	что он	7	4
52	но это	8	4
53	по своему	9	4
54	есть и	3	4
55	еще не	9	4
56	и есть	6	4
57	конце концов	4	4
58	один из	4	4
59	то что	42	4
60	все это	7	4
61	на самом	6	4
62	с другой	3	4
63	также и	11	4
64	в результате	2	4
65	тем что	7	4
66	точки зрения	3	4
67	в которой	2	4
68	тому как	2	3
69	все время	2	3
70	всех этих	7	3
71	в качестве	2	3
72	в своем	5	3
73	и так	2	3
74	и здесь	6	3
75	в ее	3	3
76	но как	6	3
77	том что	12	3
78	и как	6	3
79	в дальнейшем	4	3
80	мы видим	2	3
81	то в	5	3
82	более или	3	3
83	что здесь	3	3
84	мы можем	4	3
85	ведь это	2	3
86	того что	7	3
87	по преимуществу	2	3
88	он не	3	3
89	к нему	3	3
90	здесь не	7	3
91	образом и	2	3
92	или менее	3	3
93	другой стороны	3	3
94	при этом	6	3
95	того чтобы	9	3
96	для того	8	3
97	и даже	11	3
98	что значит	3	3
99	особенно в	2	3
100	и вполне	3	3
101	же и	3	3
102	подобно тому	2	3
103	в себе	15	3
104	в чем	3	3
105	в эту	2	3
106	уже в	3	2
107	связи с	5	2
108	уже и	3	2
109	в этих	3	2
110	другими словами	3	2
111	в жизни	3	2
112	у вас	2	2
113	к тому	3	2
114	на первый	2	2
115	уже давно	2	2
116	подобного рода	5	2
117	о его	2	2
118	но только	2	2
119	ни в	7	2
120	да и	3	2
121	что они	3	2
122	есть в	5	2
123	именно в	4	2
124	мы увидим	3	2
125	но не	9	2
126	кроме того	2	2
127	не может	8	2
128	о чем	6	2
129	о своем	2	2
130	на его	2	2
131	может быть	14	2
132	между прочим	2	2
133	хотя и	6	2
134	нужно сказать	3	2
135	никогда не	7	2
136	уже не	3	2
137	а также	4	2
138	в виду	6	2
139	в котором	5	2
140	и для	4	2
141	на этой	2	2
142	после этого	4	2
143	но она	3	2
144	как в	4	2
145	в их	4	2
146	как раз	13	2
147	не на	3	2
148	в других	5	2
149	мы здесь	2	2
150	от всех	2	2
151	с точки	3	2
152	или в	4	2
153	и то	6	2
154	то он	2	2
155	их в	4	2
156	и при	2	2
157	даже и	8	2
158	как будто	3	2
159	только в	7	2
160	о том	11	2
161	как он	4	2
162	и это	9	2
163	дело в	3	2
164	нет ничего	10	2
165	здесь только	2	2
166	с ним	3	2
167	учения о	2	2
