N	2gram	Vygotskiy__1	VerxiiNi
1	и в	31	26
2	таким образом	20	22
3	с тем	3	18
4	вместе с	8	15
5	в этом	12	15
6	точки зрения	15	13
7	как бы	5	12
8	в том	30	11
9	может быть	22	10
10	не только	13	10
11	и с	2	10
12	из этих	6	10
13	что в	23	9
14	но и	2	9
15	в области	11	9
16	так как	18	9
17	с другой	5	8
18	главным образом	2	8
19	но не	3	8
20	и не	16	8
21	и у	4	8
22	как на	3	8
23	том что	16	7
24	одной стороны	6	7
25	из них	2	7
26	к нему	2	7
27	то что	32	7
28	с одной	5	7
29	потому что	10	7
30	но в	3	7
31	в конце	3	6
32	представление о	3	6
33	к тому	4	6
34	и потому	2	6
35	того же	2	6
36	несмотря на	5	6
37	всяком случае	6	6
38	что и	13	6
39	все же	5	6
40	так и	3	6
41	все это	8	6
42	с точки	2	6
43	во всяком	8	6
44	в себе	4	6
45	о том	7	6
46	и к	3	5
47	тому же	3	5
48	отношение к	2	5
49	до сих	3	5
50	в его	6	5
51	никогда не	8	5
52	к жизни	2	5
53	сих пор	3	5
54	или менее	2	5
55	так же	12	5
56	а не	13	5
57	того чтобы	7	5
58	для того	6	5
59	в силу	3	5
60	и для	5	5
61	более или	2	5
62	в этих	4	4
63	и от	2	4
64	что все	3	4
65	и вместе	2	4
66	что он	7	4
67	в нем	2	4
68	из которых	3	4
69	в самом	11	4
70	в котором	4	4
71	целый ряд	6	4
72	не может	17	4
73	и только	3	4
74	а в	6	4
75	то же	5	4
76	что оно	3	4
77	и что	8	4
78	и тогда	2	4
79	и по	3	4
80	в которых	3	4
81	он не	3	4
82	в то	5	4
83	только в	14	4
84	то есть	26	4
85	в этой	3	4
86	далеко не	2	4
87	не менее	2	3
88	же как	4	3
89	и другие	4	3
90	что это	6	3
91	если бы	6	3
92	из которого	2	3
93	подойти к	2	3
94	точно так	3	3
95	к этому	4	3
96	ясно что	19	3
97	так что	5	3
98	и как	2	3
99	из всех	2	3
100	представляет собой	2	3
101	в своем	3	3
102	в качестве	2	3
103	случае не	2	3
104	и если	4	3
105	большей частью	2	3
106	и о	4	3
107	к ним	2	3
108	тем не	2	3
109	когда он	2	3
110	оказывается что	5	3
111	в связи	2	3
112	при этом	19	3
113	уже не	2	3
114	того что	10	3
115	и даже	6	3
116	в которой	4	3
117	в таком	3	3
118	с этой	4	3
119	в результате	4	3
120	и таким	2	3
121	что эти	3	3
122	конце концов	3	3
123	в одном	2	3
124	уже в	3	2
125	или иное	2	2
126	не могут	3	2
127	только не	3	2
128	состоит в	3	2
129	одно из	2	2
130	к которым	3	2
131	в них	2	2
132	по тому	3	2
133	тогда когда	5	2
134	русской интеллигенции	2	2
135	прежде всего	4	2
136	не всегда	2	2
137	утверждать что	5	2
138	на то	10	2
139	и здесь	2	2
140	по существу	4	2
141	мы видели	2	2
142	должна была	2	2
143	без остатка	2	2
144	все что	3	2
145	и другой	3	2
146	что мы	8	2
147	ли это	2	2
148	тот же	2	2
149	со всеми	4	2
150	вслед за	6	2
151	для всех	4	2
152	один из	4	2
153	жизни и	3	2
154	то или	2	2
155	в процессе	5	2
156	приводит к	2	2
157	только что	2	2
158	отличается от	2	2
159	всех других	2	2
160	не было	3	2
161	этом отношении	2	2
162	те же	4	2
163	мы имеем	4	2
164	этой точки	5	2
165	и сейчас	2	2
166	наконец в	2	2
167	его не	2	2
168	в русском	2	2
169	сказать что	7	2
170	не в	11	2
171	мы можем	4	2
172	же самое	2	2
173	и все	5	2
174	и это	3	2
175	из этого	2	2
176	между тем	4	2
177	в виду	4	2
