N	2gram	Vinokur_Ku_2	Vvedenie
1	и т	39	42
2	т д	14	36
3	т е	22	35
4	и в	23	32
5	в том	19	31
6	в этом	18	30
7	может быть	15	26
8	том что	11	26
9	не только	20	22
10	для того	9	21
11	того чтобы	11	20
12	таким образом	5	19
13	также и	5	18
14	то что	9	16
15	потому что	25	15
16	так как	15	15
17	но также	4	14
18	не может	9	14
19	в самом	12	13
20	в нем	4	13
21	со стороны	4	13
22	того что	3	12
23	в их	2	12
24	и не	16	12
25	в его	5	12
26	только в	5	12
27	как мы	3	11
28	что такое	3	11
29	ясно что	5	11
30	в данном	4	11
31	языка и	8	10
32	что в	10	10
33	но в	11	9
34	между тем	6	9
35	этом смысле	5	9
36	по себе	10	9
37	то же	6	9
38	в той	2	9
39	не менее	7	8
40	с другой	8	8
41	это не	6	8
42	а только	3	8
43	тем не	6	8
44	не в	8	8
45	именно в	3	8
46	прежде всего	8	7
47	вопрос о	9	7
48	в большей	3	7
49	смысле этого	2	7
50	точки зрения	14	7
51	о котором	2	7
52	но не	6	7
53	было бы	15	7
54	все же	7	7
55	самом деле	9	7
56	можно было	9	7
57	только как	2	7
58	не могут	5	6
59	смысле слова	2	6
60	же время	3	6
61	один из	5	6
62	но и	7	6
63	все это	5	6
64	и даже	2	6
65	широком смысле	4	6
66	в то	4	6
67	с тем	2	6
68	представить себе	2	6
69	вовсе не	9	6
70	как и	2	6
71	в качестве	8	6
72	а именно	2	6
73	хотя бы	9	6
74	и его	3	6
75	этот вопрос	6	6
76	тем что	3	6
77	и это	3	6
78	уже в	3	5
79	в широком	2	5
80	на этот	2	5
81	как бы	4	5
82	и тем	5	5
83	данном случае	2	5
84	другой стороны	7	5
85	в которых	2	5
86	сказать что	4	5
87	в них	4	5
88	об этом	5	5
89	вместе с	5	5
90	т п	24	5
91	а не	10	5
92	что не	6	5
93	могут быть	4	5
94	с этой	2	4
95	этом случае	2	4
96	всяком случае	5	4
97	так или	2	4
98	в особенности	4	4
99	этом отношении	3	4
100	еще и	2	4
101	с одной	2	4
102	не просто	2	4
103	и что	8	4
104	не имеет	4	4
105	а в	3	4
106	даже и	2	4
107	как это	5	4
108	мы имеем	5	4
109	от этого	2	4
110	по крайней	6	4
111	что он	5	4
112	еще не	5	4
113	крайней мере	6	4
114	по сравнению	2	4
115	в своей	2	4
116	как раз	3	4
117	это только	2	4
118	уже не	8	4
119	и для	2	4
120	речь в	5	4
121	той же	2	4
122	или иначе	3	4
123	и то	5	4
124	во всяком	5	4
125	само по	5	4
126	за собой	2	3
127	что это	7	3
128	и есть	2	3
129	в частности	2	3
130	так называемых	2	3
131	или меньшей	3	3
132	в конце	4	3
133	бы и	4	3
134	можно сказать	4	3
135	к тому	4	3
136	да и	6	3
137	но все	4	3
138	в этой	6	3
139	на этом	3	3
140	большей или	3	3
141	но что	2	3
142	до конца	3	3
143	при этом	2	3
144	хотя и	4	3
145	в ней	3	3
146	в конечном	2	3
147	в виду	3	3
148	к нему	2	3
149	мы видели	2	3
150	на этой	4	3
151	на том	2	3
152	дело не	2	3
153	что она	3	3
154	в своем	2	3
155	в основании	2	3
156	язык и	2	3
157	все эти	12	3
158	и вот	5	3
159	этой области	4	3
160	заключается в	2	3
161	свое время	2	3
162	так же	4	3
163	русский язык	6	3
164	и на	6	3
165	в результате	4	3
166	языка в	3	3
167	говорить о	4	3
168	нисколько не	3	3
169	если бы	12	3
170	не как	2	3
171	к этому	4	3
172	sui generis	2	3
173	материал для	2	3
174	чтобы понять	2	3
175	связи с	3	3
176	чем в	3	3
177	в сущности	9	3
178	в свое	2	3
179	а также	3	3
180	однако не	4	3
181	гораздо более	3	3
182	должен быть	5	3
183	что и	3	3
184	своего рода	4	3
185	что же	5	3
186	может служить	2	3
187	вот почему	3	3
188	в каком	4	3
189	и вообще	2	3
190	как будто	2	3
191	ответ на	2	3
192	в области	11	3
193	же как	2	2
194	казалось бы	3	2
195	должна быть	5	2
196	никогда не	2	2
197	для этого	3	2
198	в отношении	2	2
199	точно так	3	2
200	это в	2	2
201	но зато	2	2
202	но это	3	2
203	соответствии с	2	2
204	что если	2	2
205	данном отношении	2	2
206	несмотря на	5	2
207	обратить внимание	2	2
208	говоря уже	2	2
209	не говоря	2	2
210	от того	4	2
211	в форме	3	2
212	вообще и	2	2
213	в связи	4	2
214	что можно	3	2
215	мы говорим	2	2
216	не было	4	2
217	с помощью	7	2
218	стоит в	2	2
219	этого термина	2	2
220	должно быть	4	2
221	рядом с	2	2
222	этой почве	3	2
223	не следует	5	2
224	и с	7	2
225	с этим	3	2
226	нуждается в	2	2
227	он и	2	2
228	нам не	2	2
229	и здесь	5	2
230	конце концов	3	2
231	так и	4	2
232	ни к	15	2
233	этого не	3	2
234	вопросу о	3	2
235	следует что	3	2
236	состоит в	2	2
237	о которых	3	2
238	у нас	12	2
239	по существу	5	2
240	в соответствии	3	2
241	его к	2	2
242	того же	3	2
243	что мы	6	2
244	мы должны	2	2
245	отсюда и	2	2
246	этого слова	5	2
247	и до	2	2
248	но уже	2	2
249	так называемые	2	2
250	вряд ли	4	2
251	в языке	10	2
252	того как	2	2
253	например что	2	2
254	язык в	2	2
255	и сейчас	2	2
256	из которых	3	2
257	с точки	8	2
258	языка не	2	2
259	в силу	7	2
260	выражение в	3	2
261	понять что	2	2
262	в другом	2	2
263	будто бы	2	2
264	здесь не	3	2
265	а если	2	2
266	ничего не	4	2
