N	2gram	Bakhtin_Fr_7	StatiiOP
1	и в	41	29
2	том что	4	27
3	в том	11	27
4	в этом	15	21
5	но и	9	19
6	что в	9	19
7	не только	5	19
8	о том	6	17
9	что он	3	13
10	в его	12	13
11	то что	8	11
12	все это	10	11
13	в которой	2	11
14	к тому	2	10
15	таким образом	19	10
16	в своем	9	9
17	так и	10	9
18	этом отношении	2	9
19	и не	7	9
20	потому что	5	9
21	он не	4	9
22	но в	8	8
23	но все	4	7
24	в ней	5	7
25	в виду	4	7
26	я не	3	7
27	в своей	3	7
28	вместе с	5	7
29	того как	5	7
30	в одном	3	6
31	вовсе не	7	6
32	в течение	2	6
33	и его	9	6
34	и на	4	6
35	прежде всего	11	5
36	в той	3	5
37	в качестве	9	5
38	было бы	4	5
39	как бы	7	5
40	своего рода	2	5
41	а не	2	5
42	того что	2	5
43	точки зрения	5	5
44	именно в	2	4
45	что у	3	4
46	к этому	5	4
47	в романе	7	4
48	не в	9	4
49	после того	4	4
50	для него	6	4
51	кроме того	3	4
52	и к	5	4
53	хотя и	4	4
54	в нем	7	4
55	дело в	2	4
56	еще более	2	4
57	ничего не	4	4
58	и с	4	4
59	своего времени	2	4
60	что это	4	3
61	в этих	2	3
62	но он	4	3
63	оно не	2	3
64	с этим	2	3
65	в образе	4	3
66	одном из	4	3
67	ни в	6	3
68	не мог	2	3
69	но это	3	3
70	до конца	2	3
71	одной из	2	3
72	например в	3	3
73	никогда не	2	3
74	из них	3	3
75	как в	5	3
76	в их	3	3
77	не было	3	3
78	тем что	3	3
79	с самого	2	3
80	на самом	2	3
81	в году	5	3
82	за то	3	3
83	и по	3	3
84	так же	5	3
85	связан с	2	3
86	во всяком	2	3
87	и здесь	4	3
88	в отношении	3	2
89	во время	3	2
90	с его	2	2
91	ни было	2	2
92	и другие	3	2
93	и др	2	2
94	по этому	3	2
95	в них	7	2
96	в одной	2	2
97	в конце	8	2
98	выражение в	3	2
99	что и	5	2
100	его как	2	2
101	он был	3	2
102	нас не	2	2
103	по существу	8	2
104	как и	14	2
105	и как	2	2
106	в этой	13	2
107	в то	10	2
108	по своему	2	2
109	в это	3	2
110	несмотря на	3	2
111	может быть	4	2
112	значительной степени	2	2
113	и потому	3	2
114	а также	2	2
115	только в	6	2
116	также и	2	2
117	в процессе	2	2
118	дело не	2	2
119	или менее	2	2
120	не на	3	2
121	не может	3	2
122	нигде не	2	2
123	в особенности	2	2
124	то же	13	2
125	все эти	13	2
126	при этом	3	2
127	более или	2	2
128	в значительной	2	2
129	не имеет	3	2
130	с точки	3	2
131	особенно в	2	2
132	и те	3	2
133	в данном	2	2
134	в результате	2	2
135	в себе	11	2
136	его в	3	2
137	как он	2	2
138	и это	5	2
139	и всегда	2	2
140	и вся	3	2
141	так как	3	2
142	того же	3	2
143	по адресу	2	2
144	в области	2	2
145	царей и	2	2
146	это было	2	2
