N	2gram	Bakhtin_Fr_5	Narrotol
1	не только	14	26
2	а не	4	17
3	но и	10	15
4	в том	10	14
5	при этом	2	14
6	в качестве	2	14
7	и не	15	14
8	том что	7	13
9	и в	45	13
10	в этом	14	13
11	только в	4	11
12	может быть	2	10
13	в данном	2	10
14	своего рода	4	9
15	к тому	2	9
16	так и	6	9
17	а в	4	9
18	то есть	25	9
19	то что	2	8
20	не может	5	8
21	не в	7	8
22	в своем	11	6
23	прежде всего	10	6
24	можно сказать	2	6
25	и к	5	6
26	того что	3	6
27	в его	13	6
28	и т.п	16	6
29	данном случае	2	6
30	жизни в	2	6
31	все же	2	6
32	у него	4	6
33	как бы	12	6
34	а также	4	6
35	ничего не	4	6
36	но в	14	6
37	точки зрения	4	5
38	не столько	2	5
39	что он	6	5
40	хотя и	5	5
41	он не	6	5
42	в нем	10	5
43	на него	2	5
44	как в	3	5
45	в отличие	2	5
46	таким образом	8	5
47	отличие от	2	5
48	в то	11	5
49	о том	4	5
50	перед нами	4	4
51	что это	2	4
52	не менее	3	4
53	в конце	7	4
54	об этом	4	4
55	тому же	4	4
56	как и	10	4
57	у нее	2	4
58	что в	12	4
59	для него	3	4
60	жизни и	8	4
61	в своей	3	4
62	то же	11	4
63	и у	5	4
64	войны и	2	4
65	в другом	3	4
66	в этой	6	4
67	и т.д	2	4
68	и все	7	4
69	как это	4	4
70	с ним	5	4
71	в себя	5	4
72	с его	7	3
73	точку зрения	2	3
74	это не	3	3
75	но не	4	3
76	же время	9	3
77	к ней	2	3
78	как раз	5	3
79	один из	2	3
80	в целом	2	3
81	на том	2	3
82	все эти	5	3
83	самом деле	5	3
84	того чтобы	6	3
85	и даже	4	3
86	и для	3	3
87	и его	13	3
88	этом отношении	5	3
89	сказать что	4	3
90	между тем	2	3
91	существенную роль	5	3
92	мира и	8	3
93	же как	4	2
94	играют существенную	2	2
95	о чем	3	2
96	одно из	2	2
97	превращается в	2	2
98	хотя бы	2	2
99	из этих	3	2
100	на фоне	2	2
101	вовсе не	8	2
102	и здесь	4	2
103	в начале	2	2
104	по своему	4	2
105	было бы	2	2
106	со всеми	5	2
107	по поводу	4	2
108	во второй	2	2
109	и он	3	2
110	в самом	4	2
111	несмотря на	2	2
112	что она	3	2
113	от его	3	2
114	не могло	3	2
115	что и	7	2
116	раз в	2	2
117	подчеркнуть что	2	2
118	именно в	3	2
119	в течение	3	2
120	на самом	5	2
121	и что	2	2
122	с точки	2	2
123	не имеет	3	2
124	так же	8	2
125	как на	4	2
126	той же	4	2
127	роль в	2	2
128	мы не	4	2
129	можно было	4	2
130	в чем	2	2
131	но это	5	2
132	в ней	8	2
133	но он	3	2
134	в церкви	2	2
135	говорить о	2	2
136	во время	12	2
137	как он	3	2
138	зрения на	4	2
139	здесь не	6	2
140	бы в	4	2
141	потому что	7	2
142	которая не	2	2
143	церкви и	2	2
144	том как	2	2
