N	2gram	Tiupa_Disk_2	Myshleni
1	то что	5	26
2	что он	2	25
3	в этом	16	25
4	потому что	4	21
5	в том	8	18
6	не может	9	18
7	точки зрения	4	18
8	что в	5	16
9	и в	16	16
10	не только	10	16
11	том что	10	15
12	отношению к	4	12
13	в ходе	2	12
14	по отношению	4	12
15	и не	15	12
16	в области	2	12
17	отношение к	2	11
18	в его	3	11
19	но не	7	10
20	а не	14	10
21	только в	3	10
22	может быть	16	9
23	с точки	2	9
24	должно быть	2	8
25	о том	4	8
26	в основе	4	8
27	как и	16	8
28	он не	3	8
29	то же	6	8
30	тем самым	6	8
31	же как	2	7
32	в нем	7	7
33	того же	2	7
34	так и	9	7
35	представляет собой	11	7
36	приводит к	3	7
37	внутренней речи	3	7
38	не в	3	6
39	в этой	4	6
40	но и	11	6
41	и на	5	6
42	речи в	2	6
43	но в	11	6
44	состоит в	16	6
45	в той	2	6
46	в другом	3	6
47	должна быть	2	5
48	никогда не	2	5
49	в своем	5	5
50	для него	5	5
51	как бы	4	5
52	не является	4	5
53	этом отношении	4	5
54	не знает	3	5
55	в то	5	5
56	можно сказать	3	5
57	как в	8	5
58	все эти	3	4
59	с другой	5	4
60	это не	3	4
61	в пределах	4	4
62	при этом	17	4
63	в целом	2	4
64	именно в	2	4
65	в результате	2	4
66	в качестве	16	4
67	с их	2	4
68	еще не	6	4
69	вместе с	2	4
70	той же	2	4
71	тому как	2	4
72	и то	4	4
73	могут быть	3	4
74	такой же	2	4
75	подобно тому	2	4
76	не менее	7	3
77	в частности	12	3
78	одного и	3	3
79	прежде всего	7	3
80	как уже	2	3
81	и как	3	3
82	но это	3	3
83	одной стороны	4	3
84	с одной	4	3
85	как на	3	3
86	а в	2	3
87	и с	2	3
88	к его	4	3
89	говорить о	2	3
90	по своей	6	3
91	в этих	3	3
92	между тем	2	3
93	к жизни	3	3
94	и чужого	2	3
95	в одном	4	3
96	к этому	4	3
97	этом случае	2	3
98	все же	6	3
99	и того	3	3
100	и может	3	3
101	еще в	3	3
102	с таким	2	3
103	что и	2	3
104	не на	2	3
105	на примере	2	3
106	в себя	2	3
107	и его	3	3
108	отношения между	2	3
109	столь же	3	2
110	является не	2	2
111	совпадает с	2	2
112	в ней	2	2
113	в котором	3	2
114	в своей	6	2
115	из них	3	2
116	в отличие	12	2
117	которая в	2	2
118	все это	2	2
119	другой стороны	2	2
120	свое время	2	2
121	в своих	6	2
122	может иметь	2	2
123	из виду	3	2
124	оказывается не	2	2
125	их в	2	2
126	о чем	2	2
127	в них	3	2
128	но при	2	2
129	его в	3	2
130	стороны и	2	2
131	не с	2	2
132	отличие от	12	2
133	жизни и	3	2
134	в свое	2	2
135	не требует	2	2
136	принадлежит к	3	2
137	к их	2	2
138	а с	5	2
139	как будто	3	2
