N	2gram	Trubetskoy_1	Psycholo
1	то что	13	32
2	и в	14	31
3	в том	17	30
4	и т	3	26
5	что в	4	23
6	может быть	9	22
7	таким образом	11	20
8	ясно что	2	19
9	при этом	5	19
10	так как	4	18
11	не может	22	17
12	как и	4	16
13	том что	9	16
14	и не	19	16
15	точки зрения	11	15
16	только в	5	14
17	а не	2	13
18	не только	9	13
19	что и	3	13
20	так же	2	12
21	в этом	17	12
22	в самом	3	11
23	не в	4	11
24	в области	2	11
25	на то	5	10
26	того что	3	10
27	потому что	5	10
28	по себе	2	9
29	ни в	2	9
30	самом деле	7	9
31	никогда не	5	8
32	вместе с	4	8
33	все это	6	8
34	и что	2	8
35	во всяком	9	8
36	что он	6	7
37	том чтобы	3	7
38	на основании	2	7
39	того чтобы	8	7
40	о том	7	7
41	что это	3	6
42	было бы	5	6
43	если бы	6	6
44	из этих	3	6
45	всяком случае	6	6
46	отнюдь не	7	6
47	целый ряд	2	6
48	а в	5	6
49	для того	6	6
50	и даже	2	6
51	в его	4	6
52	и есть	2	5
53	тогда когда	4	5
54	все же	4	5
55	так что	2	5
56	для нас	2	5
57	она не	2	5
58	несмотря на	3	5
59	совершенно не	2	5
60	по самому	2	5
61	как бы	4	5
62	и для	6	5
63	то же	11	5
64	это есть	2	5
65	в то	10	5
66	как будто	2	5
67	к тому	7	4
68	в котором	2	4
69	прежде всего	8	4
70	тому что	2	4
71	в себе	9	4
72	указывает на	2	4
73	по существу	5	4
74	чтобы понять	2	4
75	одна из	3	4
76	у него	2	4
77	и если	7	4
78	и о	2	4
79	в этих	2	4
80	со стороны	4	4
81	в совершенно	4	4
82	для всех	6	4
83	в своих	6	4
84	в результате	2	4
85	мы можем	2	4
86	между тем	5	4
87	не могут	4	3
88	как на	8	3
89	с тем	6	3
90	состоит в	2	3
91	в частности	2	3
92	его и	2	3
93	в своем	6	3
94	точку зрения	4	3
95	точно так	2	3
96	что все	3	3
97	должна быть	2	3
98	представить себе	2	3
99	совершенно очевидно	2	3
100	вопрос о	5	3
101	а потому	5	3
102	и к	6	3
103	но это	2	3
104	в силу	2	3
105	не будет	7	3
106	но не	4	3
107	все что	4	3
108	не можем	2	3
109	до сих	5	3
110	из которых	5	3
111	противоречие с	2	3
112	в этой	4	3
113	он не	5	3
114	речь идет	2	3
115	но мы	3	3
116	сих пор	5	3
117	не есть	3	3
118	жизни и	4	3
119	в своей	5	3
120	только на	2	3
121	тому чтобы	4	3
122	не было	3	3
123	что оно	3	3
124	от того	4	3
125	и вот	2	3
126	и по	3	3
127	в таком	2	3
128	и только	5	3
129	с этим	2	3
130	во всем	4	3
131	в конце	3	3
132	конце концов	3	3
133	но в	2	3
134	но совершенно	2	2
135	сама по	2	2
136	можно ли	3	2
137	по этому	2	2
138	главным образом	3	2
139	и как	3	2
140	но даже	2	2
141	и состоит	2	2
142	том случае	4	2
143	и во	3	2
144	и от	2	2
145	это в	2	2
146	с ним	2	2
147	и вместе	2	2
148	том и	2	2
149	уже не	2	2
150	из всех	2	2
151	и сейчас	3	2
152	и потому	3	2
153	себя и	5	2
154	что они	3	2
155	более или	4	2
156	в качестве	3	2
157	настоящее время	2	2
158	что с	2	2
159	ли это	4	2
160	стоит только	2	2
161	и тот	2	2
162	что такое	2	2
163	том же	2	2
164	последнее время	2	2
165	на почве	2	2
166	и тем	2	2
167	в нем	5	2
168	в противоречие	2	2
169	из них	3	2
170	но и	10	2
171	или менее	4	2
172	что же	4	2
173	приводит к	4	2
174	и тогда	2	2
175	отличается от	2	2
176	в настоящее	2	2
177	на самом	6	2
178	тем самым	2	2
179	к чему	2	2
180	к нему	2	2
181	с точки	9	2
182	от него	2	2
183	что для	3	2
184	отказаться от	4	2
185	отметить что	2	2
186	принадлежат к	2	2
187	их в	2	2
188	бы ни	2	2
189	и с	7	2
190	что только	2	2
191	приходит к	3	2
192	в сознании	3	2
193	и то	4	2
194	это только	2	2
195	русской интеллигенции	8	2
196	на это	2	2
197	если же	2	2
198	его в	4	2
199	из этого	3	2
200	к этой	4	2
201	зависимость от	2	2
