N	3gram	Potebnia_M_4	Problema
1	тем не менее	4	18
2	и т д	3	10
3	то же самое	4	9
4	в данном случае	2	8
5	на то что	4	8
6	для того чтобы	4	8
7	сам по себе	4	7
8	в таком случае	2	6
9	о том что	5	5
10	в том что	7	5
11	в то же	3	4
12	то есть в	2	4
13	на самом деле	3	4
14	сами по себе	2	3
15	с точки зрения	3	3
16	до сих пор	4	3
17	можно сказать что	4	3
18	не только не	3	3
19	то что в	2	3
20	во всяком случае	3	3
21	по крайней мере	5	2
22	и в этом	4	2
23	только потому что	2	2
24	что иное как	2	2
25	когда мы говорим	3	2
26	то и другое	2	2
27	и как бы	2	2
28	в этом случае	5	2
29	подобно тому как	2	2
30	в этих случаях	2	2
31	же самое нужно	2	2
32	не что иное	2	2
33	с тем что	4	2
34	тем и другим	3	2
35	не может быть	5	2
36	и то что	4	2
37	так или иначе	2	2
