N	2gram	Trubetskoy_1	Dialekti
1	не есть	2	40
2	и не	8	30
3	может быть	16	17
4	то что	18	16
5	и в	23	15
6	как бы	10	14
7	так как	7	14
8	точки зрения	13	14
9	что это	5	13
10	это есть	4	13
11	того что	6	13
12	это не	3	12
13	прежде всего	3	11
14	в том	30	11
15	не может	17	11
16	говорить о	2	11
17	ясно что	8	11
18	и все	7	11
19	в этом	12	11
20	с ее	2	10
21	в основе	2	10
22	потому что	9	10
23	том что	19	10
24	было бы	3	9
25	в виду	2	9
26	все это	11	9
27	и что	8	9
28	то же	4	9
29	с точки	8	9
30	не в	8	8
31	в себе	5	8
32	не только	7	8
33	и ее	2	8
34	и это	3	8
35	что в	8	7
36	должна быть	5	7
37	что оно	3	7
38	что мы	4	7
39	что он	7	7
40	как и	9	7
41	теперь мы	2	7
42	и вообще	3	7
43	только в	6	7
44	так что	5	6
45	же время	2	6
46	хотя и	4	6
47	в результате	9	6
48	вовсе не	2	6
49	если бы	8	6
50	тем более	3	6
51	в то	6	6
52	что и	7	6
53	я не	2	5
54	так и	10	5
55	в своем	10	5
56	на то	9	5
57	того чтобы	8	5
58	в ней	3	5
59	но если	2	5
60	на себе	2	5
61	в нем	3	5
62	другими словами	2	5
63	таким образом	31	5
64	именно в	5	5
65	и на	6	5
66	о том	7	5
67	тогда когда	3	5
68	в жизни	3	5
69	то в	2	5
70	в сущности	2	5
71	только тогда	2	5
72	в себя	2	5
73	если мы	4	5
74	для того	8	5
75	и для	6	5
76	оказывается что	5	4
77	что все	5	4
78	в этой	6	4
79	что они	2	4
80	есть в	2	4
81	и уже	2	4
82	жизни и	2	4
83	но и	9	4
84	так же	8	4
85	с ними	2	4
86	также и	2	4
87	и с	5	4
88	мы должны	4	4
89	с тем	2	4
90	отнюдь не	2	4
91	то ни	3	4
92	ничего общего	3	4
93	она не	2	4
94	еще не	5	4
95	в течение	4	4
96	бы в	3	4
97	должны быть	3	4
98	хотя бы	4	4
99	в силу	7	4
100	в его	5	4
101	идет речь	8	4
102	что если	3	3
103	та же	3	3
104	на этом	2	3
105	тем самым	3	3
106	в свою	2	3
107	и если	6	3
108	себя и	2	3
109	совершенно не	3	3
110	в их	4	3
111	все эти	19	3
112	без того	4	3
113	и наконец	3	3
114	с этим	11	3
115	в истории	3	3
116	с ним	6	3
117	но в	4	3
118	только не	2	3
119	можно назвать	3	3
120	в один	2	3
121	к этому	5	3
122	от нее	2	3
123	же что	2	3
124	в одну	4	3
125	у нас	3	3
126	так чтобы	2	3
127	мы уже	4	3
128	общего с	2	3
129	и потому	3	3
130	при помощи	3	3
131	быть и	5	3
132	одной и	2	3
133	из которых	4	3
134	в данном	3	3
135	и то	4	3
136	мы можем	6	3
137	в виде	4	3
138	и истории	5	3
139	в области	4	3
140	от него	3	3
141	не менее	7	2
142	не могут	4	2
143	мы будем	3	2
144	в частности	2	2
145	двух или	3	2
146	и без	5	2
147	с этой	3	2
148	из этих	8	2
149	представление о	3	2
150	на все	5	2
151	чем больше	4	2
152	вопрос о	3	2
153	но все	5	2
154	совершенно ясно	2	2
155	заключается в	2	2
156	свою очередь	2	2
157	и может	3	2
158	в пользу	5	2
159	что с	5	2
160	при этом	9	2
161	в самом	8	2
162	от себя	2	2
163	никогда не	4	2
164	в котором	2	2
165	из них	5	2
166	и их	5	2
167	другой стороны	5	2
168	то и	2	2
169	для этого	7	2
170	и только	2	2
171	в разных	3	2
172	не было	2	2
173	от того	3	2
174	во внимание	2	2
175	и будет	2	2
176	лишь в	5	2
177	и по	3	2
178	должно быть	4	2
179	возможно лишь	2	2
180	между собою	5	2
181	и так	2	2
182	но как	2	2
183	во всем	3	2
184	будет иметь	2	2
185	при таком	2	2
186	в них	2	2
187	сравнению с	5	2
188	только мы	2	2
189	при условии	2	2
190	все же	13	2
191	не будет	5	2
192	все что	9	2
193	и из	2	2
194	никто не	2	2
195	конечно не	3	2
196	тем не	4	2
197	по сравнению	5	2
198	данный момент	4	2
199	как не	2	2
200	во всех	10	2
201	вместе с	6	2
202	что же	2	2
203	тех же	2	2
204	а это	2	2
205	только что	3	2
206	или иначе	5	2
207	жизнь и	3	2
208	что по	3	2
209	очень много	3	2
210	во всяком	2	2
211	сказали что	3	2
212	но для	2	2
213	и при	6	2
214	как будто	5	2
215	что эта	4	2
216	в которой	5	2
217	отличие от	3	2
218	для меня	4	2
219	ни один	3	2
