N	2gram	Losev_Dial_2	Marksizm
1	может быть	20	28
2	и пр	5	25
3	и в	19	19
4	как бы	14	19
5	и не	30	19
6	не может	9	18
7	точки зрения	12	17
8	то же	12	16
9	и его	5	16
10	как мы	3	15
11	в этом	8	15
12	таким образом	4	14
13	в сущности	2	14
14	не только	19	13
15	с точки	8	13
16	связи с	4	13
17	в нем	10	11
18	вовсе не	13	11
19	не в	8	10
20	но и	12	10
21	том что	10	10
22	так и	10	10
23	при этом	4	9
24	как и	10	9
25	это –	23	9
26	самом деле	4	9
27	а не	16	9
28	отнюдь не	6	8
29	же время	5	8
30	в то	6	8
31	только в	5	8
32	никогда не	9	7
33	в связи	4	7
34	в том	14	7
35	его в	3	7
36	но в	2	7
37	и более	3	7
38	прежде всего	8	7
39	на самом	2	7
40	в таком	4	7
41	в смысле	5	6
42	к тому	2	6
43	ни в	10	6
44	и как	10	6
45	в самом	5	6
46	и следовательно	5	6
47	же самое	2	6
48	и все	12	6
49	между тем	2	6
50	мы уже	8	6
51	во всех	2	6
52	быть и	4	6
53	если мы	2	6
54	– не	9	6
55	хотя бы	4	6
56	самого начала	2	5
57	– как	2	5
58	к нему	4	5
59	в их	2	5
60	так же	2	5
61	– и	3	5
62	совершенно не	7	5
63	все же	4	5
64	в той	3	5
65	с самого	2	5
66	в данном	3	5
67	в душе	7	4
68	должна быть	5	4
69	тому что	2	4
70	это не	10	4
71	той или	4	4
72	то что	14	4
73	и их	3	4
74	того что	6	4
75	с ними	2	4
76	сказать что	10	4
77	как раз	5	4
78	следует что	2	4
79	– в	8	4
80	что он	6	4
81	было бы	3	4
82	конечно не	6	4
83	– это	6	4
84	тем же	2	4
85	в себе	15	4
86	ничего не	3	4
87	перед нами	2	3
88	в этих	3	3
89	в какой	2	3
90	с другой	5	3
91	и от	3	3
92	да и	6	3
93	в этой	3	3
94	в ней	2	3
95	за пределы	4	3
96	в каком	4	3
97	а в	4	3
98	с этим	3	3
99	с одной	2	3
100	что оно	4	3
101	все эти	2	3
102	в другом	4	3
103	должно быть	7	3
104	не было	3	3
105	в истории	2	3
106	но ведь	2	3
107	о том	5	3
108	так как	14	3
109	таком случае	3	3
110	сознания и	5	3
111	не как	2	3
112	по себе	18	3
113	в ее	4	3
114	одно и	4	3
115	до сих	2	3
116	еще не	4	3
117	он не	4	3
118	что и	5	3
119	не есть	47	3
120	не будет	2	3
121	в своей	8	3
122	мы только	2	3
123	только что	5	3
124	в становлении	2	3
125	и то	7	3
126	во всяком	2	3
127	могут быть	4	3
128	и это	5	3
129	сих пор	2	3
130	связана с	2	2
131	уже в	4	2
132	в определенном	2	2
133	все время	3	2
134	независимо от	4	2
135	что в	7	2
136	– к	2	2
137	что это	10	2
138	неотделим от	3	2
139	в одной	4	2
140	иное как	3	2
141	на все	2	2
142	вопрос о	3	2
143	в тех	2	2
144	как из	2	2
145	из всего	2	2
146	что они	6	2
147	более или	2	2
148	в узком	2	2
149	но что	7	2
150	о чем	3	2
151	всяком случае	2	2
152	в зависимости	2	2
153	жизни и	6	2
154	в своем	4	2
155	именно в	2	2
156	они не	3	2
157	в системе	2	2
158	и даже	14	2
159	и с	5	2
160	по крайней	9	2
161	но как	5	2
162	того или	2	2
163	или как	3	2
164	мы это	2	2
165	от этого	3	2
166	уже знаем	3	2
167	в жизни	2	2
168	и почти	3	2
169	будет ли	2	2
170	– то	2	2
171	зависимости от	2	2
172	но не	6	2
173	ведь это	3	2
174	бы это	3	2
175	и потому	5	2
176	крайней мере	9	2
177	себя в	2	2
178	все –	2	2
179	или менее	2	2
180	и тогда	3	2
181	и прежде	2	2
182	не на	2	2
183	– мы	3	2
184	что не	6	2
185	должны быть	3	2
186	или в	2	2
187	тем что	2	2
188	в виде	2	2
189	более и	2	2
190	все его	3	2
191	это было	3	2
192	вместе с	2	2
