N	2gram	Vygotskiy__2	Marksizm
1	может быть	18	28
2	и в	32	19
3	как бы	6	19
4	и не	10	19
5	не может	17	18
6	в процессе	2	18
7	точки зрения	17	17
8	то же	13	16
9	и его	7	16
10	в этом	13	15
11	таким образом	21	14
12	в сущности	7	14
13	не только	12	13
14	с точки	10	13
15	в нем	4	11
16	если бы	6	11
17	вовсе не	2	11
18	не в	8	10
19	но и	10	10
20	том что	21	10
21	так и	3	10
22	при этом	13	9
23	в основе	11	9
24	как и	10	9
25	самом деле	16	9
26	а не	7	9
27	слова в	2	8
28	отнюдь не	5	8
29	же время	2	8
30	в то	5	8
31	с его	2	8
32	только в	7	8
33	никогда не	9	7
34	в том	37	7
35	но в	3	7
36	и более	4	7
37	в языке	4	7
38	на самом	5	7
39	и для	4	7
40	в таком	2	7
41	в смысле	3	6
42	к тому	7	6
43	ни в	2	6
44	и как	7	6
45	в свою	3	6
46	того чтобы	14	6
47	в самом	12	6
48	и следовательно	2	6
49	же самое	6	6
50	и все	4	6
51	между тем	4	6
52	во всех	3	6
53	если мы	12	6
54	для того	13	6
55	хотя бы	3	6
56	мы можем	3	6
57	свою очередь	2	5
58	то ни	2	5
59	к нему	2	5
60	в их	3	5
61	так же	18	5
62	и на	5	5
63	и здесь	2	5
64	того же	2	5
65	совершенно не	4	5
66	в его	2	5
67	все же	4	5
68	в данном	4	5
69	тем более	2	5
70	отношении к	3	5
71	тому что	4	4
72	в отношении	3	4
73	это не	2	4
74	одного и	2	4
75	на то	11	4
76	все те	2	4
77	то что	21	4
78	и тем	4	4
79	бы то	2	4
80	и их	3	4
81	значение в	2	4
82	того что	8	4
83	сказать что	7	4
84	в русском	2	4
85	как раз	5	4
86	что он	13	4
87	было бы	11	4
88	только на	5	4
89	и ее	3	4
90	в себе	2	4
91	ничего не	4	4
92	не существует	2	3
93	в этих	2	3
94	в какой	2	3
95	столь же	4	3
96	с другой	3	3
97	она является	2	3
98	и от	2	3
99	здесь мы	2	3
100	в этой	6	3
101	не имеют	2	3
102	в ней	5	3
103	исходит из	5	3
104	в каком	3	3
105	а в	4	3
106	с этим	4	3
107	что оно	2	3
108	все эти	7	3
109	не имеет	4	3
110	не было	2	3
111	о том	6	3
112	так как	12	3
113	к которым	3	3
114	не как	3	3
115	по себе	12	3
116	в ее	2	3
117	до сих	5	3
118	еще не	2	3
119	не к	3	3
120	он не	6	3
121	относится к	3	3
122	и до	4	3
123	что и	17	3
124	в своей	3	3
125	форму и	2	3
126	той же	8	3
127	с другими	2	3
128	и то	3	3
129	во всяком	2	3
130	могут быть	4	3
131	и это	4	3
132	отличие от	2	3
133	сих пор	5	3
134	место в	2	2
135	все время	6	2
136	что в	20	2
137	что это	8	2
138	все более	2	2
139	формы и	6	2
140	на все	5	2
141	мы знаем	7	2
142	этом как	2	2
143	которой мы	2	2
144	что они	7	2
145	в узком	2	2
146	но что	2	2
147	до конца	3	2
148	не так	2	2
149	и у	2	2
150	всяком случае	2	2
151	жизни и	4	2
152	имеет дело	3	2
153	в особенности	2	2
154	и даже	5	2
155	как на	5	2
156	и с	4	2
157	но как	3	2
158	того или	3	2
159	то есть	21	2
160	в жизни	4	2
161	или иного	2	2
162	значение и	2	2
163	но не	2	2
164	подход к	2	2
165	ли это	2	2
166	на самую	2	2
167	не на	2	2
168	бы не	2	2
169	или же	3	2
170	а с	2	2
171	еще более	3	2
172	сводится к	2	2
173	что не	3	2
174	должны быть	3	2
175	и он	3	2
176	мы не	3	2
177	тем что	9	2
178	более и	2	2
179	далеко не	5	2
180	если же	4	2
181	ответ на	2	2
182	там где	2	2
183	совершенно справедливо	6	2
184	это было	3	2
185	вместе с	2	2
