N	2gram	Propp_Isto_5	Vladivir
1	и в	25	30
2	то что	7	20
3	в этом	10	20
4	у него	2	19
5	в том	6	18
6	и не	11	18
7	и с	3	14
8	что он	22	13
9	том что	8	12
10	что в	8	12
11	не только	13	12
12	в его	12	11
13	а в	3	11
14	как мы	5	11
15	сказать что	2	11
16	и вообще	3	10
17	не в	6	9
18	все же	10	9
19	потому что	7	9
20	не может	6	9
21	в то	3	9
22	связи с	8	8
23	вместе с	22	8
24	но и	13	8
25	в связи	4	8
26	не менее	4	7
27	никогда не	3	7
28	точки зрения	2	7
29	и все	3	7
30	может быть	17	7
31	для нас	5	7
32	а не	2	7
33	к этому	2	6
34	прежде всего	6	6
35	об этом	2	6
36	тем не	4	6
37	только в	7	6
38	жизни и	2	6
39	а именно	4	6
40	и его	9	6
41	о чем	2	6
42	по себе	2	5
43	как и	7	5
44	так что	2	5
45	в дальнейшем	4	5
46	то в	2	5
47	того же	2	5
48	в своей	2	5
49	в основном	4	5
50	как бы	2	5
51	все это	4	5
52	с этим	5	5
53	в течение	2	5
54	и что	8	5
55	того что	2	5
56	все эти	8	5
57	так как	11	5
58	с ним	4	5
59	с этой	2	4
60	в это	2	4
61	после смерти	3	4
62	вовсе не	2	4
63	его в	9	4
64	можно сказать	2	4
65	мы знаем	8	4
66	что его	3	4
67	в этой	3	4
68	в целом	3	4
69	что это	5	4
70	несмотря на	2	4
71	и мы	2	4
72	в ней	5	4
73	он не	4	4
74	это время	2	4
75	в нем	7	4
76	то это	3	4
77	в этих	6	4
78	время в	2	4
79	со стороны	2	4
80	то же	4	4
81	и он	6	4
82	так же	5	4
83	и на	8	4
84	но это	7	4
85	мы должны	4	4
86	о том	7	4
87	в которой	4	4
88	это было	2	4
89	под влиянием	2	3
90	уже в	2	3
91	в свою	3	3
92	что и	6	3
93	по существу	2	3
94	и как	3	3
95	но не	5	3
96	в данном	3	3
97	и для	2	3
98	во всех	2	3
99	как в	6	3
100	таким образом	9	3
101	здесь мы	5	3
102	уже не	11	3
103	в виде	9	3
104	но он	2	3
105	его на	4	3
106	и это	4	3
107	как у	2	2
108	к нему	3	2
109	еще в	2	2
110	здесь можно	2	2
111	с тем	8	2
112	уже и	2	2
113	он на	2	2
114	него и	5	2
115	он же	2	2
116	это не	6	2
117	если не	4	2
118	тогда когда	2	2
119	только после	3	2
120	и хотя	4	2
121	мы видели	7	2
122	меня в	2	2
123	ему в	3	2
124	увидим ниже	3	2
125	же в	2	2
126	ли он	2	2
127	друг друга	3	2
128	только тогда	2	2
129	на этом	3	2
130	после того	3	2
131	она не	2	2
132	и сам	2	2
133	и из	3	2
134	мы уже	4	2
135	во сне	2	2
136	в частности	7	2
137	том чтобы	2	2
138	на то	2	2
139	и потому	2	2
140	о нем	3	2
141	для того	3	2
142	даже в	2	2
143	еще один	2	2
144	но уже	3	2
145	себя в	6	2
146	наряду с	4	2
147	с ней	2	2
148	его и	2	2
149	данном случае	2	2
150	с которым	2	2
151	того как	4	2
152	но все	5	2
153	и она	3	2
154	того чтобы	3	2
155	и по	2	2
156	его не	3	2
157	также что	3	2
158	это значит	2	2
159	их в	3	2
160	и при	2	2
161	в более	3	2
162	к его	2	2
163	которой он	2	2
164	или как	2	2
165	то его	2	2
166	ничего не	2	2
167	мы не	5	2
