N	2gram	Bakhtin_Fr_4	KulturaY
1	и в	29	23
2	не только	10	20
3	в том	7	19
4	в этом	11	18
5	и не	16	16
6	так как	7	15
7	может быть	2	15
8	точки зрения	4	14
9	все эти	9	12
10	том что	3	11
11	того чтобы	3	11
12	но в	12	11
13	вовсе не	9	9
14	в сущности	6	9
15	то что	4	9
16	для того	3	9
17	не может	2	9
18	с другой	4	8
19	прежде всего	8	8
20	в качестве	3	8
21	уже не	2	8
22	с точки	2	8
23	что это	5	7
24	в нашем	4	7
25	все же	3	7
26	но и	9	7
27	другой стороны	3	7
28	с помощью	4	7
29	и с	9	7
30	это не	5	6
31	да и	2	6
32	в этой	13	6
33	но не	2	6
34	то же	10	6
35	и на	11	6
36	что он	4	5
37	подобного рода	2	5
38	тот же	3	5
39	еще не	4	5
40	в его	8	5
41	один из	4	5
42	все это	4	5
43	таким образом	20	5
44	там где	3	5
45	и вот	3	5
46	и то	2	5
47	и здесь	3	5
48	только в	2	5
49	также и	4	5
50	в узком	3	4
51	в них	7	4
52	перед нами	4	4
53	к этому	2	4
54	к тому	2	4
55	но только	2	4
56	ни в	2	4
57	свою речь	3	4
58	что я	2	4
59	своего рода	6	4
60	или в	2	4
61	хотя и	2	4
62	как бы	8	4
63	в нем	5	4
64	на этой	2	4
65	со стороны	2	4
66	так же	7	4
67	и о	5	4
68	в результате	4	4
69	сказать что	5	4
70	в то	10	4
71	в конце	9	4
72	в особенности	2	4
73	так и	11	4
74	на этом	2	3
75	уже в	2	3
76	у него	5	3
77	всех этих	3	3
78	же время	8	3
79	а также	2	3
80	это и	5	3
81	но это	4	3
82	в которые	2	3
83	того же	5	3
84	до конца	5	3
85	связи с	2	3
86	в ней	3	3
87	он не	3	3
88	как в	2	3
89	как раз	2	3
90	именно в	2	3
91	как мы	10	3
92	того что	3	3
93	и по	5	3
94	и его	8	3
95	конце концов	4	3
96	тем что	4	3
97	и это	2	3
98	есть в	2	3
99	здесь не	3	3
100	в виду	2	3
101	в атмосфере	6	2
102	только для	4	2
103	это в	2	2
104	и есть	4	2
105	в частности	3	2
106	никогда не	2	2
107	что у	3	2
108	и все	13	2
109	но здесь	2	2
110	и до	5	2
111	связанные с	4	2
112	его к	2	2
113	что они	2	2
114	узком смысле	2	2
115	всякого рода	2	2
116	так называемые	2	2
117	с одной	2	2
118	как будто	2	2
119	при этом	3	2
120	конечно не	4	2
121	между прочим	2	2
122	по преимуществу	3	2
123	же и	3	2
124	и даже	3	2
125	к нему	3	2
126	мы видели	7	2
127	превращается в	3	2
128	в своей	5	2
129	все они	5	2
130	в их	2	2
131	за счет	3	2
132	в своем	3	2
133	не на	2	2
134	и для	2	2
135	еще и	7	2
136	на самом	4	2
137	как и	12	2
138	образом в	3	2
139	в году	3	2
140	в той	2	2
141	но оно	2	2
142	и у	2	2
143	дает нам	2	2
144	бы на	2	2
145	что значит	3	2
146	той же	3	2
147	рядом с	5	2
148	роль в	3	2
149	с ними	3	2
150	конечно и	3	2
151	даже и	2	2
152	он и	5	2
153	в своих	2	2
154	соответствии с	2	2
155	большинстве случаев	5	2
156	это конечно	2	2
157	слов и	3	2
