N	2gram	Trubetskoy_1	Hudozhes
1	и в	26	28
2	том что	7	19
3	и не	8	18
4	в том	11	15
5	а не	5	14
6	не в	2	13
7	в этом	15	13
8	о том	6	12
9	при этом	3	11
10	в его	5	11
11	не только	10	11
12	уже не	3	10
13	но и	9	9
14	в себе	6	9
15	что он	4	8
16	может быть	10	8
17	так и	6	8
18	между тем	2	8
19	и все	2	7
20	к тому	6	7
21	в мире	5	7
22	отношению к	3	7
23	состоит в	2	7
24	можно сказать	3	6
25	в котором	4	6
26	то что	7	6
27	жизни и	2	6
28	если бы	3	6
29	то же	4	6
30	не было	2	6
31	а в	4	6
32	в глазах	2	6
33	и с	10	6
34	в то	4	6
35	с его	2	5
36	что это	3	5
37	и другие	3	5
38	не менее	3	5
39	в своем	3	5
40	как бы	12	5
41	в этой	4	5
42	что в	9	5
43	в самом	4	5
44	никогда не	5	5
45	не могла	2	5
46	одно из	2	5
47	для него	3	5
48	превращается в	2	4
49	тем не	3	4
50	но не	8	4
51	в качестве	3	4
52	же время	2	4
53	для того	5	4
54	вслед за	2	4
55	и о	3	4
56	он не	4	4
57	что и	6	4
58	не может	4	4
59	того чтобы	5	4
60	только в	4	4
61	в других	3	4
62	в них	2	3
63	с другой	8	3
64	в одном	3	3
65	но при	2	3
66	что все	4	3
67	прежде всего	2	3
68	в нем	4	3
69	все что	2	3
70	как о	3	3
71	еще не	2	3
72	одной стороны	7	3
73	несмотря на	6	3
74	одной из	5	3
75	в этих	4	3
76	все это	6	3
77	а с	7	3
78	с одной	7	3
79	у всех	2	3
80	так же	5	3
81	с другими	4	3
82	и на	2	3
83	же самое	2	3
84	и это	2	3
85	к нему	7	3
86	только для	2	2
87	только не	2	2
88	именно в	2	2
89	не как	2	2
90	и от	4	2
91	из этих	10	2
92	или иной	2	2
93	не с	2	2
94	ему в	2	2
95	тому же	5	2
96	когда же	2	2
97	же как	3	2
98	мысль о	2	2
99	и к	5	2
100	а также	2	2
101	говорили о	2	2
102	до сих	5	2
103	если в	3	2
104	один из	2	2
105	все же	6	2
106	отношение к	5	2
107	из них	7	2
108	вместе с	15	2
109	сих пор	5	2
110	приводит к	2	2
111	и тогда	4	2
112	как на	8	2
113	те же	2	2
114	лишь в	5	2
115	и у	8	2
116	хотя бы	3	2
117	и для	5	2
118	с точки	6	2
119	сказать что	2	2
120	потому что	7	2
121	различия между	2	2
122	в виде	4	2
123	точки зрения	13	2
124	и только	4	2
125	и т.д	6	2
126	с того	2	2
127	но в	7	2
