N	2gram	Propp_Russ_1	Dialekti
1	и не	6	30
2	т е	17	25
3	и т	10	21
4	т д	9	19
5	и в	36	18
6	ничего не	3	17
7	может быть	8	17
8	точки зрения	3	17
9	в нем	2	16
10	так что	2	15
11	не имеет	6	15
12	значит что	2	14
13	а не	2	14
14	потому что	10	14
15	что в	19	13
16	то что	6	13
17	не только	22	13
18	и что	4	12
19	с точки	3	12
20	в этом	12	12
21	не может	4	12
22	что это	3	11
23	как бы	5	11
24	все это	6	11
25	так как	15	11
26	несмотря на	3	10
27	то же	3	10
28	отнюдь не	2	9
29	это не	10	9
30	в том	17	9
31	так и	7	9
32	том что	19	9
33	но это	4	8
34	не просто	2	7
35	и как	2	7
36	но и	16	7
37	что она	2	7
38	она не	2	6
39	не было	2	6
40	с ним	2	6
41	но в	2	6
42	в этих	3	5
43	в своем	3	5
44	в дальнейшем	2	5
45	и пр	2	5
46	не с	3	5
47	все же	5	5
48	в особенности	2	5
49	а в	9	5
50	и с	2	5
51	мы должны	2	5
52	и более	2	4
53	к тому	4	4
54	об этом	9	4
55	мы видим	2	4
56	но не	2	4
57	хотя и	2	4
58	быть и	2	4
59	так же	3	4
60	как мы	10	4
61	мы можем	2	4
62	к ней	2	4
63	ничего общего	2	4
64	о том	8	4
65	как он	2	4
66	как это	8	4
67	всех этих	2	3
68	тому что	4	3
69	в них	6	3
70	думать что	3	3
71	та же	2	3
72	что и	7	3
73	вплоть до	4	3
74	что они	7	3
75	но что	2	3
76	и из	3	3
77	в его	2	3
78	не значит	2	3
79	и потому	2	3
80	если в	3	3
81	его с	4	3
82	один из	8	3
83	этот обряд	3	3
84	но она	2	3
85	в их	4	3
86	только на	3	3
87	в разных	3	3
88	но все	3	3
89	на самом	2	3
90	в ней	2	3
91	могут быть	2	3
92	только в	4	3
93	на этом	3	2
94	не менее	3	2
95	но они	3	2
96	того что	4	2
97	они были	2	2
98	в виде	6	2
99	в частности	2	2
100	какие же	2	2
101	в отдельности	2	2
102	в качестве	3	2
103	чаще всего	3	2
104	как в	5	2
105	из этих	4	2
106	в каждом	2	2
107	к этому	4	2
108	как и	10	2
109	что именно	2	2
110	такой же	2	2
111	связанные с	3	2
112	еще не	4	2
113	мы увидим	8	2
114	о чем	3	2
115	но есть	2	2
116	к ним	3	2
117	на что	2	2
118	друг к	2	2
119	как можно	2	2
120	как не	2	2
121	из них	8	2
122	и их	4	2
123	к другу	2	2
124	с ней	2	2
125	нас не	2	2
126	для этого	2	2
127	как например	3	2
128	с этим	2	2
129	а с	4	2
130	все эти	2	2
131	мы имеем	4	2
132	уже не	6	2
133	можно говорить	2	2
134	и у	5	2
135	и для	2	2
136	с ними	5	2
137	или на	3	2
138	в которых	5	2
