N	2gram	Bakhtin_Pr_3	RusskieA
1	и в	34	29
2	т е	12	24
3	что в	7	22
4	том что	3	22
5	в том	3	22
6	как бы	27	18
7	может быть	19	13
8	так как	4	13
9	во время	2	12
10	как и	18	11
11	в этом	16	11
12	все это	16	10
13	в этот	2	10
14	и с	15	10
15	не только	10	10
16	о том	2	9
17	а в	5	9
18	но и	12	8
19	его в	4	8
20	мы видели	3	7
21	как в	4	7
22	с тем	5	6
23	этом случае	2	6
24	еще не	4	6
25	вместе с	4	6
26	таким образом	5	6
27	при этом	4	6
28	и на	6	6
29	на нее	2	6
30	потому что	12	5
31	это не	5	5
32	должна была	2	5
33	то что	11	5
34	и что	5	5
35	но не	4	5
36	для этого	3	5
37	и т	8	5
38	не может	19	5
39	т д	2	5
40	будто бы	2	5
41	но в	16	5
42	о чем	2	4
43	в них	2	4
44	и все	19	4
45	вопрос о	2	4
46	уже не	2	4
47	так что	5	4
48	не в	9	4
49	из них	5	4
50	к нему	14	4
51	так же	8	4
52	то же	14	4
53	на них	5	4
54	а не	9	4
55	в которых	2	4
56	их в	3	4
57	в виде	4	4
58	далеко не	3	4
59	на этом	4	3
60	тем что	4	3
61	и от	5	3
62	в ее	3	3
63	за ним	2	3
64	до конца	3	3
65	того что	5	3
66	было бы	2	3
67	в котором	3	3
68	с другими	4	3
69	во всех	2	3
70	в отличие	2	3
71	все эти	4	3
72	друг друга	2	3
73	как мы	7	3
74	тому как	2	3
75	между тем	3	3
76	но он	3	3
77	подобно тому	2	3
78	что это	5	3
79	отличие от	2	3
80	не менее	3	2
81	с этой	2	2
82	никогда не	8	2
83	о них	2	2
84	с другой	4	2
85	он есть	2	2
86	это в	2	2
87	прежде всего	15	2
88	как можно	3	2
89	что и	5	2
90	к ней	2	2
91	что с	3	2
92	из мертвых	2	2
93	говорит о	2	2
94	это и	2	2
95	и как	3	2
96	совсем не	3	2
97	в глаза	3	2
98	тем не	2	2
99	иной характер	2	2
100	в него	3	2
101	в виду	3	2
102	еще в	3	2
103	один из	2	2
104	не с	2	2
105	все же	7	2
106	в своей	3	2
107	в форме	2	2
108	а с	3	2
109	не было	2	2
110	на самом	11	2
111	там где	7	2
112	и для	8	2
113	должно быть	3	2
114	а к	2	2
115	жизнь и	2	2
116	каждый из	2	2
117	так в	2	2
118	и то	3	2
119	пока еще	2	2
120	с другим	11	2
121	с этим	2	2
122	и ее	2	2
123	во всем	3	2
124	в то	12	2
125	так чтобы	3	2
126	в которой	2	2
127	та же	2	2
