N	2gram	Vygotskiy__7	Marksizm
1	точки зрения	28	34
2	может быть	7	26
3	и не	18	26
4	не может	11	24
5	с точки	21	20
6	и в	26	19
7	и его	12	19
8	таким образом	23	17
9	в этом	29	16
10	как бы	6	15
11	в процессе	5	14
12	прежде всего	7	13
13	как мы	14	13
14	как и	15	12
15	так и	3	11
16	если мы	5	11
17	и для	5	11
18	связи с	4	11
19	в самом	9	10
20	в нем	2	10
21	в слове	11	10
22	самом деле	6	10
23	для него	3	9
24	лишь в	2	9
25	внутренняя речь	15	9
26	внутренней речи	67	9
27	только в	8	9
28	но и	11	8
29	друг друга	4	8
30	до сих	3	8
31	не только	24	8
32	все же	6	8
33	то что	24	8
34	сих пор	3	8
35	все эти	6	7
36	в направлении	5	7
37	так же	14	7
38	но в	4	7
39	в ее	6	7
40	во всех	6	7
41	то же	8	7
42	а не	6	7
43	слова как	5	7
44	с помощью	13	6
45	в смысле	6	6
46	в том	18	6
47	является не	2	6
48	и здесь	2	6
49	в основном	3	6
50	в его	4	6
51	мы не	7	6
52	ничего не	2	6
53	с другой	4	5
54	в конце	4	5
55	именно в	6	5
56	мы знаем	2	5
57	не в	4	5
58	совершается в	3	5
59	до конца	5	5
60	направлении к	2	5
61	в начале	5	5
62	и потому	3	5
63	к этому	2	5
64	вовсе не	2	5
65	в отличие	2	5
66	входит в	2	5
67	связи между	5	5
68	того чтобы	19	5
69	во всяком	2	5
70	отличие от	2	5
71	самого начала	7	4
72	что в	12	4
73	не менее	4	4
74	в отношении	2	4
75	вопрос о	6	4
76	с самого	7	4
77	в ней	3	4
78	не является	3	4
79	форм и	2	4
80	а в	2	4
81	сказать что	8	4
82	что слово	2	4
83	с этим	2	4
84	по себе	3	4
85	еще не	4	4
86	было бы	6	4
87	нет и	3	4
88	что же	2	4
89	как в	4	4
90	мысли и	11	4
91	только на	3	4
92	для того	18	4
93	между ними	3	4
94	в данном	5	4
95	выражение в	6	4
96	психологии в	3	4
97	этом отношении	3	3
98	и есть	2	3
99	в какой	6	3
100	и от	4	3
101	одного из	2	3
102	можно сказать	5	3
103	что делает	2	3
104	из основных	2	3
105	но именно	2	3
106	в большинстве	2	3
107	момент в	3	3
108	в котором	4	3
109	все это	3	3
110	по отношению	6	3
111	того что	14	3
112	не имеет	2	3
113	с другими	3	3
114	от одного	2	3
115	нуждается в	3	3
116	в то	3	3
117	же самое	5	3
118	его в	2	3
119	большинстве случаев	2	3
120	смысле этого	3	3
121	первом случае	3	3
122	к другому	3	3
123	не могут	4	3
124	и к	7	3
125	этом случае	14	3
126	она может	2	3
127	том что	17	3
128	и при	2	3
129	мы должны	6	3
130	одной из	4	3
131	совершенно не	2	3
132	в сущности	9	3
133	мы говорили	2	3
134	он не	3	3
135	не есть	4	3
136	в первом	3	3
137	в своей	3	3
138	целый ряд	4	3
139	это и	4	3
140	на самом	3	3
141	должны быть	4	3
142	и следовательно	5	3
143	речи в	27	3
144	нашей работы	3	3
145	речи и	30	3
146	между двумя	3	3
147	является в	5	3
148	и ее	2	3
149	слова и	10	3
150	в которой	11	3
151	в области	4	3
152	же как	8	2
153	никогда не	4	2
154	его значением	2	2
155	тому что	9	2
156	точку зрения	2	2
157	что все	2	2
158	следовательно не	2	2
159	одной и	2	2
160	его к	2	2
161	слова но	3	2
162	словом и	10	2
163	тем не	3	2
164	ни в	2	2
165	как она	5	2
166	его значение	2	2
167	свою очередь	2	2
168	противоречие между	2	2
169	в свою	2	2
170	из важнейших	3	2
171	в действительности	2	2
172	мог бы	3	2
173	это отношение	2	2
174	и той	2	2
175	одним из	2	2
176	совпадает с	3	2
177	но для	2	2
178	но если	2	2
179	и является	3	2
180	в виду	5	2
181	в нашем	4	2
182	с ее	2	2
183	в первой	3	2
184	и их	5	2
185	где они	2	2
186	это положение	3	2
187	как к	3	2
188	и только	4	2
189	мысль и	3	2
190	имеет место	4	2
191	и других	2	2
192	во втором	3	2
193	делает слово	2	2
194	действительности в	2	2
195	ситуации и	2	2
196	речь и	5	2
197	должно быть	2	2
198	можно было	2	2
199	для других	15	2
200	в своих	2	2
201	с этой	5	2
202	в одной	3	2
203	из этих	3	2
204	к его	2	2
205	о том	4	2
206	так как	14	2
207	бы в	5	2
208	свое выражение	8	2
209	к этой	2	2
210	мысли в	9	2
211	в сознании	6	2
212	и с	5	2
213	в основе	3	2
214	значения слова	9	2
215	по мере	7	2
216	если бы	5	2
217	между собой	6	2
218	и во	4	2
219	что он	8	2
220	в себе	9	2
221	у нас	2	2
222	то в	2	2
223	в качестве	5	2
224	она не	5	2
225	мы уже	3	2
226	к тому	7	2
227	то как	2	2
228	этого слова	3	2
229	что и	3	2
230	отношению к	5	2
231	благодаря этому	2	2
232	и речи	19	2
233	как раз	3	2
234	себя от	2	2
235	речи как	6	2
236	что не	2	2
237	из которых	2	2
238	и он	2	2
239	менее всего	3	2
240	той же	8	2
241	или в	2	2
242	связана с	3	2
243	мы можем	3	2
244	тем что	9	2
245	которой она	2	2
246	могут быть	2	2
247	ту же	2	2
248	из этого	2	2
249	от нее	2	2
250	в чем	3	2
