N	2gram	Vygotskiy__2	Tvorches
1	и в	15	21
2	как бы	7	17
3	в его	2	13
4	то же	5	13
5	что в	14	12
6	как и	6	12
7	с его	4	11
8	том что	27	11
9	все это	4	10
10	как в	4	8
11	он не	7	8
12	то что	20	8
13	у него	2	7
14	в том	33	7
15	тем самым	3	7
16	при этом	3	7
17	не только	15	7
18	и не	7	7
19	но в	6	7
20	он сам	3	6
21	что он	12	6
22	и все	3	6
23	для него	3	6
24	в котором	2	6
25	а в	4	6
26	и его	4	6
27	в этом	19	6
28	о том	9	6
29	отнюдь не	2	5
30	вовсе не	6	5
31	а не	3	5
32	может быть	9	5
33	в этой	6	5
34	все же	4	5
35	таким образом	14	5
36	хотя бы	4	5
37	потому что	7	5
38	только в	4	5
39	в своем	9	4
40	человека и	3	4
41	прежде всего	4	4
42	и как	2	4
43	в целом	10	4
44	из всех	2	4
45	конечном счете	4	4
46	одной из	3	4
47	в конечном	4	4
48	в своей	4	4
49	не может	9	4
50	это не	5	4
51	на эту	2	4
52	не существует	3	3
53	уже в	5	3
54	в книге	2	3
55	никогда не	8	3
56	с другой	6	3
57	что все	4	3
58	представление о	5	3
59	с ним	3	3
60	с ее	2	3
61	но не	3	3
62	в самом	11	3
63	той же	2	3
64	но если	2	3
65	даже в	4	3
66	но и	10	3
67	ее в	2	3
68	в их	2	3
69	который в	4	3
70	и других	2	3
71	на самом	3	3
72	он говорит	3	3
73	того что	17	3
74	и даже	5	3
75	и по	3	3
76	вот почему	3	3
77	для человека	2	3
78	так же	4	3
79	в которой	4	3
80	и с	4	3
81	на протяжении	2	3
82	ту же	2	3
83	представляет собой	2	3
84	так как	4	3
85	в основе	3	2
86	перед нами	2	2
87	в частности	6	2
88	в этих	2	2
89	на том	2	2
90	в качестве	4	2
91	к этому	4	2
92	можно сказать	2	2
93	что и	2	2
94	что его	4	2
95	об этом	3	2
96	не в	8	2
97	быть может	2	2
98	иными словами	2	2
99	того же	3	2
100	тот же	7	2
101	из них	3	2
102	действительности и	3	2
103	в первой	2	2
104	к тому	7	2
105	живет в	2	2
106	к ней	2	2
107	и тем	2	2
108	протяжении всего	2	2
109	когда он	3	2
110	вместе с	6	2
111	данном случае	3	2
112	так и	8	2
113	приводит к	5	2
114	во всей	5	2
115	говорит что	5	2
116	в отличие	3	2
117	что для	3	2
118	именно в	2	2
119	этой проблемы	2	2
120	в себя	2	2
121	мы находим	6	2
122	что она	3	2
123	от жизни	2	2
124	самом деле	6	2
125	жизни он	2	2
126	за то	2	2
127	только что	3	2
128	что как	3	2
129	отличие от	3	2
130	или в	3	2
131	сказать что	6	2
132	больше чем	2	2
133	могут быть	2	2
134	личности не	3	2
135	в данном	3	2
136	в себе	2	2
137	в один	2	2
138	при помощи	4	2
139	на деле	5	2
140	не то	2	2
141	в виду	6	2
