N	2gram	Potebnia_M_3	FransuaR
1	и в	30	41
2	то есть	34	20
3	таким образом	14	19
4	в этом	10	15
5	и все	3	14
6	как и	10	14
7	в этой	2	13
8	то же	23	13
9	мы уже	2	12
10	в его	4	12
11	прежде всего	3	11
12	в том	32	11
13	как мы	7	11
14	в себе	16	11
15	никто не	3	10
16	так и	11	10
17	все это	4	10
18	в то	10	10
19	и его	4	9
20	не в	15	9
21	же время	5	9
22	но и	19	9
23	в своем	5	9
24	что в	17	9
25	и от	4	8
26	то что	18	8
27	в них	5	7
28	вовсе не	7	7
29	как бы	3	7
30	в нем	9	7
31	и не	15	7
32	у него	2	6
33	ни в	2	6
34	мы видим	2	6
35	есть в	3	6
36	для него	9	6
37	и до	2	6
38	только в	21	6
39	о том	2	6
40	уже в	5	5
41	к этому	3	5
42	не только	21	5
43	в ней	8	5
44	вместе с	12	5
45	что и	13	5
46	мы видели	4	5
47	как в	10	5
48	того как	4	5
49	а в	12	5
50	к нему	3	5
51	так же	3	5
52	точки зрения	2	5
53	и это	4	5
54	потому что	46	5
55	место в	3	4
56	что это	4	4
57	в образе	3	4
58	том что	18	4
59	но все	2	4
60	все что	4	4
61	было бы	9	4
62	может быть	28	4
63	он не	4	4
64	целый ряд	2	4
65	и наконец	2	4
66	должно быть	5	4
67	и на	3	4
68	та же	2	4
69	и с	2	4
70	и есть	3	3
71	во время	2	3
72	в одном	2	3
73	и потому	4	3
74	это в	2	3
75	его к	2	3
76	но это	6	3
77	свою очередь	3	3
78	в своей	2	3
79	в свою	3	3
80	при этом	3	3
81	из них	6	3
82	несмотря на	2	3
83	например в	6	3
84	что он	6	3
85	жизни и	2	3
86	в форме	2	3
87	в их	2	3
88	не может	6	3
89	не было	4	3
90	тем самым	7	3
91	не имеет	6	3
92	и по	4	3
93	той же	2	3
94	не подлежит	2	3
95	тем что	7	3
96	как о	2	3
97	не знает	3	3
98	но этот	2	3
99	его в	3	3
100	так сказать	2	3
101	так как	13	3
102	от этого	2	3
103	перед нами	2	2
104	что все	3	2
105	в человеке	3	2
106	именно в	3	2
107	здесь только	3	2
108	здесь как	3	2
109	с этим	6	2
110	же что	6	2
111	человек может	2	2
112	есть то	2	2
113	есть не	7	2
114	к тому	7	2
115	отношению к	5	2
116	слово это	2	2
117	связанное с	2	2
118	и как	5	2
119	более или	3	2
120	по своему	2	2
121	одно и	5	2
122	отношение к	2	2
123	еще не	5	2
124	того что	18	2
125	и может	3	2
126	этот образ	4	2
127	одной из	2	2
128	оно ни	2	2
129	глядя на	2	2
130	оно не	4	2
131	не есть	17	2
132	же в	2	2
133	не знаем	3	2
134	время в	3	2
135	образом и	3	2
136	или менее	3	2
137	по отношению	5	2
138	в разных	2	2
139	этом отношении	2	2
140	и человеческой	2	2
141	только на	3	2
142	а не	15	2
143	а только	3	2
144	уже не	6	2
145	на которой	3	2
146	но без	2	2
147	мы не	9	2
148	или в	3	2
149	и то	8	2
150	их в	2	2
151	что есть	2	2
152	в словах	3	2
153	в которых	2	2
154	может стать	2	2
155	далеко не	4	2
156	явлений и	2	2
157	в свое	2	2
158	бы в	2	2
159	в чем	3	2
160	в каждой	4	2
161	в которой	3	2
162	с ним	6	2
163	в области	2	2
164	нет ни	2	2
165	это было	3	2
166	том как	3	2
