N	2gram	Bakhtin_sl_1	Problema
1	и в	41	30
2	в своей	7	22
3	то есть	26	21
4	не только	16	18
5	том что	2	17
6	в этом	12	17
7	и даже	6	14
8	но и	16	13
9	таким образом	9	13
10	потому что	2	13
11	в том	3	12
12	в его	13	12
13	и не	16	12
14	также и	3	12
15	о том	3	12
16	в своем	3	11
17	у него	3	11
18	так что	2	11
19	в виде	2	10
20	для нас	2	10
21	точки зрения	16	10
22	все же	7	9
23	сказать что	2	9
24	но в	8	9
25	и вообще	2	9
26	только в	6	9
27	и все	4	9
28	вовсе не	7	8
29	хотя и	2	8
30	с точки	8	8
31	никогда не	3	7
32	у нас	2	7
33	как и	4	7
34	связи с	2	7
35	но не	2	7
36	может быть	14	7
37	так и	11	7
38	не в	7	7
39	здесь не	2	7
40	в результате	3	7
41	с другой	5	6
42	прежде всего	8	6
43	можно сказать	2	6
44	уже не	2	6
45	и для	4	6
46	как бы	12	6
47	в нем	30	6
48	другой стороны	4	6
49	а в	6	6
50	и его	14	6
51	и на	14	6
52	его в	3	6
53	так как	3	6
54	нисколько не	2	5
55	в которой	4	5
56	так же	2	5
57	в самом	5	5
58	и о	2	5
59	не может	14	5
60	а не	15	5
61	и у	2	5
62	и то	2	5
63	но он	2	5
64	как раз	2	5
65	и с	4	5
66	в частности	2	4
67	в смысле	4	4
68	при этом	6	4
69	того же	6	4
70	было бы	3	4
71	и сам	3	4
72	в качестве	3	4
73	а с	2	4
74	и к	5	4
75	или в	8	4
76	нас в	2	4
77	в себе	3	4
78	в то	14	4
79	далеко не	5	4
80	из этого	3	4
81	все время	3	3
82	для них	2	3
83	именно в	3	3
84	еще более	5	3
85	в отношении	6	3
86	в духе	2	3
87	в ее	2	3
88	что они	2	3
89	смысле слова	2	3
90	то время	2	3
91	еще не	4	3
92	одной стороны	4	3
93	для того	2	3
94	он не	3	3
95	а также	2	3
96	и тем	2	3
97	с одной	4	3
98	жизнь в	2	3
99	того что	3	3
100	к нему	5	3
101	в других	3	3
102	время как	2	3
103	от этого	2	3
104	быть только	2	3
105	в ней	4	3
106	он в	5	3
107	в другом	2	3
108	с ним	7	3
109	в одном	2	3
110	поэтому и	3	2
111	не могут	3	2
112	в них	6	2
113	хотя бы	3	2
114	как в	8	2
115	это не	6	2
116	с этой	3	2
117	один из	4	2
118	к этому	2	2
119	здесь в	4	2
120	к тому	3	2
121	то же	14	2
122	как мы	8	2
123	по существу	3	2
124	мы и	2	2
125	в свою	3	2
126	кроме того	4	2
127	до сих	2	2
128	в большей	3	2
129	в данном	3	2
130	на его	8	2
131	такого рода	2	2
132	конечно не	3	2
133	всяком случае	5	2
134	в котором	2	2
135	ли он	4	2
136	из них	3	2
137	данном случае	3	2
138	и речи	2	2
139	отношение к	7	2
140	при всем	3	2
141	в атмосфере	2	2
142	точке зрения	2	2
143	все эти	9	2
144	или к	3	2
145	мы не	2	2
146	можно было	2	2
147	во всяком	7	2
148	между тем	2	2
149	ничего не	4	2
150	сих пор	2	2
