N	2gram	Bakhtin_Pr_1	Analitik
1	не только	15	22
2	и в	29	18
3	как и	12	14
4	так и	7	14
5	в этом	22	14
6	но и	14	13
7	и его	14	13
8	том что	7	12
9	и не	31	12
10	при этом	2	11
11	а в	7	10
12	как бы	19	10
13	может быть	24	9
14	что в	8	9
15	а не	22	9
16	в том	8	9
17	с его	9	8
18	в первой	2	8
19	и даже	2	8
20	с другой	3	7
21	но не	9	7
22	в его	24	7
23	отношению к	8	7
24	как раз	6	7
25	по отношению	8	7
26	не в	7	6
27	для него	18	6
28	еще не	5	6
29	в этой	4	6
30	он не	5	6
31	и самого	4	6
32	в их	3	6
33	никогда не	3	5
34	однако в	2	5
35	в конце	6	5
36	прежде всего	7	5
37	в самом	10	5
38	что и	4	5
39	в мире	6	5
40	другой стороны	3	5
41	в сущности	5	5
42	уже не	13	5
43	той же	5	5
44	в результате	4	5
45	между тем	5	5
46	перед нами	5	4
47	в своем	8	4
48	в одном	10	4
49	по себе	8	4
50	что он	8	4
51	и к	2	4
52	и как	7	4
53	в пределах	13	4
54	и сам	2	4
55	не есть	2	4
56	все же	9	4
57	приводит к	3	4
58	таким образом	12	4
59	и на	7	4
60	в данном	2	4
61	далеко не	3	4
62	героя и	10	4
63	уже в	3	3
64	в каждом	8	3
65	были бы	4	3
66	личности в	4	3
67	его как	4	3
68	было бы	5	3
69	же время	9	3
70	с их	5	3
71	лишь на	3	3
72	в целом	6	3
73	данном случае	2	3
74	как в	6	3
75	все это	6	3
76	то же	14	3
77	не было	4	3
78	этом отношении	3	3
79	именно в	5	3
80	на языке	2	3
81	ничего не	5	3
82	с этим	2	3
83	точки зрения	19	3
84	подобно тому	3	3
85	он и	5	3
86	но как	3	3
87	в то	10	3
88	его в	6	3
89	в произведении	4	3
90	в противоположность	2	2
91	бы и	4	2
92	представляется нам	2	2
93	могут быть	6	2
94	все эти	9	2
95	в них	3	2
96	поэтому в	2	2
97	это не	9	2
98	но они	2	2
99	не как	14	2
100	и от	2	2
101	о себе	12	2
102	второго порядка	2	2
103	в жизни	2	2
104	себе самому	3	2
105	в нем	19	2
106	и ее	2	2
107	произведения и	2	2
108	несмотря на	6	2
109	же в	2	2
110	в романе	9	2
111	одна из	3	2
112	мира и	7	2
113	в большинстве	2	2
114	это и	5	2
115	о своем	3	2
116	например в	3	2
117	на его	2	2
118	могли бы	2	2
119	по преимуществу	2	2
120	с героем	2	2
121	в ней	2	2
122	в контексте	2	2
123	и потому	6	2
124	всяком случае	3	2
125	даже в	4	2
126	один из	2	2
127	нам кажется	2	2
128	то что	15	2
129	что она	6	2
130	в форме	7	2
131	не может	12	2
132	как к	3	2
133	входит в	7	2
134	отношения к	3	2
135	но с	3	2
136	те же	2	2
137	в себя	3	2
138	в той	2	2
139	тем или	2	2
140	самом деле	6	2
141	с точки	13	2
142	и для	4	2
143	тому как	3	2
144	на пути	2	2
145	сказать что	3	2
146	во всяком	5	2
147	тем что	4	2
148	на себя	2	2
149	в себе	7	2
150	и здесь	3	2
151	только в	10	2
152	так сказать	4	2
153	там где	10	2
154	но в	7	2
