N	2gram	Vygotskiy__4	Freidism
1	таким образом	13	24
2	и не	13	23
3	не может	10	20
4	точки зрения	6	19
5	прежде всего	2	18
6	в этом	28	15
7	в его	10	15
8	мы можем	5	13
9	может быть	22	13
10	и его	5	12
11	как и	5	11
12	как бы	25	11
13	то что	44	11
14	все эти	6	11
15	с точки	4	11
16	и потому	2	10
17	так и	3	10
18	как мы	4	10
19	самом деле	12	10
20	его в	3	10
21	с ним	5	10
22	но в	2	10
23	с его	2	9
24	и в	33	9
25	во всех	2	9
26	что он	20	8
27	в своей	4	8
28	он не	11	8
29	не только	7	8
30	все это	13	8
31	то же	9	8
32	только в	4	8
33	и все	12	8
34	так как	12	8
35	мы знаем	2	7
36	ни в	3	7
37	тот же	3	7
38	во всяком	3	7
39	один из	2	7
40	в самом	12	7
41	те же	2	7
42	и наконец	2	7
43	сказать что	13	7
44	мы уже	5	7
45	всяком случае	3	7
46	никогда не	5	6
47	вовсе не	5	6
48	и ее	2	6
49	того что	4	6
50	в ней	6	6
51	все те	2	6
52	совершенно не	4	6
53	хотя бы	2	6
54	и с	2	6
55	и к	2	5
56	знаем что	4	5
57	связь с	5	5
58	но мы	2	5
59	можно сказать	2	5
60	не в	2	5
61	в этой	9	5
62	для этого	8	5
63	в то	3	5
64	что в	21	5
65	но и	3	5
66	на самом	6	5
67	для того	23	5
68	а в	4	5
69	и на	5	5
70	с этим	5	5
71	в каком	8	5
72	мы должны	6	5
73	но не	3	4
74	я не	4	4
75	в котором	2	4
76	из этих	2	4
77	в пределах	3	4
78	в жизни	4	4
79	если мы	12	4
80	к тому	12	4
81	об этом	4	4
82	сводится к	2	4
83	всех этих	3	4
84	же время	2	4
85	которой мы	3	4
86	на этом	3	4
87	при этом	2	4
88	конечно не	3	4
89	и о	4	4
90	как раз	9	4
91	в основе	3	4
92	в нем	7	4
93	все же	5	4
94	и за	3	4
95	не было	3	4
96	того чтобы	22	4
97	с самого	5	4
98	и для	3	4
99	в которой	4	4
100	той же	4	4
101	мы не	5	4
102	в таком	4	4
103	этот вопрос	4	4
104	потому что	24	4
105	во время	6	4
106	говорить о	3	4
107	самого начала	5	3
108	нисколько не	5	3
109	если бы	10	3
110	и есть	4	3
111	тому что	6	3
112	в них	2	3
113	и от	2	3
114	что все	11	3
115	в себе	6	3
116	и как	5	3
117	сейчас же	16	3
118	по поводу	4	3
119	она не	3	3
120	и может	5	3
121	было бы	12	3
122	и она	2	3
123	что может	3	3
124	ни на	2	3
125	и той	2	3
126	ее в	4	3
127	с ее	3	3
128	себя в	4	3
129	бы то	2	3
130	жизни и	4	3
131	когда он	7	3
132	на него	4	3
133	вместе с	8	3
134	со стороны	2	3
135	тому чтобы	3	3
136	как в	3	3
137	одной и	2	3
138	и вот	6	3
139	и что	25	3
140	на этот	3	3
141	между двумя	2	3
142	мы имеем	2	3
143	уже знаем	3	3
144	такой же	2	3
145	при анализе	2	3
146	у него	6	3
147	в искусстве	2	3
148	слова и	4	3
149	одна из	4	3
150	не является	2	3
151	отца и	2	3
152	художественной формы	4	2
153	в самых	3	2
154	уже в	2	2
155	но все	2	2
156	только не	2	2
157	что это	13	2
158	его и	2	2
159	в какой	5	2
160	с другой	2	2
161	это не	6	2
162	в конце	8	2
163	к этому	4	2
164	в такой	2	2
165	для понимания	2	2
166	не можем	3	2
167	же самое	6	2
168	и уже	4	2
169	ничем не	2	2
170	для нас	7	2
171	быть это	2	2
172	в ее	2	2
173	до конца	7	2
174	да и	3	2
175	это и	5	2
176	том что	22	2
177	а не	6	2
178	всю жизнь	2	2
179	в нашей	2	2
180	одной стороны	3	2
181	из них	4	2
182	что мы	6	2
183	но если	3	2
184	конце концов	3	2
185	о нем	4	2
186	в своем	7	2
187	себе и	2	2
188	и до	3	2
189	точка зрения	2	2
190	на две	2	2
191	сих пор	3	2
192	все они	2	2
193	что она	10	2
194	в их	2	2
195	во всей	3	2
196	от этих	4	2
197	а с	2	2
198	с одной	3	2
199	что оно	3	2
200	так же	13	2
201	как на	6	2
202	воли и	2	2
203	мы видим	6	2
204	и то	2	2
205	здесь в	3	2
206	их в	3	2
207	от этого	3	2
208	в своих	3	2
209	из этой	3	2
210	что и	3	2
211	в первый	3	2
212	все то	12	2
213	нам в	2	2
214	при помощи	4	2
215	до сих	3	2
216	когда мы	6	2
217	только с	2	2
218	как это	14	2
219	в виду	2	2
220	это было	4	2
