N	2gram	Vygotskiy__6	Analitik
1	в этом	27	18
2	в частности	4	16
3	и в	28	16
4	не только	16	16
5	так и	6	15
6	как и	6	14
7	в том	28	12
8	но и	10	12
9	и не	11	12
10	том что	19	12
11	в качестве	4	11
12	иначе говоря	3	11
13	могут быть	5	10
14	как бы	11	10
15	при этом	3	10
16	а не	3	10
17	в пределах	5	9
18	в этой	5	9
19	в данном	2	8
20	состоит в	2	8
21	в целом	3	8
22	представляет собой	3	8
23	к тому	10	7
24	в себе	4	7
25	то что	28	7
26	с другой	2	6
27	в самом	8	6
28	и на	5	6
29	может быть	13	6
30	как это	3	6
31	но в	5	6
32	и к	6	5
33	не менее	2	4
34	только не	3	4
35	в своем	7	4
36	в конце	2	4
37	можно сказать	6	4
38	у него	2	4
39	в ходе	3	4
40	этом случае	2	4
41	не в	4	4
42	но не	10	4
43	того же	7	4
44	тем самым	8	4
45	для него	6	4
46	в сущности	7	4
47	имеет место	2	4
48	совпадает с	4	4
49	и является	2	4
50	и тем	5	4
51	не с	2	4
52	отношению к	10	4
53	во второй	2	4
54	во всех	4	4
55	как в	3	4
56	все это	2	4
57	как раз	6	4
58	по отношению	10	4
59	не может	19	4
60	на этом	4	4
61	и его	3	4
62	то же	7	4
63	хотя и	3	4
64	между двумя	2	4
65	точки зрения	13	4
66	только в	18	4
67	в сознании	4	4
68	в себя	3	4
69	казалось бы	2	3
70	никогда не	8	3
71	в нашем	4	3
72	на фоне	3	3
73	прежде всего	2	3
74	этого слова	2	3
75	что на	4	3
76	так что	6	3
77	есть в	3	3
78	имеем дело	2	3
79	было бы	9	3
80	несмотря на	2	3
81	мы имеем	4	3
82	на его	3	3
83	что и	4	3
84	из них	2	3
85	в их	3	3
86	приводит к	6	3
87	только на	2	3
88	если бы	7	3
89	этом отношении	3	3
90	не знает	3	3
91	именно в	4	3
92	самом начале	4	3
93	можно было	7	3
94	а в	2	3
95	как мы	10	3
96	с ними	2	3
97	и то	4	3
98	тем что	8	3
99	ключ к	2	3
100	и т.д	3	3
101	бы в	3	3
102	и все	5	3
103	своего собственного	2	2
104	того что	24	2
105	была бы	2	2
106	для всех	2	2
107	в состоянии	4	2
108	вообще не	6	2
109	в одном	2	2
110	и иной	2	2
111	что все	5	2
112	этом смысле	2	2
113	в случае	3	2
114	по себе	3	2
115	на то	4	2
116	по существу	2	2
117	что в	17	2
118	что с	3	2
119	она не	2	2
120	еще не	8	2
121	в своей	2	2
122	нас к	4	2
123	еще в	2	2
124	в котором	2	2
125	к предмету	6	2
126	один из	3	2
127	на этой	5	2
128	вместе с	7	2
129	другой стороны	2	2
130	внимание на	2	2
131	языка и	5	2
132	отношения к	3	2
133	таким образом	18	2
134	той же	4	2
135	на котором	2	2
136	те же	3	2
137	при переходе	6	2
138	в значительной	2	2
139	на этот	4	2
140	не имеет	6	2
141	речи в	2	2
142	с точки	10	2
143	так же	15	2
144	на основе	4	2
145	оказывается не	2	2
146	речи и	5	2
147	он не	7	2
148	к его	2	2
149	в то	6	2
150	в его	3	2
151	его в	6	2
152	представляют собой	3	2
153	в этих	2	2
154	сказать что	13	2
155	с ним	2	2
