N	2gram	Bakhtin_Fr_6	Problema
1	то есть	24	39
2	то что	10	38
3	и не	3	37
4	вовсе не	7	37
5	и в	41	35
6	сказать что	6	24
7	не только	10	24
8	том что	7	19
9	о том	9	18
10	может быть	2	18
11	у нас	4	18
12	в этом	12	17
13	но и	13	16
14	и вообще	4	16
15	что мы	2	14
16	только в	3	14
17	и что	5	13
18	потому что	3	13
19	не может	4	13
20	в том	2	12
21	того что	3	12
22	также и	6	12
23	что в	7	11
24	прежде всего	10	11
25	так что	2	11
26	и даже	4	11
27	никак не	3	11
28	и с	16	10
29	говорить о	2	10
30	тем более	2	10
31	а не	2	10
32	в данном	3	10
33	и то	2	10
34	если мы	2	9
35	для нас	2	9
36	в этой	8	9
37	было бы	3	8
38	есть только	3	8
39	как раз	2	8
40	все же	4	8
41	в конце	2	7
42	есть нечто	2	7
43	все эти	11	7
44	в его	7	7
45	так и	5	7
46	так как	10	7
47	мы не	2	7
48	с другой	4	6
49	что все	2	6
50	но это	3	6
51	был бы	2	6
52	а именно	2	6
53	в то	6	6
54	и для	3	6
55	но в	8	6
56	и вовсе	2	6
57	в области	2	6
58	в частности	2	5
59	представление о	2	5
60	кроме того	9	5
61	в самом	10	5
62	данном случае	2	5
63	с этим	3	5
64	с одной	4	5
65	так же	5	5
66	и на	9	5
67	и все	9	5
68	как и	7	5
69	связи с	2	5
70	есть именно	2	5
71	но уже	2	5
72	то же	5	5
73	как мы	12	5
74	одной стороны	4	5
75	что не	3	5
76	другой стороны	2	5
77	с другими	3	5
78	в себе	5	5
79	не могут	2	4
80	не был	2	4
81	что если	2	4
82	в этих	2	4
83	в своем	5	4
84	и как	4	4
85	есть в	3	4
86	между собою	5	4
87	как бы	7	4
88	значение в	2	4
89	все это	11	4
90	таким образом	17	4
91	заключается в	2	4
92	а в	4	4
93	в результате	4	4
94	их в	2	4
95	но если	2	4
96	тем что	5	4
97	всех этих	2	4
98	что он	6	4
99	стороны и	2	4
100	на первый	3	4
101	но не	2	4
102	до сих	3	4
103	тот же	4	4
104	не будем	2	4
105	сих пор	3	4
106	и самый	3	4
107	самом деле	4	4
108	уже в	4	3
109	он сам	3	3
110	и от	4	3
111	из этих	2	3
112	первый план	3	3
113	но эта	2	3
114	нас не	3	3
115	что они	2	3
116	мы еще	2	3
117	хотя и	2	3
118	мы уже	18	3
119	никто не	2	3
120	один из	6	3
121	и их	3	3
122	для этого	2	3
123	при этом	3	3
124	лишь в	2	3
125	только его	2	3
126	и наконец	4	3
127	в основе	4	3
128	в истории	2	3
129	о котором	4	3
130	здесь только	3	3
131	бы в	2	3
132	тогда когда	2	3
133	это и	2	3
134	все что	4	3
135	и тот	2	3
136	внимание на	2	3
137	в значительной	2	3
138	в таких	2	3
139	как о	2	3
140	он является	2	2
141	перед нами	3	2
142	в той	5	2
143	не в	4	2
144	и само	2	2
145	и сам	3	2
146	как они	2	2
147	в него	3	2
148	и др	10	2
149	к нему	3	2
150	даже в	4	2
151	или в	6	2
152	каждый из	2	2
153	в ней	4	2
154	точки зрения	2	2
155	себе в	2	2
156	ведь и	2	2
157	и весьма	2	2
158	в плане	3	2
159	только с	3	2
160	в них	7	2
161	ведь это	2	2
162	в корне	2	2
163	конечно не	3	2
164	он не	2	2
165	а также	5	2
166	еще в	5	2
167	и особенно	3	2
168	во всех	17	2
169	вместе с	6	2
170	и прежде	2	2
171	в голове	3	2
172	еще более	2	2
173	того чтобы	4	2
174	что их	2	2
175	той же	5	2
176	роль в	4	2
177	из самых	2	2
178	состоит из	2	2
179	из этого	4	2
180	это было	2	2
