N	2gram	Voloshinov_1	StatiiOP
1	и в	19	29
2	том что	3	27
3	в том	6	27
4	в этом	16	21
5	но и	8	19
6	что в	4	19
7	не только	8	19
8	о том	2	17
9	что он	2	13
10	в его	6	13
11	то что	8	11
12	все это	3	11
13	в которой	3	11
14	к тому	2	10
15	таким образом	17	10
16	в своем	2	9
17	так и	11	9
18	этом отношении	3	9
19	и не	26	9
20	он не	3	9
21	и пр	12	8
22	как раз	2	8
23	но в	7	8
24	но все	3	7
25	в самом	10	7
26	в ней	4	7
27	в виду	2	7
28	в котором	3	7
29	в своей	3	7
30	тому что	2	7
31	для того	4	7
32	не столько	4	7
33	вовсе не	5	6
34	вопрос о	4	6
35	до сих	8	6
36	одним из	2	6
37	все же	8	6
38	того чтобы	5	6
39	и его	19	6
40	и на	4	6
41	прежде всего	13	5
42	в качестве	2	5
43	было бы	4	5
44	как бы	15	5
45	сих пор	8	5
46	в языке	4	5
47	а не	7	5
48	того что	3	5
49	между тем	3	5
50	точки зрения	34	5
51	в русской	2	5
52	а как	3	4
53	именно в	5	4
54	в частности	2	4
55	с другой	5	4
56	к этому	5	4
57	в романе	2	4
58	не в	5	4
59	для него	9	4
60	кроме того	6	4
61	и к	3	4
62	в нем	10	4
63	не приходится	2	4
64	ничего не	6	4
65	в другом	2	4
66	связи с	11	4
67	и с	2	4
68	не менее	4	3
69	самого начала	4	3
70	же как	2	3
71	не является	4	3
72	с этим	4	3
73	по себе	4	3
74	ни в	2	3
75	у нас	2	3
76	в начале	5	3
77	до конца	5	3
78	одной из	3	3
79	никогда не	2	3
80	и даже	2	3
81	всяком случае	2	3
82	не могло	2	3
83	из них	3	3
84	другой стороны	6	3
85	самом деле	10	3
86	как в	4	3
87	не было	3	3
88	тем что	2	3
89	с самого	4	3
90	на самом	3	3
91	и он	2	3
92	хотя бы	5	3
93	так же	7	3
94	во всяком	5	3
95	и здесь	6	3
96	отношении к	4	3
97	xix века	3	3
98	в отношении	4	2
99	ни было	10	2
100	и более	2	2
101	если бы	2	2
102	и др	2	2
103	в какой	3	2
104	с этой	2	2
105	в одной	2	2
106	в конце	5	2
107	конечно в	2	2
108	выражение в	4	2
109	что и	2	2
110	к своему	2	2
111	тем не	2	2
112	в ее	7	2
113	как и	12	2
114	то ни	8	2
115	и как	3	2
116	в истории	3	2
117	в то	3	2
118	не дает	3	2
119	может быть	26	2
120	первой части	2	2
121	и потому	5	2
122	на почве	6	2
123	нет и	4	2
124	только в	9	2
125	времени не	2	2
126	бы то	8	2
127	в процессе	14	2
128	и речи	2	2
129	совершенно не	3	2
130	не может	24	2
131	то же	7	2
132	все эти	7	2
133	при этом	8	2
134	там где	2	2
135	в отличие	5	2
136	что такое	2	2
137	на этот	3	2
138	не имеет	3	2
139	с точки	20	2
140	и те	7	2
141	в данном	4	2
142	в результате	9	2
143	сказать что	4	2
144	языка в	14	2
145	в каком	3	2
146	в себе	2	2
147	этот вопрос	5	2
148	и вообще	2	2
149	его в	3	2
150	как он	2	2
151	и это	3	2
152	так как	2	2
153	свое выражение	2	2
154	того же	6	2
155	отличие от	5	2
156	в области	3	2
