N	3gram	Voloshinov_1	Problemy
1	в пределах одного	2	9
2	с точки зрения	20	8
3	в большинстве случаев	3	8
4	до сих пор	8	7
5	то же время	3	5
6	по отношению к	2	5
7	в то же	3	5
8	в самом деле	9	4
9	в отличие от	5	4
10	и не может	9	4
11	сама по себе	2	4
12	как и все	2	4
13	не может быть	13	4
14	можно было бы	2	3
15	с другой стороны	5	3
16	но в то	2	3
17	на этот вопрос	3	2
18	к одному знаменателю	2	2
19	в узком смысле	2	2
20	в этом смысле	2	2
21	тем не менее	2	2
22	в конце концов	3	2
23	как если бы	2	2
24	в настоящее время	6	2
25	может быть и	3	2
26	в отношении к	4	2
27	но при этом	2	2
28	но все же	3	2
