N	2gram	Vygotskiy__3	formyVre
1	и в	38	46
2	в этом	13	22
3	и т	14	14
4	вовсе не	8	13
5	и его	6	12
6	только в	4	11
7	не только	12	11
8	во всех	4	11
9	т п	5	11
10	в том	25	10
11	как бы	14	10
12	точки зрения	16	10
13	то есть	15	10
14	но в	3	10
15	у него	4	9
16	не в	12	9
17	мы уже	7	9
18	вместе с	5	9
19	но и	5	9
20	и не	10	9
21	и для	4	9
22	как и	8	8
23	в его	5	8
24	то же	10	8
25	того чтобы	9	8
26	для того	8	8
27	с точки	9	8
28	потому что	14	8
29	из них	6	8
30	всех этих	2	7
31	в них	3	7
32	в одном	8	7
33	может быть	19	7
34	то что	35	7
35	и на	6	7
36	так сказать	5	7
37	никогда не	4	6
38	и во	2	6
39	и все	10	6
40	при этом	4	6
41	как мы	7	6
42	здесь в	2	6
43	его в	3	6
44	все же	8	6
45	все это	3	6
46	и наконец	2	6
47	в основе	3	6
48	так как	6	6
49	в своем	5	5
50	с этим	8	5
51	по существу	2	5
52	в то	3	5
53	он не	6	5
54	в нем	4	5
55	что в	20	5
56	все эти	4	5
57	место в	3	4
58	отнюдь не	2	4
59	с этой	2	4
60	из этих	3	4
61	с ним	2	4
62	же в	2	4
63	том что	14	4
64	так что	8	4
65	что они	4	4
66	в котором	6	4
67	уже говорили	3	4
68	конечно не	4	4
69	к смерти	2	4
70	как в	4	4
71	отношения к	2	4
72	а не	7	4
73	их в	2	4
74	к себе	2	4
75	в себе	4	4
76	в истории	2	4
77	о том	6	4
78	все они	2	3
79	того же	3	3
80	та же	3	3
81	к этому	3	3
82	к тому	6	3
83	в море	2	3
84	что он	11	3
85	и как	8	3
86	в качестве	2	3
87	для него	2	3
88	тот же	3	3
89	том как	2	3
90	имеет место	2	3
91	что и	4	3
92	ее в	4	3
93	целый ряд	2	3
94	т д	4	3
95	и другие	2	3
96	таким образом	12	3
97	в совершенно	2	3
98	уже не	2	3
99	здесь мы	4	3
100	того что	4	3
101	и даже	4	3
102	и по	2	3
103	а в	7	3
104	в которых	6	3
105	и совершенно	4	3
106	тем что	3	3
107	в другом	5	3
108	же самое	10	3
109	в этих	2	3
110	не могли	4	3
111	в виду	4	3
112	на этом	5	2
113	и затем	2	2
114	только для	3	2
115	и более	2	2
116	по своему	4	2
117	и та	2	2
118	дано в	3	2
119	друг другу	2	2
120	лежит в	2	2
121	с другой	7	2
122	в одной	2	2
123	что все	3	2
124	очень часто	2	2
125	бы она	2	2
126	он был	3	2
127	в самой	4	2
128	не мог	4	2
129	у нас	2	2
130	своей жизни	2	2
131	мы видим	12	2
132	в этой	13	2
133	с тем	8	2
134	совсем не	3	2
135	больше и	3	2
136	до конца	2	2
137	она не	6	2
138	было бы	12	2
139	со всеми	2	2
140	и к	3	2
141	наряду с	3	2
142	в сущности	10	2
143	в прямом	2	2
144	и о	3	2
145	к ним	3	2
146	один из	6	2
147	сих пор	5	2
148	мы видели	6	2
149	не может	7	2
150	здесь не	3	2
151	по аналогии	2	2
152	и только	3	2
153	вовсе нет	2	2
154	с одной	6	2
155	у всех	4	2
156	в двух	9	2
157	и вот	2	2
158	в той	5	2
159	и всегда	2	2
160	так же	2	2
161	как на	3	2
162	у них	2	2
163	в данном	2	2
164	но это	3	2
165	автора и	2	2
166	но он	2	2
167	что здесь	2	2
168	не могла	2	2
169	далеко не	3	2
170	в конце	2	2
171	и это	8	2
172	там где	6	2
173	как это	6	2
174	во всяком	2	2
175	до сих	6	2
