N	2gram	Losev_Prob_4	DiskursI
1	в качестве	10	34
2	не только	24	28
3	в том	20	23
4	а не	7	22
5	то есть	27	20
6	том что	12	19
7	может быть	9	17
8	и в	20	16
9	как и	6	16
10	в этом	9	15
11	еще не	7	14
12	но и	14	14
13	при этом	6	13
14	прежде всего	11	11
15	но не	5	11
16	и не	28	11
17	с другой	7	10
18	как в	5	10
19	далеко не	2	10
20	в частности	2	9
21	в нем	5	9
22	не может	5	9
23	а также	6	8
24	отнюдь не	10	8
25	так и	10	8
26	о том	5	8
27	но в	8	8
28	в его	3	7
29	то же	7	7
30	не было	3	7
31	в себе	12	7
32	только в	23	7
33	не в	13	7
34	в своем	3	6
35	и как	3	6
36	ни к	2	6
37	к тому	3	5
38	или иной	13	5
39	можно сказать	5	5
40	тому же	2	5
41	как бы	4	5
42	в котором	2	5
43	в своей	4	5
44	то что	15	5
45	во всех	4	5
46	а в	4	5
47	и на	3	5
48	в данном	6	5
49	не обязательно	2	4
50	с его	2	4
51	что в	3	4
52	не является	10	4
53	в них	5	4
54	для себя	2	4
55	и к	3	4
56	что он	8	4
57	уже не	5	4
58	для него	3	4
59	в истории	3	4
60	одной из	4	4
61	связи с	3	4
62	на его	2	4
63	такого рода	7	4
64	и о	5	4
65	что не	4	4
66	потому что	15	4
67	перед нами	13	3
68	однако в	2	3
69	того же	2	3
70	столь же	2	3
71	это не	7	3
72	по себе	11	3
73	человеческого сознания	2	3
74	что и	3	3
75	в ее	5	3
76	времени и	4	3
77	по своему	6	3
78	они и	2	3
79	с этим	4	3
80	в самом	2	3
81	той или	14	3
82	хотя бы	7	3
83	все же	2	3
84	из них	3	3
85	бы быть	2	3
86	таким образом	8	3
87	именно в	7	3
88	заключается в	2	3
89	другой стороны	6	3
90	и даже	9	3
91	сказать что	7	3
92	тем что	3	3
93	точки зрения	14	3
94	в то	4	3
95	также и	13	3
96	и потому	7	3
97	в каждой	3	3
98	понятие о	2	3
99	но они	2	2
100	не менее	10	2
101	и есть	4	2
102	между собой	2	2
103	и без	6	2
104	в какой	4	2
105	или даже	4	2
106	и во	4	2
107	по крайней	6	2
108	и все	8	2
109	в одном	4	2
110	имеем дело	3	2
111	однако это	2	2
112	в литературе	2	2
113	стороны и	2	2
114	ему в	2	2
115	об этом	6	2
116	к его	3	2
117	крайней мере	6	2
118	в пределах	2	2
119	тот или	2	2
120	в значительной	2	2
121	есть в	7	2
122	более или	2	2
123	указывает на	4	2
124	отличается от	4	2
125	в начале	3	2
126	хотя и	5	2
127	как показывает	2	2
128	будто бы	2	2
129	сами по	2	2
130	говоря уже	2	2
131	и тем	7	2
132	не есть	12	2
133	с ее	2	2
134	того или	3	2
135	себя в	2	2
136	дело не	3	2
137	или менее	2	2
138	данном случае	5	2
139	за пределы	2	2
140	дело с	2	2
141	жизни в	2	2
142	уже в	4	2
143	человека в	3	2
144	то ли	2	2
145	как мы	3	2
146	и что	2	2
147	том чтобы	2	2
148	свидетельствует о	2	2
149	и он	2	2
150	и по	2	2
151	и его	10	2
152	или в	5	2
153	или письма	2	2
154	здесь в	5	2
155	во всяком	8	2
156	мы имеем	6	2
157	и ее	4	2
158	но как	3	2
159	в другом	3	2
160	и вообще	6	2
161	не говоря	3	2
162	же самое	6	2
163	в этой	4	2
164	едва ли	10	2
165	в виду	6	2
166	это было	2	2
