N	2gram	Propp_Isto_5	Dialekti
1	и не	11	30
2	по себе	2	25
3	т е	16	25
4	и т	20	21
5	т д	18	19
6	и в	25	18
7	ничего не	2	17
8	может быть	17	17
9	точки зрения	2	17
10	в нем	7	16
11	так что	2	15
12	значит что	2	14
13	а не	2	14
14	потому что	7	14
15	что в	8	13
16	то что	7	13
17	не только	13	13
18	если бы	2	12
19	что миф	2	12
20	в мифе	7	12
21	и что	8	12
22	в этом	10	12
23	не может	6	12
24	что это	5	11
25	что он	22	11
26	как бы	2	11
27	все это	4	11
28	это значит	2	11
29	так как	11	11
30	прежде всего	6	10
31	несмотря на	2	10
32	то же	4	10
33	сказать что	2	10
34	никогда не	3	9
35	это не	6	9
36	в том	6	9
37	том что	8	9
38	ясно что	5	8
39	но это	7	8
40	совершенно не	2	8
41	к нему	3	8
42	вовсе не	2	7
43	и как	3	7
44	то в	2	7
45	но и	13	7
46	с другой	9	6
47	можно сказать	2	6
48	она не	2	6
49	не в	6	6
50	его не	3	6
51	думают что	2	6
52	в то	3	6
53	с ним	4	6
54	в этих	6	5
55	на то	2	5
56	говорит о	2	5
57	в дальнейшем	4	5
58	и мы	2	5
59	и пр	3	5
60	все же	10	5
61	в особенности	3	5
62	и он	6	5
63	а в	3	5
64	и с	3	5
65	мы должны	4	5
66	об этом	2	4
67	мы видим	8	4
68	но не	5	4
69	то это	3	4
70	так же	5	4
71	другой стороны	8	4
72	как мы	5	4
73	мы можем	2	4
74	и вообще	3	4
75	о том	7	4
76	состоит из	3	3
77	что и	6	3
78	уже и	2	3
79	и из	3	3
80	он не	4	3
81	в его	12	3
82	и потому	2	3
83	если в	3	3
84	даже в	2	3
85	один из	2	3
86	жизни и	2	3
87	этот обряд	6	3
88	но все	5	3
89	самом деле	2	3
90	в данном	3	3
91	в ней	5	3
92	могут быть	6	3
93	только в	7	3
94	и все	3	3
95	от этого	4	3
96	как у	2	2
97	на этом	3	2
98	не менее	4	2
99	того что	2	2
100	же как	4	2
101	по мере	2	2
102	в виде	9	2
103	в частности	7	2
104	в качестве	7	2
105	и быть	2	2
106	как в	6	2
107	но так	2	2
108	с этой	2	2
109	не как	4	2
110	с другими	4	2
111	к этому	2	2
112	вопрос о	2	2
113	тот кто	7	2
114	о которых	2	2
115	есть миф	3	2
116	как и	7	2
117	мы и	2	2
118	и при	2	2
119	такой же	2	2
120	что здесь	3	2
121	связанные с	2	2
122	до сих	2	2
123	только тогда	2	2
124	еще не	8	2
125	одной стороны	7	2
126	мы увидим	5	2
127	для того	3	2
128	о чем	2	2
129	но есть	2	2
130	следует за	2	2
131	никто не	3	2
132	же можно	4	2
133	в него	5	2
134	как можно	2	2
135	но уже	3	2
136	из них	2	2
137	в своей	2	2
138	с ней	2	2
139	сих пор	2	2
140	со стороны	2	2
141	с этим	5	2
142	с одной	7	2
143	все эти	8	2
144	мы имеем	14	2
145	уже не	11	2
146	он на	2	2
147	и для	2	2
148	или на	2	2
149	в которых	3	2
150	во всем	2	2
151	можно найти	2	2
152	и это	4	2
153	это было	2	2
