N	3gram	Vygotskiy__7	Marksizm
1	с точки зрения	21	20
2	не может быть	4	13
3	в самом деле	4	9
4	до сих пор	3	8
5	в отличие от	2	5
6	в направлении к	2	5
7	с самого начала	7	4
8	то же самое	5	3
9	в большинстве случаев	2	3
10	можно сказать что	3	3
11	в этом отношении	3	3
12	в первом случае	3	3
13	в том что	13	3
14	в этом случае	14	3
15	для того чтобы	18	3
16	смысле этого слова	3	2
17	и той же	2	2
18	слова и его	4	2
19	так же как	7	2
20	в свою очередь	2	2
21	свое выражение в	5	2
22	же как и	2	2
23	и его значением	2	2
24	нет и не	2	2
25	тем не менее	3	2
26	внутренней речи как	3	2
27	внутренней речи и	4	2
28	по отношению к	5	2
29	одной и той	2	2
