N	2gram	Tiupa_Hudo_1	Problema
1	то что	4	42
2	вовсе не	2	35
3	то есть	18	33
4	и в	19	32
5	и не	15	31
6	не менее	3	19
7	в этом	11	19
8	тем не	3	18
9	не только	16	17
10	потому что	3	16
11	по себе	2	15
12	а не	9	15
13	в себе	9	15
14	как бы	9	14
15	может быть	14	14
16	но в	7	14
17	и тем	2	13
18	в нем	5	13
19	сказать что	4	13
20	как раз	3	13
21	что в	6	12
22	а именно	2	12
23	том что	8	12
24	так и	11	12
25	о том	2	11
26	если мы	2	11
27	то же	10	10
28	прежде всего	4	10
29	в этой	2	10
30	отнюдь не	2	10
31	об этом	2	10
32	но не	11	9
33	в том	18	9
34	но и	10	9
35	и что	3	9
36	так же	2	9
37	по своему	2	9
38	еще не	3	9
39	того чтобы	2	9
40	в данном	4	9
41	и это	2	9
42	не может	7	8
43	все эти	2	8
44	и о	3	8
45	и на	2	8
46	в своей	5	8
47	для того	2	8
48	и ее	3	8
49	никогда не	2	7
50	ни в	5	7
51	такого рода	10	7
52	все это	2	7
53	того что	4	7
54	в них	2	7
55	что он	3	7
56	во всех	3	7
57	только в	5	7
58	здесь не	2	7
59	и как	3	6
60	при этом	13	6
61	в самом	5	6
62	хотя и	3	6
63	в виду	5	6
64	таким образом	3	6
65	это не	2	6
66	но как	2	6
67	говорить о	3	6
68	и то	4	6
69	его в	2	6
70	как это	5	6
71	о чем	2	6
72	этом смысле	3	6
73	в то	6	6
74	за пределы	2	6
75	в его	9	6
76	в своем	2	5
77	или иной	7	5
78	можно сказать	5	5
79	а только	4	5
80	есть в	2	5
81	той или	4	5
82	что она	2	5
83	не является	4	5
84	то в	2	5
85	далеко не	2	5
86	именно в	2	4
87	тому что	2	4
88	сама по	2	4
89	не в	7	4
90	один из	2	4
91	в их	5	4
92	этого термина	2	4
93	в одно	2	4
94	или в	2	4
95	а в	12	4
96	их в	3	4
97	если бы	3	4
98	а также	5	4
99	как в	2	4
100	входит в	4	4
101	тем самым	4	4
102	и притом	3	4
103	и для	2	4
104	не обязательно	2	3
105	в этих	3	3
106	в отношении	3	3
107	с другой	7	3
108	известного рода	2	3
109	более или	5	3
110	случае не	2	3
111	но она	2	3
112	другой стороны	5	3
113	и его	12	3
114	тех или	2	3
115	в самой	2	3
116	но он	3	3
117	точки зрения	10	3
118	в искусстве	7	3
119	с ним	2	3
120	для себя	2	3
121	в жизни	2	3
122	говорит и	3	3
123	в ее	5	3
124	как и	2	3
125	теории литературы	2	3
126	того же	2	3
127	к тому	4	3
128	он не	4	3
129	для которого	2	3
130	быть и	2	3
131	или менее	5	3
132	уже не	4	3
133	не на	3	3
134	во всей	3	3
135	к нему	3	3
136	с точки	3	3
137	в каком	2	3
138	определенным образом	2	3
139	в чем	2	3
140	есть как	2	2
141	делает его	2	2
142	одного и	2	2
143	особого рода	5	2
144	для него	4	2
145	пушкина что	2	2
146	например в	3	2
147	так или	3	2
148	в комедии	2	2
149	образом и	2	2
150	не как	2	2
151	одно из	2	2
152	из этих	3	2
153	известной степени	3	2
154	к его	2	2
155	того или	3	2
156	мы имеем	6	2
157	я и	7	2
158	между тем	4	2
159	тот кто	2	2
160	с его	6	2
161	могут быть	4	2
162	однако в	4	2
163	он должен	3	2
164	или иных	2	2
165	или иного	3	2
166	таких случаях	2	2
167	к нашему	2	2
168	это тоже	2	2
169	и того	2	2
170	в качестве	24	2
171	что может	2	2
172	по преимуществу	2	2
173	и потому	2	2
174	и особенно	2	2
175	не будет	2	2
176	ее в	2	2
177	и который	2	2
178	таковы например	2	2
179	собственно говоря	2	2
180	для такого	2	2
181	или иначе	4	2
182	с другими	4	2
183	все прочие	3	2
184	в которой	2	2
185	в области	6	2
