N	2gram	Ircho_Kome_3	Istorich
1	и в	22	24
2	что он	8	21
3	не только	5	21
4	и т	4	17
5	т е	16	16
6	может быть	6	14
7	не может	3	14
8	что в	5	13
9	как в	2	12
10	в этом	8	12
11	и здесь	4	12
12	но и	4	11
13	это не	2	10
14	у него	4	10
15	том что	13	10
16	а в	7	10
17	и что	6	10
18	с другой	4	9
19	не в	4	9
20	все же	4	9
21	о том	8	9
22	потому что	10	9
23	еще не	6	8
24	что и	8	8
25	все это	5	8
26	другой стороны	2	8
27	то же	7	8
28	а не	4	8
29	так как	11	8
30	один из	3	7
31	в том	12	7
32	во всех	2	7
33	то что	4	7
34	вместе с	9	7
35	к нему	5	7
36	таким образом	12	7
37	тем что	5	6
38	с этой	3	6
39	об этом	7	6
40	как и	3	6
41	так же	4	6
42	в нем	3	6
43	он не	5	6
44	и все	2	6
45	во время	6	6
46	как он	3	6
47	не менее	5	5
48	одной стороны	3	5
49	представляют собой	2	5
50	то это	5	5
51	отношение к	5	5
52	дело не	2	5
53	так и	4	5
54	с одной	3	5
55	что она	4	5
56	с ним	5	5
57	ничего не	3	5
58	видно что	2	5
59	но в	5	5
60	на вопрос	2	4
61	никогда не	3	4
62	вовсе не	4	4
63	тем не	3	4
64	по существу	2	4
65	но все	4	4
66	представляет собой	3	4
67	от отца	2	4
68	при этом	7	4
69	одной из	3	4
70	как бы	3	4
71	в их	2	4
72	если не	3	4
73	и не	21	4
74	не имеет	3	4
75	в других	3	4
76	мы не	2	4
77	точки зрения	4	4
78	жениться на	3	4
79	мы можем	3	4
80	уже в	2	3
81	с его	3	3
82	обращается к	3	3
83	в герое	2	3
84	в качестве	2	3
85	в них	3	3
86	представление о	2	3
87	в образе	2	3
88	если он	2	3
89	на то	3	3
90	так что	6	3
91	что они	2	3
92	после этого	2	3
93	и если	2	3
94	его в	8	3
95	здесь нет	4	3
96	когда он	4	3
97	сих пор	9	3
98	как мы	2	3
99	на дочери	2	3
100	возможно что	3	3
101	и даже	3	3
102	и он	2	3
103	и его	6	3
104	хотя и	5	3
105	к себе	5	3
106	связи с	5	3
107	что мы	2	3
108	в конце	7	3
109	и этим	3	3
110	сам он	2	2
111	ее руки	2	2
112	не будет	2	2
113	с дочерью	3	2
114	тому что	2	2
115	того же	6	2
116	того кто	2	2
117	от руки	2	2
118	к этому	6	2
119	прежде всего	5	2
120	не могут	2	2
121	стороны и	2	2
122	то ли	4	2
123	и ее	2	2
124	в то	6	2
125	мы знаем	2	2
126	ни в	10	2
127	в ее	3	2
128	без всякого	2	2
129	что его	5	2
130	отец и	3	2
131	такое же	2	2
132	в силу	2	2
133	его дочери	2	2
134	с женой	2	2
135	брак с	2	2
136	то время	2	2
137	она не	2	2
138	тот же	2	2
139	было бы	3	2
140	и тот	3	2
141	здесь и	2	2
142	на его	2	2
143	в самом	9	2
144	он говорит	2	2
145	и о	2	2
146	это обстоятельство	3	2
147	не совсем	2	2
148	к ним	3	2
149	должно было	3	2
150	к ней	8	2
151	не ясно	2	2
152	в котором	2	2
153	тем более	4	2
154	на себя	4	2
155	что отец	8	2
156	на него	4	2
157	со стороны	11	2
158	вплоть до	2	2
159	не по	7	2
160	здесь не	2	2
161	в связи	4	2
162	что не	3	2
163	на этот	3	2
164	не так	3	2
165	в которой	3	2
166	друг друга	4	2
167	как это	5	2
168	его не	2	2
169	после чего	2	2
170	у того	3	2
171	время как	2	2
172	ничем не	4	2
173	в основе	2	2
174	из них	5	2
175	с этим	3	2
176	и на	2	2
177	отца и	2	2
178	и после	2	2
179	его на	2	2
180	и это	2	2
181	конечно не	3	2
182	должен был	4	2
183	е в	2	2
184	к отцу	2	2
185	до сих	9	2
186	но при	2	2
