N	2gram	Tiupa_Hudo_1	Vladivir
1	и в	14	30
2	то что	8	20
3	в этом	11	20
4	у него	9	19
5	в том	12	18
6	и не	2	18
7	и с	4	14
8	что он	9	13
9	в конце	4	13
10	том что	16	12
11	что в	6	12
12	там же	2	12
13	не только	12	12
14	в его	8	11
15	а в	7	11
16	как мы	3	11
17	а также	3	10
18	и даже	3	10
19	не было	4	10
20	не в	7	9
21	для него	10	9
22	было бы	6	9
23	все же	3	9
24	потому что	5	9
25	не может	7	9
26	в то	8	9
27	связи с	4	8
28	в своем	4	8
29	но и	5	8
30	что же	2	8
31	в связи	3	8
32	но в	5	8
33	не менее	5	7
34	никогда не	6	7
35	точки зрения	5	7
36	и все	4	7
37	ни в	5	7
38	до конца	2	7
39	может быть	5	7
40	а не	12	7
41	хотя и	2	6
42	прежде всего	11	6
43	и к	4	6
44	об этом	5	6
45	тем не	4	6
46	л м	2	6
47	только в	5	6
48	его жизни	2	6
49	в себе	11	6
50	жизни и	5	6
51	и его	5	6
52	же касается	2	5
53	по себе	2	5
54	как и	9	5
55	так что	2	5
56	то в	4	5
57	при этом	12	5
58	в своей	10	5
59	он уже	4	5
60	как бы	7	5
61	для себя	3	5
62	так и	13	5
63	все это	2	5
64	с этим	3	5
65	и что	2	5
66	того что	4	5
67	в результате	2	5
68	все эти	3	5
69	с ним	4	5
70	с его	5	4
71	именно в	7	4
72	с этой	2	4
73	в это	2	4
74	с с	4	4
75	его в	3	4
76	можно сказать	4	4
77	мы знаем	2	4
78	в этой	8	4
79	в целом	2	4
80	на его	2	4
81	несмотря на	4	4
82	и о	4	4
83	в ней	4	4
84	он не	4	4
85	в нем	3	4
86	в этих	5	4
87	со стороны	3	4
88	то же	9	4
89	и он	5	4
90	той же	2	4
91	и на	3	4
92	м м	3	4
93	в начале	2	4
94	о том	12	4
95	здесь не	2	4
96	мы читаем	2	4
97	едва ли	3	3
98	это в	3	3
99	же время	8	3
100	в следующем	2	3
101	да и	2	3
102	своей жизни	2	3
103	что я	2	3
104	но не	3	3
105	и для	3	3
106	никак не	2	3
107	л н	5	3
108	так или	2	3
109	с точки	3	3
110	как в	8	3
111	а а	2	3
112	уже не	7	3
113	должно быть	2	3
114	в таком	3	3
115	или иначе	2	3
116	не столько	2	3
117	но он	3	3
118	говоря о	2	3
119	и это	4	3
120	нет ничего	2	3
121	еще в	3	2
122	казалось бы	7	2
123	однако в	2	2
124	жизни в	6	2
125	это не	7	2
126	и от	4	2
127	бытия и	4	2
128	этой книги	2	2
129	к тому	7	2
130	же в	3	2
131	друг друга	5	2
132	на этом	3	2
133	по своему	3	2
134	а то	2	2
135	она не	4	2
136	во второй	5	2
137	мы уже	4	2
138	себе и	2	2
139	такого рода	3	2
140	в самом	4	2
141	в частности	5	2
142	на то	4	2
143	и потому	2	2
144	о нем	3	2
145	будто бы	3	2
146	даже в	3	2
147	не имеет	2	2
148	себя в	4	2
149	в их	2	2
150	как к	3	2
151	того чтобы	3	2
152	что не	2	2
153	и по	3	2
154	можно было	5	2
155	н толстого	4	2
156	в своих	3	2
157	второй половине	2	2
158	не о	2	2
159	с и	2	2
160	как будто	4	2
161	как он	2	2
162	говорится о	2	2
163	к этой	3	2
164	ничего не	8	2
165	я и	2	2
166	мы не	2	2
