N	2gram	Medvedev_F_2	Vvedenie
1	и т	14	42
2	т д	5	36
3	т е	26	35
4	и в	38	32
5	в том	11	31
6	в этом	27	30
7	может быть	23	26
8	том что	2	26
9	не только	9	22
10	для того	3	21
11	того чтобы	3	20
12	таким образом	20	19
13	то что	6	16
14	потому что	2	15
15	так как	4	15
16	не может	14	14
17	в самом	16	13
18	в нем	13	13
19	со стороны	2	13
20	того что	3	12
21	в общем	5	12
22	в их	6	12
23	и не	20	12
24	в его	10	12
25	только в	6	12
26	как мы	7	11
27	в ее	2	11
28	языка и	12	10
29	что в	7	10
30	но в	4	9
31	и как	3	9
32	в истории	6	9
33	между тем	2	9
34	этом смысле	2	9
35	по себе	7	9
36	то же	6	9
37	в той	2	9
38	с другой	3	8
39	это не	2	8
40	а только	2	8
41	не в	15	8
42	именно в	5	8
43	науки о	2	8
44	прежде всего	15	7
45	точки зрения	8	7
46	в применении	2	7
47	но не	2	7
48	было бы	6	7
49	все же	8	7
50	самом деле	8	7
51	не могут	7	6
52	из этих	3	6
53	же время	5	6
54	один из	2	6
55	но и	13	6
56	все это	3	6
57	применении к	2	6
58	и даже	4	6
59	широком смысле	2	6
60	в то	5	6
61	его в	3	6
62	с тем	11	6
63	вовсе не	11	6
64	как и	9	6
65	в качестве	2	6
66	а именно	2	6
67	хотя бы	6	6
68	и его	21	6
69	этот вопрос	2	6
70	тем что	8	6
71	и это	2	6
72	уже в	2	5
73	в какой	3	5
74	в широком	2	5
75	как бы	4	5
76	и тем	2	5
77	в целом	3	5
78	а как	3	5
79	другой стороны	4	5
80	сказать что	2	5
81	приходим к	2	5
82	как например	2	5
83	на почве	9	5
84	не есть	3	5
85	вместе с	6	5
86	т п	9	5
87	а не	6	5
88	что не	4	5
89	могут быть	6	5
90	независимо от	4	4
91	язык как	8	4
92	времени и	2	4
93	как о	4	4
94	науки а	2	4
95	всяком случае	5	4
96	в котором	2	4
97	в особенности	4	4
98	этом отношении	7	4
99	не просто	2	4
100	не имеет	2	4
101	а в	6	4
102	даже и	4	4
103	но ведь	3	4
104	в первом	7	4
105	как это	2	4
106	как она	2	4
107	от этого	3	4
108	должен был	2	4
109	что он	5	4
110	в своей	7	4
111	как раз	6	4
112	уже не	7	4
113	и для	5	4
114	и то	2	4
115	во всяком	5	4
116	и ее	6	4
117	истории литературы	6	3
118	совсем не	2	3
119	что это	3	3
120	в этих	2	3
121	в конце	2	3
122	к тому	4	3
123	в известной	2	3
124	но все	3	3
125	в этой	6	3
126	на этом	2	3
127	до конца	2	3
128	при этом	9	3
129	от характера	2	3
130	хотя и	3	3
131	в ней	6	3
132	именно как	4	3
133	в виду	2	3
134	то это	3	3
135	к нему	3	3
136	мы видели	4	3
137	отношение к	2	3
138	во второй	2	3
139	из них	4	3
140	язык и	7	3
141	все эти	6	3
142	и других	2	3
143	и на	3	3
144	в результате	6	3
145	языка в	9	3
146	говорить о	5	3
147	при помощи	2	3
148	если бы	5	3
149	не как	4	3
150	к этому	4	3
151	и к	4	3
152	связи с	13	3
153	в чем	2	3
154	в сущности	4	3
155	однако не	3	3
156	что и	8	3
157	что же	5	3
158	в в	2	3
159	в области	3	3
160	в основу	2	2
161	все время	6	2
162	же как	3	2
163	должна быть	5	2
164	и другие	2	2
165	все более	2	2
166	к действительности	3	2
167	никогда не	2	2
168	тому что	2	2
169	для этого	2	2
170	с системой	2	2
171	в дальнейшем	4	2
172	но это	2	2
173	в работах	2	2
174	и др	3	2
175	не к	2	2
176	научной работы	2	2
177	в связи	10	2
178	мы говорим	4	2
179	не было	6	2
180	с помощью	10	2
181	этого термина	2	2
182	именно на	3	2
183	во втором	7	2
184	произведения и	3	2
185	есть только	2	2
186	должно быть	2	2
187	только так	2	2
188	каждый из	3	2
189	не столько	4	2
190	и совершенно	2	2
191	не следует	4	2
192	и с	9	2
193	говорит он	5	2
194	чем же	3	2
195	с этим	5	2
196	он и	3	2
197	и здесь	3	2
198	литературы с	2	2
199	конце концов	2	2
200	бы в	5	2
201	и должно	5	2
202	так и	8	2
203	для них	3	2
204	по этому	2	2
205	на котором	2	2
206	следует что	3	2
207	языка а	5	2
208	состоит в	2	2
209	значение и	3	2
210	по существу	7	2
211	должна была	2	2
212	литературы и	4	2
213	в практическом	2	2
214	во всех	5	2
215	жизни и	3	2
216	с теми	2	2
217	ни одна	2	2
218	для нее	2	2
219	и до	3	2
220	быть и	3	2
221	только на	3	2
222	вряд ли	2	2
223	понятия в	2	2
224	в языке	6	2
225	входит в	4	2
226	язык в	2	2
227	в значительной	3	2
228	между ними	2	2
229	с точки	7	2
230	мы не	3	2
231	есть лишь	2	2
232	языка не	2	2
233	если же	2	2
234	здесь не	4	2
235	ничего не	4	2
236	не могли	2	2
237	если это	2	2
