N	2gram	Vygotskiy__4	VerxiiNi
1	и в	33	26
2	таким образом	13	22
3	с тем	4	18
4	вместе с	8	15
5	в этом	28	15
6	точки зрения	6	13
7	как бы	25	12
8	в том	21	11
9	может быть	22	10
10	не только	7	10
11	и с	2	10
12	из этих	2	10
13	связи с	2	9
14	что в	21	9
15	но и	3	9
16	так как	12	9
17	с другой	2	8
18	но не	3	8
19	и не	13	8
20	как на	6	8
21	том что	22	7
22	но все	2	7
23	одной стороны	3	7
24	из них	4	7
25	то что	44	7
26	а с	2	7
27	с одной	3	7
28	потому что	24	7
29	но в	2	7
30	в конце	8	6
31	к тому	12	6
32	и потому	2	6
33	всяком случае	3	6
34	что и	3	6
35	все же	5	6
36	так и	3	6
37	все это	13	6
38	все эти	6	6
39	с точки	4	6
40	во всяком	3	6
41	в себе	6	6
42	мы должны	6	6
43	о том	20	6
44	образом в	2	5
45	и к	2	5
46	тому же	3	5
47	до сих	3	5
48	друг с	4	5
49	в его	10	5
50	никогда не	5	5
51	с другом	4	5
52	сих пор	3	5
53	так же	13	5
54	а не	6	5
55	того чтобы	22	5
56	для того	23	5
57	не имеет	2	5
58	и для	3	5
59	в мире	3	5
60	должен был	3	4
61	и от	2	4
62	что все	11	4
63	что он	20	4
64	в нем	7	4
65	из которых	3	4
66	в самом	12	4
67	в котором	2	4
68	целый ряд	5	4
69	не может	10	4
70	и только	7	4
71	а в	4	4
72	то же	9	4
73	что оно	3	4
74	и что	25	4
75	на этот	3	4
76	в которых	3	4
77	ничем не	2	4
78	во время	6	4
79	в виде	3	4
80	он не	11	4
81	в то	3	4
82	только в	4	4
83	то есть	13	4
84	в этой	9	4
85	далеко не	3	4
86	же как	3	3
87	что это	13	3
88	если бы	10	3
89	хотя бы	2	3
90	точно так	3	3
91	к этому	4	3
92	ясно что	5	3
93	уже с	2	3
94	можно сказать	2	3
95	с самого	5	3
96	так что	7	3
97	и как	5	3
98	представляет собой	2	3
99	в своем	7	3
100	и если	9	3
101	большей частью	2	3
102	и о	4	3
103	когда он	7	3
104	оказывается что	2	3
105	при этом	2	3
106	того что	4	3
107	в которой	4	3
108	в таком	4	3
109	с этой	4	3
110	в результате	2	3
111	что эти	2	3
112	конце концов	3	3
113	на нее	2	3
114	в одном	3	3
115	есть как	2	2
116	уже в	2	2
117	самого начала	5	2
118	с его	2	2
119	только не	2	2
120	именно в	2	2
121	одно из	2	2
122	при таком	3	2
123	взгляд на	2	2
124	в них	2	2
125	с именем	4	2
126	на все	2	2
127	прежде всего	2	2
128	надо было	2	2
129	на то	10	2
130	тех пор	2	2
131	оно является	2	2
132	и здесь	3	2
133	по существу	2	2
134	что именно	3	2
135	силы и	2	2
136	же время	2	2
137	так например	4	2
138	что мы	6	2
139	ли это	3	2
140	тот же	3	2
141	и из	3	2
142	конечно не	3	2
143	вслед за	3	2
144	некоторые из	2	2
145	должно было	2	2
146	но если	3	2
147	и является	2	2
148	один из	2	2
149	бы то	2	2
150	жизни и	4	2
151	во всех	2	2
152	связь с	5	2
153	только что	15	2
154	для этого	8	2
155	не было	3	2
156	те же	2	2
157	мы имеем	2	2
158	и сейчас	3	2
159	в самой	6	2
160	его не	2	2
161	либо в	4	2
162	из этой	3	2
163	на пути	2	2
164	и на	5	2
165	сказать что	13	2
166	больше чем	2	2
167	не в	2	2
168	мы можем	5	2
169	и наконец	2	2
170	тем и	2	2
171	ее с	4	2
172	же самое	6	2
173	и все	12	2
174	так чтобы	2	2
175	и это	5	2
176	из этого	5	2
177	не потому	2	2
178	в виду	2	2
