N	2gram	Bakhtin_Fr_7	KulturaY
1	в том	11	30
2	и в	41	24
3	потому что	5	23
4	том что	4	21
5	что в	9	17
6	было бы	4	15
7	в этом	15	14
8	точки зрения	5	14
9	может быть	4	13
10	таким образом	19	12
11	в его	12	12
12	и не	7	12
13	не в	9	11
14	только в	6	11
15	вовсе не	7	10
16	не только	5	10
17	то что	8	9
18	прежде всего	11	9
19	отношению к	2	9
20	того что	2	9
21	с точки	3	9
22	о том	6	9
23	так как	3	9
24	а только	2	8
25	по отношению	2	8
26	то же	13	8
27	уже не	2	8
28	а не	2	8
29	тем что	3	8
30	в них	7	7
31	в качестве	9	7
32	как бы	7	7
33	вместе с	5	7
34	не может	3	7
35	с помощью	6	7
36	это не	6	7
37	бы в	2	7
38	в области	2	7
39	так и	10	7
40	именно в	2	6
41	что он	3	6
42	при этом	3	6
43	в ней	5	6
44	но и	9	6
45	все это	10	6
46	можно было	3	6
47	все эти	13	6
48	в которых	2	6
49	мы имеем	2	6
50	в которой	2	6
51	что это	4	5
52	к тому	2	5
53	еще не	2	5
54	например в	3	5
55	слово это	2	5
56	целый ряд	4	5
57	этом отношении	2	5
58	в виду	4	5
59	не просто	2	5
60	в той	3	5
61	а в	5	5
62	и его	9	5
63	рядом с	4	5
64	в результате	2	5
65	во всяком	2	5
66	так сказать	3	5
67	с ним	2	5
68	и с	4	5
69	учение о	2	4
70	с его	2	4
71	в этих	2	4
72	и потому	3	4
73	в нем	7	4
74	же в	2	4
75	по существу	8	4
76	есть в	6	4
77	того же	3	4
78	из них	3	4
79	должен быть	2	4
80	что и	5	4
81	не есть	2	4
82	как в	5	4
83	не на	3	4
84	с этим	2	4
85	того как	5	4
86	тем самым	3	4
87	так же	5	4
88	роль в	2	4
89	с ними	3	4
90	и на	4	4
91	в данном	2	4
92	уже в	5	3
93	из одного	4	3
94	его к	3	3
95	в этой	13	3
96	свою очередь	3	3
97	в свою	3	3
98	связано с	2	3
99	и может	2	3
100	в сущности	4	3
101	на том	2	3
102	оно не	2	3
103	или менее	2	3
104	в своем	9	3
105	в связи	2	3
106	в особенности	2	3
107	не было	3	3
108	в их	3	3
109	более или	2	3
110	несмотря на	3	3
111	должно быть	4	3
112	той же	3	3
113	и здесь	4	3
114	и то	2	3
115	хотя и	4	3
116	в себе	11	3
117	в одном	3	3
118	том как	2	3
119	я не	3	2
120	том и	2	2
121	и есть	3	2
122	никогда не	2	2
123	и все	14	2
124	что все	2	2
125	на самом	2	2
126	в то	10	2
127	как о	3	2
128	как и	14	2
129	и как	2	2
130	но все	4	2
131	а на	2	2
132	в большинстве	2	2
133	же время	9	2
134	тот же	2	2
135	в это	3	2
136	в своей	3	2
137	свое время	2	2
138	в ряде	3	2
139	в свое	2	2
140	о нем	3	2
141	все те	2	2
142	к жизни	4	2
143	в состоянии	2	2
144	ни в	6	2
145	дело не	2	2
146	был в	2	2
147	он не	4	2
148	и для	5	2
149	в разных	2	2
150	как я	4	2
151	не мог	2	2
152	свидетельствует о	2	2
153	не имеет	3	2
154	или в	2	2
155	в силах	2	2
156	также и	2	2
157	в более	4	2
158	от этого	3	2
159	может иметь	2	2
160	и еще	2	2
161	о котором	2	2
162	во все	2	2
163	здесь только	2	2
164	до конца	2	2
165	здесь как	2	2
166	ничего не	4	2
167	но в	8	2
168	своего времени	2	2
169	это было	2	2
