N	2gram	Bakhtin_Fr_4	Narrotol
1	не только	10	32
2	может быть	2	25
3	но и	9	23
4	в качестве	3	21
5	и не	16	20
6	и в	29	19
7	то есть	21	19
8	в том	7	18
9	в этом	11	17
10	в частности	3	14
11	том что	3	14
12	своего рода	6	12
13	то что	4	11
14	не может	2	10
15	точки зрения	4	10
16	при этом	3	9
17	со стороны	2	9
18	так и	11	9
19	в его	8	9
20	с другой	4	8
21	и т.п	12	8
22	в себе	3	8
23	времени и	2	7
24	как и	12	7
25	еще не	4	7
26	к тому	2	7
27	а также	2	7
28	все же	3	7
29	как в	2	7
30	с одной	2	7
31	одной стороны	2	7
32	том числе	3	6
33	с его	4	6
34	что он	4	6
35	то в	3	6
36	но не	2	6
37	именно в	2	6
38	в себя	2	6
39	в той	2	6
40	о том	2	6
41	но в	12	6
42	и как	3	5
43	себя в	2	5
44	уже не	2	5
45	к нему	3	5
46	и его	8	5
47	в основе	2	5
48	в этой	13	5
49	далеко не	5	5
50	перед нами	4	4
51	прежде всего	8	4
52	в нем	5	4
53	у него	5	4
54	то же	10	4
55	да и	2	4
56	же время	8	4
57	связи с	2	4
58	одной из	2	4
59	как бы	8	4
60	все те	2	4
61	другой стороны	3	4
62	в особенности	2	4
63	не мог	2	4
64	числе и	2	4
65	не столько	2	4
66	сказать что	5	4
67	только в	2	4
68	здесь не	3	4
69	и с	9	4
70	же не	2	4
71	жизни в	2	3
72	никогда не	2	3
73	уже в	2	3
74	будто он	2	3
75	ни в	2	3
76	это и	5	3
77	что они	2	3
78	в сущности	6	3
79	хотя и	2	3
80	в ней	3	3
81	он не	3	3
82	и даже	3	3
83	если в	2	3
84	один из	4	3
85	с ее	3	3
86	из них	6	3
87	жизни и	4	3
88	в ее	3	3
89	в эпизоде	2	3
90	особенно в	3	3
91	как мы	10	3
92	и на	11	3
93	тем что	4	3
94	этого эпизода	7	3
95	по своей	3	3
96	в то	10	3
97	как будто	2	3
98	что это	5	3
99	бы не	2	2
100	в своем	3	2
101	что у	3	2
102	здесь и	3	2
103	от всех	2	2
104	быть может	2	2
105	вследствие чего	2	2
106	в литературе	4	2
107	на первый	2	2
108	есть в	2	2
109	более или	3	2
110	о своей	2	2
111	между ними	2	2
112	как известно	2	2
113	и тот	2	2
114	было в	2	2
115	и др	4	2
116	во второй	2	2
117	и до	5	2
118	или менее	3	2
119	так же	7	2
120	как раз	2	2
121	не на	2	2
122	как к	3	2
123	все эти	9	2
124	они не	2	2
125	и для	2	2
126	с точки	2	2
127	это не	5	2
128	роль в	3	2
129	или в	2	2
130	тому как	3	2
131	не случайно	3	2
132	в результате	4	2
133	нового времени	2	2
134	подобно тому	3	2
135	но как	3	2
136	и все	13	2
137	его в	9	2
138	для своей	2	2
139	мира и	4	2
140	к которому	2	2
141	о чем	2	2
142	и одновременно	4	2
