N	2gram	Tiupa_Disk_1	Literetu
1	а не	22	20
2	и в	16	19
3	может быть	17	17
4	своего рода	8	13
5	то же	7	12
6	и не	11	11
7	и т.п	12	10
8	в том	23	10
9	как и	16	10
10	но и	14	10
11	состоит в	9	9
12	же время	4	9
13	такого рода	4	9
14	не может	9	9
15	тогда как	19	9
16	в этом	15	9
17	в то	3	9
18	с другой	10	8
19	не только	28	8
20	и даже	3	8
21	том что	19	7
22	то что	5	7
23	так и	8	7
24	с одной	9	7
25	и т.д	4	7
26	не менее	2	6
27	однако в	3	6
28	в себе	7	6
29	одной стороны	9	6
30	при этом	13	6
31	себя в	2	6
32	и на	5	6
33	столь же	3	5
34	но не	11	5
35	в качестве	34	5
36	в году	2	5
37	того что	3	5
38	в принципе	2	5
39	коммуникативная стратегия	3	5
40	то есть	20	5
41	в рамках	5	4
42	что в	4	4
43	в частности	9	4
44	жизни в	2	4
45	прежде всего	11	4
46	и.п смирнов	3	4
47	не в	7	4
48	отнюдь не	8	4
49	того же	3	4
50	для него	4	4
51	в его	7	4
52	еще в	3	4
53	один из	3	4
54	ли не	3	4
55	человека в	2	4
56	другой стороны	3	4
57	по отношению	9	4
58	тем что	3	4
59	точки зрения	3	4
60	едва ли	2	4
61	никогда не	2	3
62	в себя	5	3
63	что он	4	3
64	в нем	9	3
65	и как	6	3
66	эстетического субъекта	2	3
67	одним из	2	3
68	в начале	2	3
69	в этой	2	3
70	эстетической деятельности	3	3
71	и он	2	3
72	в сущности	2	3
73	во всех	5	3
74	том чтобы	2	3
75	и др	2	3
76	не с	3	3
77	отношению к	9	3
78	коммуникативное событие	5	3
79	в культуре	2	3
80	данном случае	2	3
81	со стороны	7	3
82	в их	5	3
83	поскольку в	2	3
84	сознания в	2	3
85	а в	5	3
86	и его	2	3
87	х годов	2	3
88	следует признать	2	3
89	в данном	5	3
90	как к	2	3
91	в другом	2	3
92	как правило	4	3
93	в равной	2	3
94	на этом	2	2
95	том числе	2	2
96	уже в	2	2
97	не было	7	2
98	не является	4	2
99	в них	4	2
100	в какой	2	2
101	в противоположность	2	2
102	по крайней	2	2
103	в виду	2	2
104	в одном	2	2
105	в каждом	2	2
106	как уже	3	2
107	художественного письма	7	2
108	и к	4	2
109	а также	8	2
110	крайней мере	2	2
111	слово не	2	2
112	в ее	3	2
113	в дискурсе	2	2
114	в ситуации	3	2
115	е годы	2	2
116	и без	2	2
117	еще не	14	2
118	одной из	4	2
119	при всей	3	2
120	свидетельствует о	2	2
121	как бы	5	2
122	картина мира	3	2
123	себе не	3	2
124	для себя	4	2
125	говоря уже	2	2
126	что и	3	2
127	уже о	2	2
128	все же	3	2
129	с ее	2	2
130	в целом	4	2
131	из них	3	2
132	могут быть	4	2
133	в истории	4	2
134	не говоря	2	2
135	в е	2	2
136	мысли и	2	2
137	и одновременно	2	2
138	уже не	4	2
139	и что	2	2
140	коммуникативного события	14	2
141	не более	2	2
142	героя в	2	2
143	что не	4	2
144	хотя бы	3	2
145	являет собой	3	2
146	в своих	3	2
147	то с	2	2
148	потому что	4	2
149	в основе	7	2
150	подобно тому	2	2
151	на себя	2	2
152	соответствии с	2	2
153	но как	2	2
154	о том	8	2
155	представляет собой	17	2
156	тому как	3	2
157	в каждой	3	2
158	это прежде	3	2
159	но в	8	2
160	мира в	3	2
