N	2gram	Bakhtin_Pr_1	Psycholo
1	то что	8	44
2	и в	38	33
3	в этом	15	28
4	как бы	22	25
5	и что	2	25
6	для того	2	23
7	может быть	26	22
8	том что	3	22
9	того чтобы	2	22
10	что в	7	21
11	в том	8	21
12	о том	4	20
13	что он	2	20
14	как это	2	14
15	что это	2	13
16	таким образом	10	13
17	и не	42	13
18	сказать что	4	13
19	то есть	46	13
20	все это	3	13
21	в самом	7	12
22	все то	3	12
23	и все	3	12
24	было бы	8	12
25	самом деле	6	12
26	что все	2	11
27	он не	3	11
28	на то	2	10
29	не может	27	10
30	в его	43	10
31	если бы	3	10
32	то же	5	9
33	характера и	2	8
34	в своем	5	7
35	в нем	15	7
36	и только	4	7
37	не только	9	7
38	показать что	2	7
39	это не	5	6
40	в самой	2	6
41	в ней	4	6
42	и т	14	6
43	все эти	5	6
44	точки зрения	8	6
45	же самое	2	6
46	мы должны	2	6
47	на самом	4	6
48	а не	5	6
49	в себе	4	6
50	что эта	2	6
51	мы будем	3	5
52	никогда не	5	5
53	в какой	2	5
54	и как	8	5
55	в целом	3	5
56	и на	3	5
57	вовсе не	2	5
58	с ним	5	5
59	мы можем	6	5
60	ясно что	3	5
61	связь с	3	5
62	как и	7	5
63	и его	16	5
64	все же	6	5
65	и это	3	5
66	художественной формы	9	4
67	я не	2	4
68	и есть	2	4
69	в частности	2	4
70	но совершенно	2	4
71	совершенно не	7	4
72	а в	6	4
73	и других	2	4
74	с совершенно	2	4
75	того что	2	4
76	к этому	2	4
77	у нас	2	4
78	одна из	2	4
79	и о	5	4
80	себя в	2	4
81	в своей	7	4
82	на него	3	4
83	в двух	2	4
84	как мы	7	4
85	что не	4	4
86	с точки	6	4
87	в таком	3	4
88	можно было	4	4
89	по поводу	2	4
90	только в	13	4
91	слова и	3	4
92	с одной	3	3
93	что оно	2	3
94	в мире	3	3
95	ни в	11	3
96	должно быть	5	3
97	на этом	2	3
98	не можем	2	3
99	в пределах	6	3
100	одной стороны	3	3
101	например в	3	3
102	но и	9	3
103	конечно не	5	3
104	материала в	10	3
105	не было	2	3
106	здесь мы	2	3
107	в своих	2	3
108	и здесь	2	3
109	в то	4	3
110	его в	9	3
111	том как	2	3
112	в основе	5	3
113	значение имеет	3	3
114	говорить о	3	3
115	но не	12	3
116	здесь в	2	3
117	она не	2	3
118	мы в	3	3
119	что и	2	3
120	так и	5	3
121	как в	4	3
122	да и	3	3
123	дело с	6	3
124	тем самым	4	3
125	из которых	2	3
126	и он	2	3
127	и для	11	3
128	тем что	2	3
129	в виде	2	3
130	т п	13	3
131	далеко не	5	3
132	как только	3	2
133	место в	8	2
134	материала и	2	2
135	столь же	2	2
136	с другой	7	2
137	и от	3	2
138	дело и	5	2
139	была бы	2	2
140	прежде всего	13	2
141	для понимания	2	2
142	в тех	3	2
143	но которые	2	2
144	иметь дело	2	2
145	же время	3	2
146	в нашей	2	2
147	при этом	5	2
148	в каких	2	2
149	в виду	4	2
150	в котором	2	2
151	не является	3	2
152	точка зрения	3	2
153	все они	5	2
154	в их	10	2
155	другой стороны	4	2
156	не больше	3	2
157	и наконец	6	2
158	не имеет	9	2
159	есть только	2	2
160	его не	2	2
161	и с	17	2
162	материал и	2	2
163	во всем	2	2
164	также и	3	2
165	не в	7	2
166	в художественном	20	2
167	и потому	4	2
168	бы не	2	2
169	мы имеем	2	2
170	слово в	2	2
171	но в	4	2
172	а как	3	2
173	с его	2	2
174	он может	2	2
175	в них	5	2
176	и к	3	2
177	о которых	2	2
178	в ее	4	2
179	в искусстве	12	2
180	по существу	2	2
181	можно сказать	2	2
182	мы увидим	3	2
183	во всех	11	2
184	бы то	3	2
185	не все	2	2
186	и именно	2	2
187	событие в	2	2
188	не на	5	2
189	нами в	2	2
190	и эта	2	2
191	какой мере	2	2
192	хотя бы	4	2
193	и ее	2	2
194	связи с	2	2
195	на ее	3	2
196	едва ли	3	2
197	ничего не	6	2
