N	3gram	Vygotskiy__2	Hudozhes
1	в том что	17	11
2	о том что	4	7
3	то же время	2	4
4	к тому что	2	4
5	подобно тому как	2	4
6	в то же	2	4
7	том что в	2	3
8	в самом деле	11	3
9	в конечном счете	3	3
10	не может быть	8	3
11	как и в	2	3
12	тем не менее	4	3
13	для того чтобы	13	3
14	том что она	3	2
15	только в том	4	2
16	в данном случае	4	2
17	же самое что	2	2
18	так же как	4	2
19	состоит в том	2	2
20	до сих пор	5	2
21	с точки зрения	10	2
22	то же самое	6	2
23	и т д	2	2
24	можно было бы	4	2
25	того или иного	2	2
26	и т п	8	2
