N	2gram	Bakhtin_fo_2	Marksizm
1	точки зрения	10	34
2	может быть	7	26
3	и не	9	26
4	не может	2	24
5	с точки	8	20
6	и в	46	19
7	и его	12	19
8	таким образом	3	17
9	в этом	22	16
10	как бы	10	15
11	прежде всего	14	13
12	как мы	6	13
13	как и	8	12
14	и пр	2	12
15	так и	7	11
16	и для	9	11
17	связи с	8	11
18	в нем	5	10
19	и т.п	2	10
20	для него	3	9
21	лишь в	2	9
22	только в	11	9
23	при этом	6	8
24	но и	9	8
25	до сих	2	8
26	не только	11	8
27	все же	6	8
28	то что	7	8
29	сих пор	2	8
30	точка зрения	3	7
31	в связи	8	7
32	все эти	5	7
33	так же	2	7
34	но в	10	7
35	во всех	11	7
36	то же	8	7
37	а не	4	7
38	с помощью	3	6
39	в смысле	5	6
40	в том	10	6
41	кроме того	3	6
42	в пределах	5	6
43	отнюдь не	4	6
44	того же	3	6
45	в основном	8	6
46	в его	8	6
47	в разрезе	5	6
48	так сказать	7	6
49	с другой	2	5
50	в конце	2	5
51	именно в	2	5
52	не в	9	5
53	до конца	2	5
54	конечно не	4	5
55	те же	6	5
56	рядом с	2	5
57	и потому	2	5
58	и все	6	5
59	к этому	3	5
60	вовсе не	13	5
61	связи между	2	5
62	того чтобы	8	5
63	во всяком	2	5
64	что в	5	4
65	в отношении	2	4
66	дело идет	2	4
67	не является	3	4
68	здесь мы	3	4
69	а в	3	4
70	и на	7	4
71	тот же	3	4
72	жизни в	4	4
73	с этим	5	4
74	по себе	2	4
75	еще не	6	4
76	было бы	2	4
77	нет и	3	4
78	как в	4	4
79	для того	8	4
80	между ними	2	4
81	в данном	2	4
82	далеко не	2	4
83	место в	4	3
84	этом отношении	2	3
85	и есть	2	3
86	и от	2	3
87	переходим к	3	3
88	здесь в	6	3
89	или иной	2	3
90	можно сказать	2	3
91	и как	3	3
92	в дальнейшем	5	3
93	в большинстве	3	3
94	же время	4	3
95	в котором	4	3
96	из них	8	3
97	все это	6	3
98	не было	3	3
99	того что	3	3
100	в то	5	3
101	же самое	3	3
102	его в	6	3
103	большинстве случаев	3	3
104	этих форм	5	3
105	и к	2	3
106	этом случае	2	3
107	том что	4	3
108	на границе	3	3
109	в корне	2	3
110	в сущности	2	3
111	он не	5	3
112	быть и	2	3
113	в истории	4	3
114	целый ряд	3	3
115	слова и	3	3
116	и это	2	3
117	том числе	3	2
118	в частности	5	2
119	никогда не	6	2
120	дано в	2	2
121	в своем	5	2
122	что все	2	2
123	первый план	2	2
124	словом и	2	2
125	все в	2	2
126	числе и	2	2
127	в разрешении	2	2
128	в виду	3	2
129	и др	5	2
130	эти формы	2	2
131	жизни и	8	2
132	и их	4	2
133	по аналогии	2	2
134	и только	2	2
135	имеет место	3	2
136	и других	2	2
137	и даже	3	2
138	должно быть	5	2
139	ту и	2	2
140	все идеологические	2	2
141	для других	3	2
142	с этой	4	2
143	в одной	2	2
144	из этих	4	2
145	как необходимый	2	2
146	о том	4	2
147	как он	2	2
148	так как	6	2
149	и с	6	2
150	исторического времени	3	2
151	от этого	2	2
152	в основе	6	2
153	и более	2	2
154	и та	2	2
155	и во	6	2
156	в литературе	2	2
157	что он	3	2
158	в себе	4	2
159	в романе	13	2
160	у нас	2	2
161	дана как	2	2
162	то в	2	2
163	громадное значение	5	2
164	во все	2	2
165	в качестве	3	2
166	она не	2	2
167	мы уже	9	2
168	к тому	3	2
169	на первый	3	2
170	явлений и	2	2
171	зрения не	3	2
172	что и	3	2
173	и прежде	3	2
174	следовательно и	3	2
175	в двух	2	2
176	человека в	6	2
177	мира и	9	2
178	и он	4	2
179	тем что	3	2
180	могут быть	2	2
181	в другом	3	2
182	ту же	2	2
183	не знает	2	2
184	жизни но	2	2
185	там где	2	2
