N	2gram	Bakhtin_Pr_1	Problema
1	и в	38	44
2	вовсе не	2	37
3	и не	42	35
4	не есть	6	35
5	то есть	46	34
6	может быть	26	28
7	то что	8	23
8	в том	8	21
9	только в	13	19
10	а не	5	18
11	в этом	15	17
12	также и	3	16
13	сказать что	4	16
14	и даже	3	14
15	художественного произведения	11	14
16	не только	9	14
17	не в	7	13
18	и т	14	13
19	то же	5	13
20	той или	2	12
21	но в	4	12
22	том что	3	12
23	не является	3	11
24	не менее	4	10
25	но и	9	10
26	в виду	4	10
27	отнюдь не	19	10
28	у нас	2	10
29	как и	7	10
30	тем не	3	10
31	так и	5	10
32	это не	5	9
33	и от	3	9
34	и тем	3	9
35	в нем	15	9
36	не имеет	9	9
37	и с	17	9
38	же самое	2	9
39	как бы	22	9
40	что он	2	9
41	в то	4	9
42	в его	43	9
43	что и	2	9
44	как нечто	3	9
45	в данном	4	9
46	и это	3	9
47	таким образом	10	9
48	что в	7	8
49	или иной	2	8
50	ни в	11	8
51	смысле слова	2	8
52	того что	2	8
53	но это	3	8
54	было бы	8	8
55	он не	3	8
56	художественное произведение	8	8
57	как мы	7	8
58	в себе	4	8
59	связи с	2	8
60	и вообще	2	8
61	здесь не	4	8
62	с другой	7	7
63	данном случае	4	7
64	не может	27	7
65	в связи	2	7
66	все эти	5	7
67	и что	2	7
68	мы должны	2	7
69	с ним	5	7
70	и потому	4	7
71	на самом	4	7
72	никогда не	5	6
73	то ни	3	6
74	можно сказать	2	6
75	в целом	3	6
76	другими словами	2	6
77	и только	4	6
78	того или	2	6
79	ясно что	3	6
80	и к	3	6
81	о том	4	6
82	все же	6	6
83	мы можем	6	6
84	в виде	2	6
85	не было	2	5
86	в нашем	4	5
87	а только	2	5
88	да и	3	5
89	и есть	2	5
90	хотя и	3	5
91	в ней	4	5
92	другой стороны	4	5
93	все это	3	5
94	в своем	5	5
95	а в	6	5
96	точки зрения	8	5
97	и здесь	2	5
98	есть не	2	5
99	в таком	3	5
100	еще не	7	5
101	за пределы	12	5
102	и о	5	5
103	в своей	7	5
104	как в	4	5
105	тем самым	4	5
106	и его	16	5
107	едва ли	3	5
108	при этом	5	4
109	не имеют	2	4
110	совершенно не	7	4
111	ни с	2	4
112	отличается от	2	4
113	есть только	2	4
114	в искусстве	12	4
115	но как	2	4
116	раз и	2	4
117	на первый	2	4
118	бы то	3	4
119	мы в	3	4
120	в ее	4	4
121	только при	2	4
122	в чем	2	4
123	или в	2	4
124	можно было	4	4
125	тем что	2	4
126	дело в	2	4
127	как только	3	3
128	и другие	2	3
129	что это	2	3
130	формы и	5	3
131	прежде всего	13	3
132	на то	2	3
133	в тех	3	3
134	ни было	3	3
135	и как	8	3
136	с самим	2	3
137	кроме того	3	3
138	случае не	2	3
139	в самом	7	3
140	и значение	2	3
141	отношения к	6	3
142	чем не	2	3
143	может иметь	5	3
144	его в	9	3
145	или как	3	3
146	ни к	2	3
147	если бы	3	3
148	или иного	2	3
149	художественном произведении	5	3
150	о которых	2	3
151	говорить о	3	3
152	но не	12	3
153	здесь в	2	3
154	в художественном	20	3
155	она не	2	3
156	его как	3	3
157	и все	3	3
158	самом деле	6	3
159	хотя бы	4	3
160	то или	2	3
161	отличие от	5	3
162	с другими	3	3
163	и ее	2	3
164	в таких	2	3
165	слова и	3	3
166	ничего не	6	3
167	или иное	2	2
168	мы будем	3	2
169	в частности	2	2
170	в этих	2	2
171	все они	5	2
172	что все	2	2
173	в известной	3	2
174	в нашей	2	2
175	по поводу	2	2
176	искусства и	3	2
177	в котором	2	2
178	природы и	3	2
179	в их	10	2
180	с одной	3	2
181	что оно	2	2
182	произведения и	2	2
183	дает нам	2	2
184	его не	2	2
185	в основе	5	2
186	в начале	2	2
187	как это	2	2
188	мы имеем	2	2
189	том как	2	2
190	произведения в	5	2
191	в самой	2	2
192	а как	3	2
193	и более	2	2
194	и во	2	2
195	своим предметом	4	2
196	она может	3	2
197	по существу	2	2
198	а к	2	2
199	и при	2	2
200	от него	3	2
201	действительности но	2	2
202	во всех	11	2
203	относится и	2	2
204	в слове	3	2
205	и искусства	2	2
206	себе не	2	2
207	для нее	8	2
208	произведение в	6	2
209	себя в	2	2
210	и именно	2	2
211	не будем	3	2
212	в отличие	5	2
213	метафора и	2	2
214	нами в	2	2
215	на ее	3	2
216	из которых	2	2
217	и у	2	2
218	значение но	2	2
219	и для	11	2
220	с точки	6	2
221	но с	3	2
222	первый план	2	2
223	могут быть	5	2
224	в другом	2	2
