N	2gram	Medvedev_F_2	FransuaR
1	и в	38	40
2	и его	21	17
3	прежде всего	15	16
4	в этом	27	15
5	не только	9	13
6	и не	20	13
7	в его	10	13
8	что в	7	12
9	вовсе не	11	12
10	как и	9	11
11	но и	13	11
12	таким образом	20	10
13	как мы	7	10
14	и все	3	9
15	в сущности	4	9
16	может быть	23	9
17	он не	6	9
18	отношение к	2	8
19	в том	11	8
20	и до	3	8
21	все эти	6	8
22	в эпоху	2	8
23	и с	9	8
24	и на	3	8
25	но в	4	8
26	и др	3	7
27	то же	6	7
28	он и	3	7
29	в виду	2	7
30	в этих	2	6
31	к этому	4	6
32	же время	5	6
33	в самом	16	6
34	во всех	5	6
35	в своей	7	6
36	и других	2	6
37	в той	2	6
38	связи с	13	6
39	в то	5	6
40	до конца	2	6
41	здесь и	4	5
42	как раз	6	5
43	в нем	13	5
44	то что	6	5
45	в связи	10	5
46	не было	6	5
47	а не	6	5
48	и для	5	5
49	в основе	5	5
50	так сказать	3	5
51	в особенности	4	5
52	для него	7	5
53	том что	2	4
54	было бы	6	4
55	в ней	6	4
56	из них	4	4
57	даже в	2	4
58	ни в	2	4
59	один из	2	4
60	жизни и	3	4
61	в их	6	4
62	все это	3	4
63	так в	3	4
64	еще более	5	4
65	роль в	3	4
66	только на	3	4
67	и о	2	4
68	того чтобы	3	4
69	особенно в	3	4
70	и даже	4	4
71	и здесь	3	4
72	в истории	6	4
73	так как	4	4
74	в области	3	4
75	с его	11	3
76	всех этих	3	3
77	они были	2	3
78	если бы	5	3
79	и от	2	3
80	для понимания	6	3
81	и к	4	3
82	он был	2	3
83	в ее	2	3
84	мы видели	4	3
85	но это	2	3
86	в этой	6	3
87	для этого	2	3
88	кроме того	2	3
89	но именно	3	3
90	как бы	4	3
91	со всею	2	3
92	и наконец	4	3
93	что и	8	3
94	вместе с	6	3
95	так и	8	3
96	как в	4	3
97	во всей	2	3
98	и прежде	3	3
99	не может	14	3
100	а в	6	3
101	на самом	3	3
102	там где	4	3
103	самом деле	8	3
104	слово в	2	3
105	в значительной	3	3
106	для того	3	3
107	между ними	2	3
108	и как	3	3
109	не так	2	3
110	но все	3	3
111	сказать что	2	3
112	между тем	2	3
113	тем что	8	3
114	при этом	9	3
115	же и	2	3
116	в отличие	2	3
117	они не	4	3
118	только в	6	3
119	но ведь	3	3
120	в конце	2	3
121	здесь не	4	3
122	их в	2	3
123	отличие от	2	3
124	в других	7	3
125	слова в	3	2
126	уже в	2	2
127	времени и	2	2
128	представление о	2	2
129	чем он	4	2
130	хотя бы	6	2
131	с другой	3	2
132	это не	2	2
133	перехода от	2	2
134	из этих	3	2
135	одного из	3	2
136	с нею	2	2
137	что он	5	2
138	мы знаем	3	2
139	как его	2	2
140	все же	8	2
141	это и	5	2
142	в дальнейшем	4	2
143	на этом	2	2
144	но не	2	2
145	и другие	2	2
146	например в	3	2
147	значительной степени	3	2
148	к нему	3	2
149	по преимуществу	5	2
150	из этого	2	2
151	в котором	2	2
152	слова и	7	2
153	в целом	3	2
154	не к	2	2
155	вот как	4	2
156	в корне	7	2
157	в языке	6	2
158	при анализе	2	2
159	или же	2	2
160	этом отношении	7	2
161	именно в	5	2
162	в последних	2	2
163	с помощью	10	2
164	лишь в	7	2
165	тем же	3	2
166	что для	2	2
167	потому что	2	2
168	говорит он	5	2
169	материал и	3	2
170	он в	2	2
171	с этим	5	2
172	даже и	4	2
173	точки зрения	8	2
174	и ее	6	2
175	но как	2	2
176	и это	2	2
177	язык и	7	2
178	в которой	2	2
179	в плане	2	2
180	мы не	3	2
181	как о	4	2
