N	2gram	Trubetskoy_1	Marksizm
1	точки зрения	13	34
2	может быть	10	26
3	и не	8	26
4	не может	4	24
5	с точки	6	20
6	и в	26	19
7	таким образом	22	17
8	в этом	15	16
9	как бы	12	15
10	в процессе	2	14
11	прежде всего	2	13
12	так и	6	11
13	и для	5	11
14	связи с	9	11
15	в самом	4	10
16	в нем	4	10
17	ни было	2	10
18	для него	3	9
19	лишь в	5	9
20	в результате	3	9
21	только в	4	9
22	при этом	3	8
23	бы то	2	8
24	но и	9	8
25	то ни	2	8
26	до сих	5	8
27	не только	10	8
28	все же	6	8
29	то что	7	8
30	сих пор	5	8
31	в связи	3	7
32	все эти	6	7
33	так же	5	7
34	и те	3	7
35	но в	7	7
36	во всех	2	7
37	то же	4	7
38	а не	5	7
39	в смысле	4	6
40	в том	11	6
41	и здесь	2	6
42	того же	6	6
43	в его	5	6
44	с другой	8	5
45	в конце	6	5
46	именно в	2	5
47	не в	2	5
48	конечно не	2	5
49	те же	2	5
50	в начале	2	5
51	и потому	6	5
52	и все	2	5
53	к этому	3	5
54	того чтобы	5	5
55	хотя бы	3	5
56	во всяком	6	5
57	ничего общего	2	5
58	ясно что	3	5
59	самого начала	2	4
60	что в	9	4
61	не менее	3	4
62	в отношении	6	4
63	с самого	3	4
64	а в	4	4
65	и на	2	4
66	тот же	2	4
67	сказать что	2	4
68	еще не	2	4
69	для того	5	4
70	далеко не	4	4
71	психической жизни	2	4
72	этом отношении	2	3
73	и от	4	3
74	или иной	2	3
75	можно сказать	3	3
76	и как	3	3
77	же время	2	3
78	в котором	4	3
79	из них	7	3
80	все это	6	3
81	всех других	2	3
82	не было	2	3
83	конце концов	3	3
84	того что	3	3
85	не имеет	5	3
86	с другими	4	3
87	между тем	2	3
88	для каждого	2	3
89	в то	4	3
90	же самое	2	3
91	и действительно	2	3
92	не могут	2	3
93	и к	5	3
94	том что	7	3
95	и при	3	3
96	мы должны	6	3
97	одной из	5	3
98	общего с	2	3
99	он не	4	3
100	быть и	2	3
101	целый ряд	4	3
102	на этот	4	3
103	но все	7	3
104	и это	2	3
105	в которой	3	3
106	в области	9	3
107	том числе	5	2
108	же как	3	2
109	никогда не	5	2
110	в своем	3	2
111	что все	4	2
112	тем не	3	2
113	никто из	2	2
114	числе и	4	2
115	в свою	2	2
116	одним из	2	2
117	для всех	2	2
118	но если	2	2
119	и является	2	2
120	в виду	2	2
121	всяком случае	6	2
122	подойти к	3	2
123	жизни и	2	2
124	и только	4	2
125	между этими	2	2
126	и даже	3	2
127	с этой	3	2
128	из этих	10	2
129	к его	2	2
130	о том	6	2
131	так как	9	2
132	и с	10	2
133	если бы	3	2
134	не как	2	2
135	еще только	2	2
136	но при	2	2
137	что он	4	2
138	в себе	6	2
139	в качестве	3	2
140	тех пор	2	2
141	к тому	6	2
142	говорили о	2	2
143	не могло	2	2
144	что и	6	2
145	отношению к	3	2
146	благодаря этому	2	2
147	культуры и	3	2
148	из которых	4	2
149	в таком	3	2
150	или иначе	3	2
151	связана с	2	2
152	мы можем	2	2
153	и т.д	6	2
154	из этого	2	2
155	этими двумя	2	2
156	из него	2	2
