N	2gram	Potebnia_M_3	Problemy
1	и в	30	34
2	и не	15	29
3	как бы	3	27
4	что он	6	23
5	в его	4	22
6	может быть	28	19
7	в нем	9	19
8	не может	6	19
9	и все	3	19
10	как и	10	18
11	все это	4	16
12	и его	4	16
13	в этом	10	16
14	и с	2	15
15	прежде всего	3	15
16	что я	5	15
17	он не	4	15
18	то же	23	14
19	к нему	3	14
20	самом деле	2	13
21	для него	9	13
22	но и	19	12
23	же время	5	12
24	потому что	46	12
25	в то	10	12
26	вовсе не	7	11
27	то что	18	11
28	не только	21	10
29	слова и	5	10
30	не в	15	9
31	а не	15	9
32	себя и	4	8
33	в самом	8	8
34	и т	5	8
35	так же	3	8
36	точки зрения	2	8
37	с ним	6	8
38	что же	2	8
39	и слово	6	8
40	слова в	7	7
41	что в	17	7
42	и даже	2	7
43	отношении к	2	7
44	этого слова	11	7
45	все же	2	7
46	на него	3	7
47	как мы	7	7
48	что не	8	7
49	там где	3	7
50	что они	2	6
51	у меня	2	6
52	отношение к	2	6
53	не знает	3	6
54	и на	3	6
55	слово с	2	6
56	от него	2	6
57	мы уже	2	6
58	для себя	3	6
59	отношению к	5	6
60	так и	11	6
61	т п	2	6
62	в себе	16	6
63	только в	21	6
64	что это	4	5
65	и от	4	5
66	к тому	7	5
67	так что	7	5
68	но все	2	5
69	и что	10	5
70	того что	18	5
71	в целом	3	5
72	из них	6	5
73	по отношению	5	5
74	таким образом	14	5
75	а в	12	5
76	и наконец	2	5
77	мы должны	4	5
78	с тем	7	5
79	это слово	4	5
80	в одном	2	5
81	даже в	2	5
82	что и	13	5
83	к своему	2	5
84	в слове	32	5
85	в чем	3	5
86	с другой	7	4
87	что все	3	4
88	ни в	2	4
89	но это	6	4
90	у него	2	4
91	при этом	3	4
92	на его	2	4
93	его с	2	4
94	но как	2	4
95	в начале	3	4
96	его в	3	4
97	так как	13	4
98	если бы	12	4
99	он как	2	4
100	но не	7	4
101	еще не	5	4
102	с таким	2	4
103	как в	10	4
104	только на	3	4
105	все равно	4	4
106	с другими	5	4
107	тем что	7	4
108	в виде	2	4
109	и это	4	4
110	вместе с	12	4
111	не менее	5	3
112	уже в	5	3
113	в каждом	3	3
114	его к	2	3
115	словом и	5	3
116	в том	32	3
117	сливается с	2	3
118	что с	2	3
119	в котором	4	3
120	есть только	5	3
121	мы видели	4	3
122	жизни и	2	3
123	другой стороны	4	3
124	к одному	5	3
125	должно быть	5	3
126	слова с	3	3
127	их в	2	3
128	в ней	8	3
129	говорить о	3	3
130	бы в	2	3
131	от другого	3	3
132	этого не	3	3
133	не как	2	3
134	по крайней	5	3
135	по себе	16	3
136	в ее	2	3
137	том что	18	3
138	по своему	2	3
139	между тем	9	3
140	со словом	4	3
141	крайней мере	5	3
142	в своей	2	3
143	только что	8	3
144	а с	2	3
145	если не	4	3
146	и как	5	3
147	слов в	2	3
148	и то	8	3
149	эти слова	2	3
150	далеко не	4	3
151	а между	2	3
152	это было	3	3
153	в человеке	3	2
154	не было	4	2
155	сама по	2	2
156	в душе	10	2
157	тому что	3	2
158	столь же	4	2
159	с этой	2	2
160	та же	2	2
161	эти последние	2	2
162	это в	2	2
163	тем не	3	2
164	в последнем	3	2
165	и если	2	2
166	например в	6	2
167	к слову	2	2
168	что такое	2	2
169	же и	3	2
170	и внутреннюю	2	2
171	был бы	2	2
172	один из	4	2
173	в форме	2	2
174	друг друга	3	2
175	по которому	5	2
176	в своем	5	2
177	т д	3	2
178	я как	5	2
179	что оно	11	2
180	те же	6	2
181	но только	2	2
182	как слово	3	2
183	как на	5	2
184	отказаться от	2	2
185	в которых	2	2
186	с этим	6	2
187	самого себя	3	2
188	что даже	4	2
189	о том	2	2
190	тогда и	3	2
191	сказать что	5	2
192	слово в	4	2
193	нет ни	2	2
194	теперь не	2	2
195	я и	3	2
196	вне себя	2	2
197	одно только	3	2
198	во время	2	2
199	а как	2	2
200	смысле этого	7	2
201	мысли о	2	2
202	в них	5	2
203	его внутреннюю	2	2
204	слово не	5	2
205	это и	2	2
206	а к	3	2
207	и слова	2	2
208	было бы	9	2
209	если б	5	2
210	за пределы	2	2
211	к ней	5	2
212	и потому	4	2
213	но этот	2	2
214	слова не	2	2
215	так в	2	2
216	входит в	2	2
217	бы не	4	2
218	не я	3	2
219	уже не	6	2
220	в которой	3	2
221	той же	2	2
222	такая же	2	2
223	и без	7	2
224	тому как	5	2
225	не то	3	2
226	подобно тому	2	2
227	за ним	3	2
228	и вообще	3	2
229	так сказать	2	2
