N	2gram	Tiupa_Lite_3	Dialekti
1	и не	22	30
2	а не	12	18
3	может быть	12	17
4	то что	12	16
5	и в	16	15
6	как бы	8	14
7	точки зрения	7	14
8	того что	9	13
9	по себе	2	13
10	это не	5	12
11	прежде всего	3	11
12	и вот	2	11
13	в том	12	11
14	не может	8	11
15	в этом	14	11
16	с ее	3	10
17	в основе	5	10
18	потому что	3	10
19	том что	8	10
20	было бы	2	9
21	то же	9	9
22	уже не	3	9
23	с точки	3	9
24	не в	10	8
25	в себе	6	8
26	не только	14	8
27	и ее	2	8
28	что в	2	7
29	что он	5	7
30	как и	5	7
31	и его	6	7
32	только в	7	7
33	же время	7	6
34	хотя и	4	6
35	и тем	3	6
36	а именно	5	6
37	и даже	2	6
38	если бы	2	6
39	в то	9	6
40	что и	2	6
41	я не	2	5
42	так и	9	5
43	на то	2	5
44	можно сказать	2	5
45	того чтобы	2	5
46	в нем	2	5
47	именно в	5	5
48	и на	2	5
49	о том	6	5
50	с его	6	5
51	личности в	3	5
52	в жизни	8	5
53	субъекта и	5	5
54	то в	3	5
55	что я	5	5
56	для того	2	5
57	и для	4	5
58	той же	3	5
59	и как	3	4
60	в этой	8	4
61	один из	2	4
62	жизни и	3	4
63	ни с	2	4
64	но и	14	4
65	на свете	2	4
66	так же	2	4
67	с ними	2	4
68	и с	2	4
69	той или	2	4
70	уже о	3	4
71	в одном	4	4
72	отнюдь не	3	4
73	не как	2	4
74	то ни	2	4
75	еще не	6	4
76	как раз	2	4
77	тому как	3	4
78	в его	6	4
79	подобно тому	2	4
80	только для	3	3
81	не всегда	2	3
82	тем самым	7	3
83	в свою	2	3
84	и если	4	3
85	себя и	2	3
86	совершенно не	3	3
87	к жизни	2	3
88	говоря уже	4	3
89	не говоря	4	3
90	в словах	3	3
91	отношения к	3	3
92	и об	2	3
93	свободы и	2	3
94	и наконец	3	3
95	это будет	2	3
96	но в	3	3
97	сознания и	2	3
98	к этому	2	3
99	личности с	3	3
100	у нас	2	3
101	так чтобы	2	3
102	в своей	7	3
103	как таковое	2	3
104	и потому	2	3
105	со стороны	7	3
106	когда он	2	3
107	в природе	4	3
108	бы и	3	3
109	как в	5	3
110	что не	2	3
111	в данном	4	3
112	едва ли	3	3
113	в области	3	3
114	не менее	2	2
115	в противоположность	2	2
116	в частности	11	2
117	с этой	2	2
118	вопрос о	2	2
119	это как	3	2
120	как о	2	2
121	при этом	15	2
122	в самом	3	2
123	от себя	2	2
124	никогда не	4	2
125	из них	4	2
126	другой стороны	2	2
127	и только	2	2
128	за его	2	2
129	быть не	2	2
130	лишь в	5	2
131	должно быть	4	2
132	я говорю	2	2
133	как это	3	2
134	однако в	4	2
135	в ее	5	2
136	все же	2	2
137	со всей	2	2
138	объекта в	2	2
139	в качестве	5	2
140	о нем	2	2
141	оно не	2	2
142	себя в	7	2
143	во всех	2	2
144	вместе с	5	2
145	ее в	2	2
146	художественное произведение	2	2
147	и тогда	2	2
148	во всей	2	2
149	в глубине	2	2
150	или иначе	2	2
151	тем что	2	2
152	и при	2	2
153	как будто	4	2
154	и жизни	3	2
155	отличие от	5	2
156	для меня	2	2
