N	2gram	Voloshinov_1	Myshleni
1	то что	8	26
2	что он	2	25
3	в этом	10	25
4	потому что	5	21
5	таким образом	7	19
6	в том	2	18
7	не может	12	18
8	точки зрения	10	18
9	того чтобы	7	17
10	и в	38	16
11	того что	4	16
12	так как	7	16
13	не только	27	16
14	так же	4	15
15	том что	3	15
16	для того	9	14
17	сказать что	3	13
18	между собой	2	13
19	в процессе	6	13
20	вопрос о	2	12
21	и не	14	12
22	и развития	3	12
23	в области	5	12
24	отношение к	2	11
25	в его	6	11
26	но не	2	10
27	с помощью	6	10
28	было бы	7	10
29	как мы	9	10
30	а не	6	10
31	только в	6	10
32	в отношении	2	9
33	может быть	13	9
34	с точки	5	9
35	должно быть	2	8
36	о том	4	8
37	как это	5	8
38	в основе	2	8
39	если бы	4	8
40	как и	10	8
41	мы должны	10	8
42	он не	2	8
43	то же	14	8
44	тем самым	7	8
45	внутренняя речь	5	7
46	в нем	4	7
47	так и	6	7
48	представляет собой	2	7
49	внутренней речи	18	7
50	если мы	4	7
51	в какой	2	6
52	не в	6	6
53	в этой	6	6
54	и следовательно	5	6
55	но и	13	6
56	что оно	3	6
57	развития в	2	6
58	и на	6	6
59	но в	5	6
60	связанные с	2	6
61	языка и	4	6
62	к тому	4	6
63	в той	5	6
64	этот вопрос	2	6
65	мы можем	7	6
66	речи и	6	6
67	самого начала	4	5
68	никогда не	7	5
69	тому что	5	5
70	для него	3	5
71	как бы	28	5
72	не является	5	5
73	но мы	2	5
74	хотя бы	18	5
75	еще более	2	5
76	этом отношении	2	5
77	не знает	3	5
78	в то	9	5
79	с ним	2	5
80	он должен	3	5
81	можно сказать	4	5
82	тот же	2	5
83	как в	2	5
84	с самого	4	5
85	можно было	4	5
86	тем что	2	5
87	в которой	7	5
88	ничего не	8	5
89	зависит от	2	4
90	все эти	2	4
91	это не	3	4
92	в свою	6	4
93	при этом	9	4
94	в самом	4	4
95	в целом	4	4
96	и их	5	4
97	речь и	4	4
98	речи не	2	4
99	что мы	11	4
100	же самое	5	4
101	бы в	5	4
102	точек зрения	4	4
103	мы видим	3	4
104	ответить на	2	4
105	в качестве	4	4
106	еще не	3	4
107	вместе с	5	4
108	той же	5	4
109	и то	3	4
110	и т.д	21	4
111	значений слов	2	4
112	в частности	3	3
113	перейти к	2	3
114	прежде всего	21	3
115	как уже	2	3
116	оно является	2	3
117	и как	9	3
118	но это	2	3
119	самом деле	4	3
120	свою очередь	4	3
121	но как	2	3
122	но что	3	3
123	к нему	2	3
124	и является	5	3
125	и тем	6	3
126	мы видели	5	3
127	его и	3	3
128	от того	3	3
129	еще и	2	3
130	а в	5	3
131	речь есть	2	3
132	и с	5	3
133	по своей	2	3
134	обратное влияние	5	3
135	в этих	2	3
136	между тем	3	3
137	мы не	9	3
138	между двумя	2	3
139	с тем	8	3
140	с этим	2	3
141	в одном	3	3
142	к этому	2	3
143	этом случае	3	3
144	все же	7	3
145	по своему	3	3
146	одной из	2	3
147	что и	3	3
148	сих пор	2	3
149	из которых	3	3
150	и его	7	3
151	связи с	3	3
152	вопроса о	4	3
153	ответ на	2	3
154	как с	2	3
155	мы будем	6	2
156	до того	3	2
157	друг другу	2	2
158	что у	3	2
159	и от	7	2
160	а этот	2	2
161	но все	4	2
162	очевидно что	2	2
163	на его	5	2
164	в ней	8	2
165	эти три	2	2
166	в виду	3	2
167	совершенно не	3	2
168	в котором	3	2
169	в своей	2	2
170	из них	3	2
171	мы говорили	2	2
172	все это	4	2
173	язык и	9	2
174	отношения к	3	2
175	те же	4	2
176	и тому	3	2
177	на отдельные	2	2
178	и даже	3	2
179	который мы	2	2
180	которые являются	2	2
181	в своих	2	2
182	и здесь	3	2
183	с развитием	2	2
184	что эти	2	2
185	их в	3	2
186	речи то	2	2
187	же мы	5	2
188	речи но	2	2
189	в зависимости	5	2
190	что было	3	2
191	в жизни	2	2
192	но при	3	2
193	если он	3	2
194	вовсе не	2	2
195	его в	4	2
196	есть не	2	2
197	не с	3	2
198	и к	4	2
199	видим что	2	2
200	у нас	4	2
201	зависимости от	5	2
202	мы имели	2	2
203	слов и	7	2
204	во второй	3	2
205	жизни и	3	2
206	в первой	2	2
207	и потому	2	2
208	во всех	6	2
209	только на	3	2
210	тому же	2	2
211	а с	5	2
212	должны были	2	2
213	к полному	2	2
214	т.д и	5	2
215	только одним	2	2
216	ни на	3	2
217	зависимость между	3	2
218	и поэтому	3	2
