N	2gram	Nazirov_Tr_1	Tvorches
1	у достоевского	5	30
2	и в	18	20
3	в году	9	16
4	в романе	10	15
5	романах достоевского	2	13
6	не только	8	13
7	никогда не	2	11
8	преступлении и	2	11
9	как бы	7	11
10	в преступлении	2	10
11	и наказании	2	10
12	в его	3	10
13	в то	5	10
14	достоевского в	3	9
15	и его	6	9
16	и не	7	9
17	прежде всего	4	8
18	в том	2	8
19	при этом	3	8
20	ивана карамазова	2	8
21	но и	4	8
22	может быть	7	8
23	в этом	9	8
24	и с	7	8
25	это не	5	7
26	же время	6	7
27	что в	4	7
28	не может	5	7
29	то же	5	7
30	достоевский в	7	7
31	потому что	2	7
32	у него	6	6
33	в конце	3	6
34	что он	6	6
35	как и	5	6
36	в целом	4	6
37	князь мышкин	2	6
38	так и	5	6
39	все это	4	6
40	в бесах	9	6
41	в основном	3	6
42	романа достоевского	2	5
43	в мире	3	5
44	но это	4	5
45	еще не	4	5
46	достоевский не	4	5
47	и сам	3	5
48	все же	5	5
49	и даже	4	5
50	так же	4	5
51	и на	7	5
52	в этой	4	5
53	о том	2	5
54	то есть	3	5
55	об этом	4	4
56	в душе	2	4
57	том что	4	4
58	в дальнейшем	5	4
59	отнюдь не	3	4
60	что она	2	4
61	образ князя	4	4
62	как в	3	4
63	в известной	2	4
64	все эти	3	4
65	тем самым	3	4
66	не в	2	4
67	настасья филипповна	2	4
68	ничего не	2	4
69	но в	6	4
70	записках из	3	3
71	это был	2	3
72	он сам	7	3
73	что достоевский	4	3
74	в образе	6	3
75	с ним	3	3
76	роман достоевского	2	3
77	одна из	2	3
78	для него	3	3
79	своего рода	3	3
80	в самом	2	3
81	о жизни	2	3
82	он не	2	3
83	один из	3	3
84	в нем	4	3
85	романе идиот	3	3
86	то что	4	3
87	и это	2	3
88	по мнению	2	3
89	великий писатель	2	3
90	уже не	2	3
91	романа и	3	3
92	в таком	2	3
93	в рассказе	2	3
94	тем что	2	3
95	в себе	4	3
96	как у	2	3
97	его в	2	3
98	в записках	2	3
99	в письмах	2	3
100	уже в	3	2
101	но достоевский	4	2
102	в силах	2	2
103	по словам	2	2
104	это уже	2	2
105	образе князя	2	2
106	в одном	2	2
107	я не	4	2
108	а я	5	2
109	и ее	2	2
110	человеческой личности	2	2
111	в ее	2	2
112	так что	2	2
113	что я	4	2
114	права на	2	2
115	отказывается от	2	2
116	в частности	2	2
117	достоевским в	2	2
118	к жизни	5	2
119	я буду	2	2
120	с иваном	2	2
121	веру в	2	2
122	в отличие	2	2
123	но эта	2	2
124	и что	4	2
125	и он	3	2
126	не так	2	2
127	друг друга	2	2
128	имеет в	2	2
129	тут же	2	2
130	не случайно	2	2
131	что этот	2	2
132	в виде	2	2
133	для достоевского	2	2
134	он всегда	4	2
135	xix веке	2	2
136	отличие от	2	2
137	одном из	2	2
