N	2gram	Potebnia_M_3	FransuaR
1	и в	30	56
2	то есть	34	24
3	в его	4	18
4	таким образом	14	17
5	в этом	10	14
6	в том	32	13
7	так и	11	13
8	и его	4	12
9	в то	10	12
10	как бы	3	11
11	в них	5	11
12	то же	23	11
13	же время	5	10
14	еще не	5	10
15	мы уже	2	10
16	и до	2	10
17	только в	21	9
18	в самом	8	9
19	но и	19	9
20	и не	15	9
21	том что	18	8
22	по своему	2	8
23	не только	21	8
24	в нем	9	8
25	сих пор	3	8
26	все это	4	8
27	и даже	2	8
28	до сих	3	8
29	и с	2	8
30	у него	2	7
31	как мы	7	7
32	и на	3	7
33	прежде всего	3	6
34	вовсе не	7	6
35	в ее	2	6
36	мы видим	2	6
37	в этой	2	6
38	языка и	2	6
39	той же	2	6
40	потому что	46	6
41	на его	2	6
42	точки зрения	2	6
43	связи с	2	6
44	и все	3	6
45	но не	7	5
46	как и	10	5
47	он не	4	5
48	один из	4	5
49	мы видели	4	5
50	что в	17	5
51	не было	4	5
52	во время	2	5
53	так сказать	2	5
54	в области	2	5
55	что все	3	4
56	что это	4	4
57	в себе	16	4
58	например в	6	4
59	за пределы	2	4
60	в ней	8	4
61	и потому	4	4
62	даже в	2	4
63	с одной	7	4
64	при этом	3	4
65	того чтобы	3	4
66	их в	2	4
67	о том	2	4
68	так как	13	4
69	в которой	3	4
70	перед нами	2	3
71	в своем	5	3
72	не подлежит	2	3
73	в образе	3	3
74	во времена	2	3
75	так что	7	3
76	в большей	2	3
77	не были	2	3
78	может быть	28	3
79	и о	2	3
80	одной из	2	3
81	был бы	2	3
82	что и	13	3
83	то что	18	3
84	время в	3	3
85	образом и	3	3
86	связь с	3	3
87	в форме	2	3
88	в их	2	3
89	что для	4	3
90	там где	3	3
91	уже не	6	3
92	и наконец	2	3
93	не в	15	3
94	сказать что	5	3
95	между тем	9	3
96	можно видеть	5	3
97	его к	2	3
98	слова и	5	3
99	бы в	2	3
100	только не	2	2
101	если бы	12	2
102	в виде	2	2
103	на котором	2	2
104	в речи	2	2
105	с другой	7	2
106	уже в	5	2
107	не как	2	2
108	в других	2	2
109	могла быть	2	2
110	в одном	2	2
111	человека и	5	2
112	это в	2	2
113	к этому	3	2
114	для понимания	4	2
115	что он	6	2
116	можно сказать	3	2
117	так например	2	2
118	ни в	2	2
119	и как	5	2
120	но это	6	2
121	между людьми	2	2
122	то время	4	2
123	для него	9	2
124	когда в	2	2
125	одной стороны	3	2
126	было бы	9	2
127	в действительности	5	2
128	из них	6	2
129	несмотря на	2	2
130	действительности и	3	2
131	ни о	3	2
132	а в	12	2
133	в котором	4	2
134	вопрос об	2	2
135	его жизни	2	2
136	все же	2	2
137	в своей	2	2
138	вместе с	12	2
139	самом деле	2	2
140	что она	3	2
141	или менее	3	2
142	только на	3	2
143	другой стороны	4	2
144	целый ряд	2	2
145	так же	3	2
146	не может	6	2
147	в каком	5	2
148	того как	4	2
149	образом в	3	2
150	с какою	4	2
151	а не	15	2
152	для того	4	2
153	к нему	3	2
154	все остальные	3	2
155	его в	3	2
156	в слове	32	2
157	мы не	9	2
158	между собою	6	2
159	и то	8	2
160	с этой	2	2
161	людей и	2	2
162	в которых	2	2
163	и при	4	2
164	на мир	2	2
165	языка в	5	2
166	что они	2	2
167	далеко не	4	2
168	здесь как	3	2
169	с тем	7	2
170	с ним	6	2
171	более или	3	2
172	нет ни	2	2
173	он говорит	2	2
174	во многом	2	2
