N	2gram	Vygotskiy__4	Marksizm
1	точки зрения	6	34
2	может быть	22	26
3	и не	13	26
4	не может	10	24
5	с точки	4	20
6	и в	33	19
7	и его	5	19
8	таким образом	13	17
9	в этом	28	16
10	как бы	25	15
11	прежде всего	2	13
12	как мы	4	13
13	как и	5	12
14	так и	3	11
15	если мы	12	11
16	и для	3	11
17	связи с	2	11
18	в самом	12	10
19	в нем	7	10
20	самом деле	12	10
21	в результате	2	9
22	только в	4	9
23	при этом	2	8
24	бы то	2	8
25	но и	3	8
26	до сих	3	8
27	не только	7	8
28	все же	5	8
29	то что	44	8
30	сих пор	3	8
31	точка зрения	2	7
32	все эти	6	7
33	так же	13	7
34	но в	2	7
35	в ее	2	7
36	во всех	2	7
37	то же	9	7
38	а не	6	7
39	слова как	3	7
40	в том	21	6
41	в пределах	3	6
42	другой стороны	2	6
43	и здесь	3	6
44	в его	10	6
45	мы не	5	6
46	ничего не	2	6
47	с другой	2	5
48	в конце	8	5
49	именно в	2	5
50	мы знаем	2	5
51	не в	2	5
52	совершается в	2	5
53	до конца	7	5
54	конечно не	3	5
55	те же	2	5
56	и потому	2	5
57	и все	12	5
58	к этому	4	5
59	вовсе не	5	5
60	того чтобы	22	5
61	хотя бы	2	5
62	этот вопрос	4	5
63	во всяком	3	5
64	ясно что	5	5
65	самого начала	5	4
66	что в	21	4
67	вопрос о	2	4
68	с самого	5	4
69	в ней	6	4
70	не является	2	4
71	здесь мы	3	4
72	а в	4	4
73	и на	5	4
74	тот же	3	4
75	сказать что	13	4
76	с этим	5	4
77	по себе	9	4
78	было бы	12	4
79	не будет	4	4
80	как в	3	4
81	для того	23	4
82	и эта	2	4
83	далеко не	3	4
84	место в	2	3
85	и есть	4	3
86	понятно что	3	3
87	в какой	5	3
88	и от	2	3
89	а как	2	3
90	здесь в	3	3
91	можно сказать	2	3
92	и как	5	3
93	же время	2	3
94	в котором	2	3
95	из них	4	3
96	все это	13	3
97	не было	3	3
98	конце концов	3	3
99	того что	4	3
100	к другой	2	3
101	не имеет	2	3
102	и формы	2	3
103	в то	3	3
104	же самое	6	3
105	его в	3	3
106	слово в	2	3
107	смысле этого	3	3
108	он может	2	3
109	в каком	8	3
110	и к	2	3
111	том что	22	3
112	мы должны	6	3
113	совершенно не	4	3
114	в сущности	6	3
115	он не	11	3
116	в своей	4	3
117	целый ряд	5	3
118	это и	5	3
119	на самом	6	3
120	сводится к	2	3
121	на этот	3	3
122	но все	2	3
123	между двумя	2	3
124	и ее	2	3
125	слова и	4	3
126	и это	5	3
127	в которой	4	3
128	сама по	3	2
129	самое это	2	2
130	же как	3	2
131	в частности	4	2
132	никогда не	5	2
133	это делает	2	2
134	тому что	6	2
135	в своем	7	2
136	что все	11	2
137	одной и	2	2
138	нам придется	3	2
139	ни в	3	2
140	как она	10	2
141	в действительности	2	2
142	и той	2	2
143	но если	3	2
144	и является	2	2
145	в виду	2	2
146	всяком случае	3	2
147	ни одной	3	2
148	себе и	2	2
149	с ее	3	2
150	жизни и	4	2
151	и только	7	2
152	и других	4	2
153	не просто	4	2
154	должно быть	3	2
155	можно было	4	2
156	в своих	3	2
157	с этой	4	2
158	в одной	2	2
159	допустим что	2	2
160	из этих	2	2
161	о том	20	2
162	как он	5	2
163	так как	12	2
164	к этой	3	2
165	нет ни	3	2
166	и с	2	2
167	от этого	3	2
168	творческий акт	2	2
169	в основе	3	2
170	нет никакой	2	2
171	если бы	10	2
172	и та	2	2
173	до тех	2	2
174	если он	2	2
175	что он	20	2
176	в себе	6	2
177	для нашей	2	2
178	у нас	4	2
179	по которым	2	2
180	одна из	4	2
181	во все	3	2
182	тех пор	2	2
183	она не	3	2
184	мы уже	5	2
185	к тому	12	2
186	все остальное	2	2
187	то как	2	2
188	этого слова	3	2
189	и этот	3	2
190	однако не	2	2
191	пор пока	2	2
192	не все	2	2
193	что и	3	2
194	нем нет	2	2
195	и другую	3	2
196	бы и	2	2
197	как раз	9	2
198	в двух	4	2
199	что не	4	2
200	из которых	3	2
201	и он	3	2
202	той же	4	2
203	в таком	4	2
204	мы можем	5	2
205	тем что	3	2
206	могла бы	4	2
207	в русской	2	2
208	из этого	5	2
209	другом и	2	2
