N	2gram	Losev_Prob_2	Problemy
1	и в	35	35
2	как бы	4	31
3	и не	37	27
4	что он	4	24
5	в его	7	21
6	но в	6	19
7	не может	13	18
8	как и	5	18
9	то есть	39	16
10	то же	5	15
11	с самим	3	15
12	и все	5	15
13	но и	16	14
14	может быть	18	14
15	все это	4	14
16	в этом	17	14
17	к нему	2	13
18	он не	2	13
19	прежде всего	11	12
20	и с	10	12
21	и к	3	12
22	в то	6	11
23	слова и	4	11
24	не в	2	10
25	самом деле	4	10
26	не только	24	10
27	то что	38	10
28	в отношении	4	9
29	на самом	4	9
30	самого начала	2	8
31	так и	7	8
32	с самого	3	8
33	потому что	13	8
34	мы уже	3	8
35	все же	8	8
36	как мы	5	8
37	и для	6	8
38	и сам	2	7
39	лишь в	3	7
40	так же	5	7
41	а в	4	7
42	и наконец	3	7
43	точки зрения	2	7
44	вовсе не	37	7
45	еще не	10	7
46	себе и	2	7
47	для себя	9	7
48	что же	9	7
49	в виде	6	7
50	таким образом	4	7
51	он сам	3	6
52	что в	11	6
53	к тому	3	6
54	но это	6	6
55	что они	3	6
56	и что	13	6
57	в самом	5	6
58	и на	5	6
59	не знает	3	6
60	но не	4	6
61	в слове	3	6
62	в плане	2	6
63	только в	14	6
64	в конце	7	5
65	в том	12	5
66	да и	10	5
67	так что	11	5
68	и даже	11	5
69	даже в	2	5
70	на него	2	5
71	и то	10	5
72	в себе	5	5
73	и это	5	5
74	с другой	6	4
75	в такой	2	4
76	или иной	5	4
77	но зато	2	4
78	но все	2	4
79	не о	6	4
80	же и	2	4
81	всяком случае	10	4
82	той или	5	4
83	но как	6	4
84	ведь и	2	4
85	его в	3	4
86	так как	7	4
87	бы в	3	4
88	сознания и	2	4
89	как раз	8	4
90	в них	2	4
91	по себе	8	4
92	по своему	5	4
93	тот же	4	4
94	еще в	2	4
95	нет и	3	4
96	только на	9	4
97	и прежде	2	4
98	в той	2	4
99	а не	10	4
100	что не	5	4
101	и без	5	4
102	во всяком	13	4
103	тем что	4	4
104	как будто	6	4
105	тотчас же	2	4
106	уже в	3	3
107	то ни	3	3
108	и от	3	3
109	знает что	2	3
110	собой и	4	3
111	совсем не	7	3
112	в общем	4	3
113	в него	2	3
114	в виду	8	3
115	бы то	2	3
116	в целом	3	3
117	другой стороны	5	3
118	все эти	7	3
119	но только	4	3
120	того что	12	3
121	должно быть	2	3
122	сказать что	24	3
123	даже и	18	3
124	говорить о	10	3
125	мы должны	3	3
126	или как	2	3
127	своего собственного	5	3
128	с тем	3	3
129	друг к	2	3
130	бы его	2	3
131	с этим	5	3
132	раз и	5	3
133	этом смысле	5	3
134	это и	3	3
135	том что	19	3
136	время не	2	3
137	было бы	8	3
138	во всех	2	3
139	конце концов	7	3
140	что и	2	3
141	к другу	2	3
142	обойтись без	3	3
143	сводится к	2	3
144	уже не	8	3
145	которой он	4	3
146	только с	2	3
147	ничего не	10	3
148	не менее	13	2
149	в этих	4	2
150	тому что	3	2
151	для этого	3	2
152	о них	2	2
153	вообще не	4	2
154	что все	6	2
155	это в	2	2
156	вопрос о	3	2
157	уже с	2	2
158	на всю	2	2
159	что на	4	2
160	ни в	6	2
161	без всякого	4	2
162	что с	2	2
163	при этом	3	2
164	совпадает с	2	2
165	хотя и	3	2
166	в своем	4	2
167	что оно	2	2
168	не просто	11	2
169	но эта	3	2
170	и тут	4	2
171	и по	3	2
172	есть только	8	2
173	тому как	3	2
174	каждый из	2	2
175	их в	4	2
176	в ней	2	2
177	и пусть	3	2
178	но ведь	3	2
179	о том	18	2
180	и ни	3	2
181	слово в	2	2
182	от другого	2	2
183	всех этих	4	2
184	уже и	3	2
185	будто бы	5	2
186	и того	3	2
187	если я	2	2
188	ли это	2	2
189	но именно	4	2
190	конечно не	2	2
191	о нем	2	2
192	и этот	3	2
193	но уже	5	2
194	войти в	2	2
195	вместе с	2	2
196	быть и	2	2
197	бы и	7	2
198	всем этим	3	2
199	бы не	3	2
200	в голове	2	2
201	все равно	3	2
202	чтобы не	2	2
203	слово и	2	2
204	и как	4	2
205	хотя бы	12	2
206	той же	2	2
207	или в	2	2
208	можно было	5	2
209	с другими	5	2
210	пока еще	9	2
211	мы можем	6	2
212	подобно тому	2	2
213	сознание и	2	2
214	и вы	2	2
215	и вообще	16	2
216	из этого	2	2
217	своему смыслу	3	2
218	это было	2	2
