N	2gram	Tiupa_Anal_3	Dialekti
1	не есть	4	40
2	и не	12	30
3	а не	9	18
4	может быть	9	17
5	ничего не	3	17
6	то что	2	16
7	и в	18	15
8	как бы	10	14
9	точки зрения	3	14
10	по себе	4	13
11	это не	2	12
12	прежде всего	5	11
13	и вот	2	11
14	в том	9	11
15	не может	2	11
16	говорить о	3	11
17	и все	2	11
18	в этом	14	11
19	с ее	3	10
20	личности и	2	10
21	том что	12	10
22	было бы	3	9
23	все это	3	9
24	мы не	3	9
25	это и	2	9
26	то же	3	9
27	уже не	5	9
28	с точки	2	9
29	не в	6	8
30	в себе	2	8
31	не только	22	8
32	и ее	2	8
33	что в	9	7
34	крайней мере	4	7
35	что мы	2	7
36	по крайней	4	7
37	что он	4	7
38	как и	14	7
39	и его	13	7
40	только в	2	7
41	перед нами	4	6
42	же время	3	6
43	хотя и	2	6
44	и даже	8	6
45	в результате	5	6
46	сказать что	2	6
47	в то	3	6
48	что и	5	6
49	сама по	2	5
50	так и	14	5
51	в своем	4	5
52	можно сказать	4	5
53	в ней	2	5
54	в нем	2	5
55	что она	2	5
56	таким образом	4	5
57	именно в	3	5
58	и на	4	5
59	о том	6	5
60	мы имеем	5	5
61	с его	8	5
62	личности в	3	5
63	в жизни	2	5
64	есть не	2	5
65	субъекта и	2	5
66	то в	2	5
67	в сущности	5	5
68	в себя	2	5
69	и для	2	5
70	той же	5	5
71	и как	4	4
72	в этой	6	4
73	что они	3	4
74	один из	2	4
75	но и	13	4
76	в особенности	3	4
77	той или	3	4
78	в одном	4	4
79	с тем	2	4
80	отнюдь не	4	4
81	не как	2	4
82	с их	3	4
83	еще не	6	4
84	как раз	7	4
85	тому как	2	4
86	в его	7	4
87	подобно тому	3	4
88	е о	2	3
89	не всегда	3	3
90	тем самым	4	3
91	в свою	5	3
92	и той	2	3
93	для всех	2	3
94	совершенно не	2	3
95	к жизни	3	3
96	в их	6	3
97	отношения к	2	3
98	все эти	2	3
99	с этим	3	3
100	но в	2	3
101	как формы	2	3
102	только не	3	3
103	к этому	3	3
104	об этом	2	3
105	и потому	2	3
106	со стороны	9	3
107	говорит о	2	3
108	когда он	2	3
109	бы и	2	3
110	как в	3	3
111	одной и	2	3
112	что не	3	3
113	в сравнении	2	3
114	в данном	4	3
115	мы можем	2	3
116	могут быть	2	3
117	едва ли	3	3
118	не менее	4	2
119	в противоположность	2	2
120	в частности	12	2
121	и без	3	2
122	из этих	3	2
123	его как	3	2
124	да и	2	2
125	свою очередь	4	2
126	при этом	11	2
127	в самом	5	2
128	никогда не	5	2
129	не видно	2	2
130	осуществляется в	2	2
131	другой стороны	5	2
132	не было	3	2
133	лишь в	5	2
134	не мог	2	2
135	и по	2	2
136	но как	3	2
137	во всем	3	2
138	как это	3	2
139	но они	2	2
140	тем или	2	2
141	однако в	5	2
142	в них	2	2
143	в ее	3	2
144	все же	4	2
145	не будет	3	2
146	в качестве	12	2
147	в свое	2	2
148	тем не	2	2
149	себя в	4	2
150	во всех	2	2
151	вместе с	2	2
152	есть имя	2	2
153	в глубине	2	2
154	сравнении с	2	2
155	жизнь и	3	2
156	что по	4	2
157	во всяком	2	2
158	тем что	2	2
159	поскольку он	3	2
160	отличие от	2	2
