N	2gram	Bakhtin_Pr_5	Problema
1	и не	27	28
2	то есть	16	27
3	не только	10	24
4	только в	6	23
5	в виде	7	22
6	вовсе не	7	21
7	в том	5	20
8	и в	35	20
9	ни в	2	17
10	не просто	2	16
11	все эти	3	16
12	то что	10	15
13	потому что	8	15
14	было бы	3	14
15	той или	4	14
16	но и	14	14
17	точки зрения	7	14
18	или иной	4	13
19	не в	10	13
20	даже и	3	13
21	в себе	5	12
22	том что	3	12
23	прежде всего	12	11
24	по себе	4	11
25	с точки	2	11
26	как будто	4	11
27	не менее	2	10
28	так и	8	10
29	и его	14	10
30	может быть	14	9
31	все это	14	9
32	и даже	5	9
33	в этом	14	9
34	что он	24	8
35	таким образом	7	8
36	в той	4	8
37	во всяком	4	8
38	и все	15	8
39	но в	19	8
40	с другой	4	7
41	это не	3	7
42	еще не	7	7
43	то же	15	7
44	а не	4	7
45	сказать что	3	7
46	и с	12	7
47	в ней	2	7
48	хотя бы	2	7
49	всех этих	2	6
50	и без	4	6
51	и от	3	6
52	так что	5	6
53	как и	18	6
54	но это	6	6
55	по своему	4	6
56	при этом	2	6
57	в виду	3	6
58	другой стороны	3	6
59	как символ	3	6
60	сам по	2	6
61	и вообще	2	6
62	но не	6	5
63	на самом	9	5
64	хотя и	2	5
65	в нем	16	5
66	здесь в	2	5
67	в ее	3	5
68	да и	5	5
69	вместе с	2	5
70	как в	5	5
71	так же	7	5
72	не может	18	5
73	в них	4	5
74	так как	4	5
75	уже не	3	5
76	или в	2	5
77	в этих	2	5
78	о том	2	5
79	и ни	2	5
80	уже в	3	4
81	времени и	2	4
82	с тем	3	4
83	у достоевского	12	4
84	в отношении	9	4
85	и для	8	4
86	и во	3	4
87	в одном	6	4
88	что его	2	4
89	это и	3	4
90	одной из	2	4
91	в своей	4	4
92	как бы	31	4
93	всяком случае	4	4
94	во всех	3	4
95	без всякого	2	4
96	с этим	3	4
97	а в	7	4
98	что не	4	4
99	и наконец	7	4
100	можно было	2	4
101	жизнь и	2	4
102	как раз	4	4
103	в то	11	4
104	с ним	7	4
105	нет ни	2	4
106	к тому	6	3
107	уже и	2	3
108	это уже	2	3
109	вообще не	2	3
110	о себе	17	3
111	он как	4	3
112	в жизни	2	3
113	ни на	2	3
114	этом смысле	3	3
115	с собой	2	3
116	и к	12	3
117	как мы	8	3
118	для него	14	3
119	и как	2	3
120	но все	4	3
121	в начале	3	3
122	сознания и	4	3
123	себе и	7	3
124	конечно не	2	3
125	же и	4	3
126	в его	21	3
127	и этот	2	3
128	что и	3	3
129	что в	6	3
130	бы и	2	3
131	в своем	2	3
132	все равно	2	3
133	самом деле	10	3
134	к нему	13	3
135	с другими	2	3
136	и на	6	3
137	тем что	4	3
138	из них	3	3
139	но как	4	3
140	в другом	12	3
141	мы должны	3	3
142	в каждой	2	3
143	из этого	2	3
144	если и	2	3
145	мы можем	2	3
146	за собой	3	2
147	этого не	3	2
148	и вдруг	3	2
149	все время	4	2
150	для его	2	2
151	однако в	2	2
152	для этого	2	2
153	столь же	2	2
154	но так	3	2
155	в конце	5	2
156	он с	6	2
157	и говорит	3	2
158	меня в	2	2
159	для себя	7	2
160	с его	7	2
161	нет и	4	2
162	тому же	3	2
163	обойтись без	3	2
164	то в	2	2
165	что они	6	2
166	так чтобы	4	2
167	в пределах	11	2
168	тот же	4	2
169	но именно	2	2
170	со всеми	3	2
171	кажется что	2	2
172	нет в	3	2
173	что это	4	2
174	на его	4	2
175	в самом	6	2
176	за пределы	3	2
177	он не	13	2
178	к ней	2	2
179	чтобы все	2	2
180	время как	2	2
181	в котором	3	2
182	все же	8	2
183	с ее	3	2
184	себя в	2	2
185	говорит о	2	2
186	но только	3	2
187	только на	4	2
188	и прежде	4	2
189	совсем другое	2	2
190	но эта	2	2
191	чтобы не	2	2
192	она в	2	2
193	и что	6	2
194	ни было	3	2
195	и он	2	2
196	только что	3	2
197	и по	2	2
198	есть только	2	2
199	друг друга	2	2
200	только так	2	2
201	с ними	5	2
202	у меня	6	2
203	говорить о	3	2
204	и то	5	2
205	за ним	2	2
206	во всем	4	2
207	будто бы	2	2
208	его в	4	2
209	и это	5	2
210	к своему	5	2
211	в чем	4	2
212	в которой	2	2
213	тотчас же	4	2
214	в романах	5	2
215	это было	2	2
