N	2gram	Losev_Vlad_1	DiskursI
1	в себе	4	19
2	при этом	2	17
3	в качестве	6	16
4	и в	31	16
5	может быть	6	16
6	как и	4	16
7	в этом	14	16
8	и не	17	15
9	в частности	2	12
10	то есть	3	12
11	но и	19	11
12	но в	12	11
13	том что	14	10
14	не только	24	10
15	со стороны	2	10
16	такого рода	4	9
17	так и	6	9
18	не может	6	9
19	в том	11	8
20	а также	5	8
21	как в	3	8
22	не менее	2	7
23	в нем	4	7
24	ни в	2	7
25	но не	3	7
26	с его	11	6
27	отнюдь не	3	6
28	себя в	4	6
29	еще не	2	6
30	все же	3	6
31	в своей	4	6
32	то же	6	6
33	тем самым	2	6
34	в своих	5	6
35	по своей	4	6
36	а с	5	5
37	что в	14	5
38	в своем	4	5
39	с другой	3	5
40	же время	4	5
41	для него	7	5
42	то что	18	5
43	и на	3	5
44	в то	8	5
45	к этому	6	4
46	к его	3	4
47	времени в	2	4
48	в период	5	4
49	потому что	11	4
50	точки зрения	2	4
51	в этой	4	4
52	и то	10	4
53	о том	11	4
54	в них	2	3
55	не столько	2	3
56	из этих	2	3
57	и все	4	3
58	уже не	3	3
59	и как	4	3
60	не в	5	3
61	можно сказать	6	3
62	он не	10	3
63	в его	12	3
64	еще в	4	3
65	в котором	6	3
66	к жизни	2	3
67	из них	2	3
68	жизни и	5	3
69	но она	3	3
70	не было	5	3
71	все эти	3	3
72	также и	10	3
73	как на	2	3
74	и его	7	3
75	но это	3	3
76	только в	9	3
77	место в	2	2
78	никогда не	9	2
79	же касается	4	2
80	в целом	3	2
81	указать на	2	2
82	что на	2	2
83	на первый	2	2
84	что он	12	2
85	а к	22	2
86	того же	6	2
87	отношение к	3	2
88	со своим	5	2
89	свое время	6	2
90	в свое	5	2
91	для себя	2	2
92	что и	5	2
93	вместе с	3	2
94	что же	5	2
95	того и	2	2
96	чем не	2	2
97	там же	13	2
98	к своему	3	2
99	все это	5	2
100	другой стороны	3	2
101	и для	2	2
102	а в	9	2
103	той же	2	2
104	тут же	7	2
105	в результате	2	2
106	пока еще	2	2
107	и с	14	2
108	и это	2	2
109	дело в	4	2
110	здесь не	3	2
