N	2gram	Propp_Isto_2	Psycholo
1	в том	6	37
2	и в	15	32
3	и что	6	22
4	том что	7	21
5	то что	12	21
6	таким образом	7	21
7	потому что	9	21
8	что в	12	20
9	так же	13	18
10	может быть	17	18
11	что и	6	17
12	не может	5	17
13	что она	5	16
14	самом деле	2	16
15	того чтобы	2	14
16	что он	24	13
17	при этом	4	13
18	то же	10	13
19	в этом	11	13
20	не только	18	12
21	так как	14	12
22	на то	3	11
23	с тем	9	11
24	было бы	5	11
25	при помощи	2	10
26	как и	2	10
27	и т	19	10
28	когда он	3	10
29	но и	14	10
30	и не	11	10
31	никогда не	15	9
32	что при	5	9
33	как в	5	9
34	тем что	4	9
35	что это	6	8
36	не в	7	8
37	той же	2	8
38	того что	3	8
39	к тому	5	7
40	мы знаем	11	7
41	такой же	2	7
42	а не	5	7
43	говорит что	3	7
44	в сущности	2	7
45	все эти	4	7
46	совершенно ясно	2	7
47	можно было	5	7
48	и его	3	7
49	сказать что	2	7
50	как будто	3	7
51	только в	6	7
52	что они	10	7
53	в этой	4	6
54	и из	2	6
55	он не	8	6
56	как бы	6	6
57	о том	3	6
58	что у	2	5
59	в ней	4	5
60	до сих	6	5
61	сих пор	7	5
62	все это	3	5
63	показать что	2	5
64	на самом	2	5
65	и на	4	5
66	и более	2	4
67	же как	5	4
68	когда она	3	4
69	в жизни	2	4
70	как это	3	4
71	и когда	2	4
72	и по	2	4
73	в нем	7	4
74	все же	9	4
75	из них	2	4
76	наряду с	6	4
77	а в	12	4
78	мы имеем	15	4
79	мы видим	8	4
80	и для	2	4
81	и с	4	4
82	знаем что	12	4
83	могут быть	2	4
84	с этим	5	4
85	и это	3	4
86	ничего не	7	4
87	как она	4	4
88	того как	4	4
89	главным образом	2	3
90	состоит в	2	3
91	но он	4	3
92	хотя бы	2	3
93	с другой	2	3
94	точно так	6	3
95	представление о	2	3
96	показывает что	4	3
97	видим что	5	3
98	по существу	2	3
99	об этом	11	3
100	так что	6	3
101	в нашей	2	3
102	мы в	2	3
103	например в	2	3
104	а другой	3	3
105	один из	8	3
106	то это	6	3
107	с ее	2	3
108	так и	5	3
109	во всех	2	3
110	и их	2	3
111	и так	2	3
112	и ее	2	3
113	же мы	2	3
114	в их	3	3
115	это только	2	3
116	тому как	3	3
117	он в	3	3
118	в которых	2	3
119	и то	2	3
120	мы должны	4	3
121	но в	6	3
122	видит в	2	3
123	мы не	3	3
124	в виду	2	3
125	мы можем	8	3
126	слова в	2	2
127	на вопрос	2	2
128	зависит от	2	2
129	это не	2	2
130	с другими	2	2
131	в одном	5	2
132	и говорит	2	2
133	в сборнике	2	2
134	человеческого тела	2	2
135	и эти	2	2
136	и здесь	9	2
137	ни в	2	2
138	пришел к	2	2
139	в новой	2	2
140	еще не	9	2
141	но не	2	2
142	на другой	2	2
143	в глаза	2	2
144	она не	5	2
145	и часто	2	2
146	на его	2	2
147	должен был	3	2
148	к нему	5	2
149	превращение в	2	2
150	в его	6	2
151	в него	2	2
152	в состоянии	3	2
153	как он	3	2
154	в этих	11	2
155	для нас	4	2
156	вместе с	7	2
157	на него	5	2
158	так в	3	2
159	другой стороны	2	2
160	в особенности	2	2
161	показывают что	2	2
162	т д	18	2
163	а с	2	2
164	не было	2	2
165	после того	3	2
166	роль в	3	2
167	здесь мы	3	2
168	в очень	3	2
169	в других	3	2
170	увидим что	3	2
171	что этот	3	2
172	но это	4	2
173	их в	2	2
174	он дает	2	2
175	подобно тому	3	2
176	имеем в	5	2
177	в себе	4	2
178	и только	2	2
179	в русском	2	2
180	в свете	2	2
181	когда мы	2	2
182	заметить что	2	2
183	в которой	2	2
184	к которому	5	2
